genus	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
Anaerobutyricum	0	126.228390021471	30.002264549048	268.907190794592	0	0	0	0	0	0	0	60.671928847696	0	0	0	53.6563274941583	0	0	0	0	0	0	0	25.0719195530439	0	0	0	59.7762430698901	0	0	0	0	0	0	0	51.1192738287909	0	32.1473727789541	0	0	0	0	0	27.2786749725223	0	41.9341067223547	72.0759115977829	418.375495848612	0	159.164800210317	14.0143829080583	380.250456860034	0	29.1352680476831	0	172.32975937153	0	0	0	96.813639163138	0	529.604405224578	0	48.0030724869558	0	21.0925648111412	0	38.1490225028124	0	16.2165153584871	0	75.3739613352182	0	0	0	0	0	0	0	0
Anaeromassilibacillus	0	0	33.8360683432304	11.024655779699	62.0874246479576	23.0442287757463	19.042548956182	21.0229394451244	0	0	13.0854475599842	0	0	0	30.0542387101968	14.0506944444444	48.111218524145	21.0559469539992	0	12.0148924996716	60.1127381106648	0	0	0	0	20.024619449365	207.081623574504	43.0753371576436	0	0	0	0	0	0	0	0	12.0481965628718	0	58.6243367348283	16.0260565718532	0	53.7897179681873	16.7454242176366	11.0283419312844	0	0	43.1897300148568	0	0	0	0	0	0	0	0	0	0	0	44.1374155833756	16.0232569730756	46.7880047862649	52.1339865158808	0	0	0	0	112.169240921938	0	12.0653681082866	0	44.9716378235439	0	0	0	0	0	19.102919285478	12.0173079842777	0	0
Anaeroplasma	0	0	0	0	72.1015396254197	0	15.0335912811963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0303361302815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.116323758001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0624616288071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.061229456333
Anaerorhabdus	38.0360259837963	80.8908962443212	247.399505282397	85.5725526347407	64.0574870284	23.9909504748655	56.1656477430001	69.1642963011957	151.963825049843	28.3989680946515	33.9217671118247	33.1702954048141	1050.5161978687	84.7042996626439	121.295065995836	44.1593271747145	79.8914935015504	35.5231944814053	26.0725507667777	24.0297892035175	0	0	29.1125051824725	23.0923072799545	33.7548947560864	0	248.595096896237	63.6753879215665	0	0	0	0	0	0	159.517149969407	69.5391949865663	156.031719324803	51.6831484271331	70.7698903416056	41.0667699653739	55.3302104938688	130.735641096077	336.353567115787	88.5275946714258	73.3012762410145	52.0723270897867	115.465057595765	26.0792063740094	82.3866205801616	43.3628599804869	99.246642316705	83.0904681566464	125.895309445198	26.0897149480885	25.1439490583056	26.0770937751081	20.7748437633458	0	0	91.1785915648234	19.0553470919325	45.1636729225412	634.294822023855	31.65210796502	150.887214271737	38.7734589828506	405.045672678584	31.3896633754832	32.1023066900472	24.885829168874	502.164370094392	38.2991433392204	31.3167630715174	22.090086866774	27.8250121891301	27.0816976127343	22.6125204457748	32.4986656868536	187.732275820912	28.3647714909561
Anaerostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0340146329202	25.0510745811015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotaenia	22.9721925674251	118.341365509715	108.318223687997	91.0726033104333	11.8396356107036	18.9008106802808	0	0	31.4833460830535	16.6059066166048	0	23.7128940739054	0	0	34.7856286508518	61.6541617300174	26.0182632708627	0	0	0	0	0	46.3269971299301	19.6783952813338	0	0	123.476115967686	114.413473498128	0	0	0	0	0	0	19.5430619450482	29.7564235124581	39.6871594418568	0	52.7756315072545	17.3121112259654	55.1008042245849	51.5290410753903	54.3904560298294	0	0	36.7696780875312	162.750701148995	39.9243234978856	29.7465427640635	49.6893800953983	40.9468632736589	121.352683508263	64.3381878763577	29.6182006146837	41.2709398469294	70.7716619478323	0	0	0	69.4407861168173	23.9336179419844	208.623404601034	0	47.3763862901373	44.0775137714263	23.8975362998566	249.278771643648	51.4619854082291	0	0	34.895966214662	60.7054912256321	0	0	26.798285324933	65.7712135980303	0	27.1154977107141	12.786150841705	17.0216335567094
Anaerotignum	420.821422198082	145.779341709076	559.944848553904	76.1703490234372	256.361043897176	64.1230713759908	13.0291231660075	22.0258000494263	98.1852136674133	60.1809145510401	30.1972269232251	0	0	0	0	0	0	0	0	0	0	0	488.135974077727	100.401328742478	50.1897785936405	54.0776351690142	250.235741953737	65.0835349897255	60.066830749379	0	16.0532475605006	0	0	0	0	0	33.0951629981751	0	104.094635953642	12.0195424288899	457.958414785854	113.126546820775	72.2143162745145	0	31.0620749002929	219.563502761742	2061.61923199743	49.149273551409	483.489272835216	94.2346479084563	432.662385312606	149.434152612142	202.531438671676	21.0528433132453	325.999792941778	109.323067264627	0	0	276.861970487855	158.1323551513	313.911770514466	435.002914794284	0	74.229923522634	629.825423270967	149.373981098538	1317.31762263889	58.1561404478038	0	0	430.570906784067	17.0477121959517	0	0	191.891907030324	50.1512918754298	14.0758352629838	0	72.1793324913112	40.0720346545095
Anaerotruncus	10.4542556766737	0	20.7697774812165	0	22.9824005861256	10.879703645963	17.5892247209701	0	0	0	0	0	0	0	14.5622747723916	0	15.2753796166228	0	0	0	0	0	19.6094328353577	0	0	0	45.6099176376985	0	0	0	0	0	0	0	0	0	21.8709052954904	0	129.281055447881	12.2670423202816	0	42.3216586192078	14.4627625531322	0	0	29.9807552676027	102.979335635153	0	18.4786809713567	10.4710039976585	46.733248926632	11.485364285682	31.9388415347162	0	24.0923285801799	0	0	0	0	0	19.2551306648704	28.2342952626558	0	16.9052544776164	28.4716073603452	0	33.5814442833694	0	0	0	0	0	0	0	0	0	0	0	29.5797961538817	0
Arthrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0061532902204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asaccharospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6455418690218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5676470888042	0	0	0	0	0	0	0	0	0
Bacteroides	2697.44759830386	188.689754909369	2421.06621855968	142.353392073386	2494.88653408107	439.512774413023	1240.30385920351	1513.86701560373	668.385192018726	138.714193396531	197.884224448347	35.8329266640275	815.786740859621	52.7313937610488	729.553877204585	355.317539829761	1047.02364282133	159.416276216956	962.195240317788	117.645507674376	0	0	1280.49239347858	139.200286441822	3630.67796040978	74.075810959168	2134.17114555222	499.769782152069	0	0	612.615151539459	0	956.127492631837	31.0458571805935	344.259397767286	48.5909739452892	3092.73805015179	17.2120091347599	8948.61611357449	968.309156242219	215.31100018088	3059.02097065483	1732.23623922433	351.313784981125	744.813166881794	1149.90255780209	2090.05663656541	24.0731194119676	1877.09334648096	455.059745570302	4425.1385060085	2391.3263114155	1140.40305546332	237.455259045786	610.868473412727	51.1509160034532	1116.90211801654	0	348.58755290891	0	1105.26315682642	480.513618376325	61.9604670768571	440.10499787599	2022.39003679999	308.292104009142	3954.2839953405	366.507305754092	84.6303464810603	26.5082528580112	1943.26042397861	199.364811101677	631.904019881493	39.225588649764	1284.04448420243	361.469208308006	2244.44397862777	711.19147274257	2125.79560140902	1689.97768751666
Bariatricus	0	123.923330777419	74.7951680103662	68.273503436174	0	14.4143317373882	0	23.4221475264223	0	46.7991398541421	29.3818055113734	48.0779667855266	11.3090288269145	56.8494317802741	0	44.739843336523	0	44.454914216751	0	34.1717686257152	0	0	0	31.0686678869084	0	21.2858626221121	54.7580797092137	95.6903096940103	0	71.7196639066114	15.3968174787428	24.778056258391	0	0	77.0217603974758	67.6571777938521	0	41.2396019805384	19.3395337153729	48.6268344921188	0	94.3347628205668	0	29.8771863415997	59.7953722257268	128.573326167648	55.3617491986898	58.4460803688845	0	56.9424721329666	0	137.872908973806	39.2884024032038	42.6751826240128	0	44.4072716743708	0	13.6630888332529	0	42.7553869614854	0	108.394105721997	0	55.7892943004102	0	51.1906848152049	42.3639462379663	26.4468052951716	11.2461535305791	48.5396372329174	21.3503155759414	60.646599229659	0	20.5835197171299	0	23.0761725161672	0	34.3362691777451	0	11.504041832627
Beduini	0	0	13.8510226669183	0	20.8724982214119	13.3593494376198	0	0	0	0	0	0	82.6865852525239	91.0092090479289	0	0	12.1457804851291	0	0	0	27.6965564441751	0	0	0	0	19.4386696429078	0	0	12.7656757288273	12.8130566347366	46.9691598180263	0	0	0	21.0666274394858	0	0	0	11.1825759033895	0	0	0	34.2085207152166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.561825959138	0	0	0	72.7142179877387	0	23.5136688899785	10.6387133444199	212.426608903906	0	11.2173291874358	0	0	0	0	0	0	0	0	0	34.8144202661095	19.3631450578619
Blautia	3099.67505985079	39164.6295169293	13348.319940747	16227.1361044973	8967.16590830527	17348.803323796	3011.84868195668	36968.3884212354	31255.2575666238	28796.6636774453	9255.72088150117	22569.7868691863	4010.8090202232	21596.0865441618	2759.94528551376	10104.6013398926	10042.173111331	20812.5955863366	3557.19432178819	29120.6897291353	2537.76378438244	2991.02855427686	5768.2794176019	15657.3952766479	553.384405783594	11568.1038504571	33199.3183449348	43681.9498723172	22405.8743467166	12096.1216980028	47498.939045046	15828.2911949025	5871.68910507073	2401.63662285227	3822.64727197738	14885.7014265058	10946.528053825	17905.1854148614	2943.0564441525	10190.3972012741	7444.08652354288	35531.3884010659	25374.6675696148	22798.6117364994	8878.41197147915	25990.7251982995	19229.5735129153	13895.2262194395	6785.96710500826	19759.0253436807	5209.85785154038	47338.5250589223	35242.8934254012	29786.7221754271	4382.20591071936	23751.7284855572	14275.0250887198	13372.8917292988	11092.4234104243	50783.5629438417	1726.95016024152	37273.5290183671	19796.0869350365	24362.9977243098	5854.85710100295	16639.0481555851	27161.3884089902	25683.6121167052	8423.97316481735	26945.8590726012	17491.0173367972	19825.9039521081	11048.2389911061	26278.3249473323	1176.23966435618	19239.999325207	1325.60916400547	48646.8737382332	3962.93638718571	15245.317108457
Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	20.838475830756	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2248276406248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4557269206105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.312991425944	0	0	0	14.7244532494559	0	0	0	12.028041473269	0	0	0	0	0	0	0	0	0
Butyricicoccus	45.0883438632034	47.0825091739209	134.895832369436	35.0881931121293	198.279233979085	187.35959917672	308.689737726072	217.237040933078	646.78820188878	202.326666258978	75.4876900297359	78.5275076349466	16.0439696821949	26.0521270445178	105.4763762897	39.1421122698418	282.653146117433	141.823901340599	19.0530178680298	53.0657844911011	0	0	272.250901020211	88.3531688206207	41.1555562523517	88.1083255773488	380.28393635424	195.219934023962	48.0534645994646	0	890.960043319948	66.1495336376265	80.1047403799033	42.0621290833847	0	17.0874494316912	129.696359644693	0	388.340073697944	77.1253972556333	161.691455445651	208.235079203377	284.153409450719	53.1270319591658	45.1362658886675	290.725223304294	634.494911768601	75.2284801251198	274.477509160956	252.629057080801	334.400406641701	578.741336753293	627.130273212299	250.627693294374	65.1717155180853	111.329190105315	153.496719565064	11.1351847197788	88.2748311667512	276.545788569483	206.60007911648	490.290753381619	177.255185693638	292.445559304625	812.351402423647	295.383100437293	985.291841298897	104.276482238122	64.3486299108617	30.0883999659623	427.294170253735	75.2111470499714	15.1113786124761	0	167.75402923649	105.317712938403	61.3304250744294	161.232215455726	144.358788619968	172.081891683306
Caecibacterium	0	11.703190898691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6741821238874	0	0	0	0	13.1441134863591	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	199.391993364831	0	125.19448209919	0	1482.07731673746	169.324985352223	0	0	0	0	132.867621376179	59.3044675419402	0	22.0441074992074	0	0	0	0	0	0	0	0	48.1120103271933	0	63.2390254609306	33.0406220914522	0	0	0	0	0	0	0	0	0	0	14.040372181044	0	381.335752665141	22.0358277862982	0	184.205270595235	0	0	0	0	0	0	122.367782329752	85.2121817274089	0	0	145.172989437658	22.0553596554701	53.1630431567427	26.0770916091584	0	0	12.0374769772843	0	39.1136071887035	21.0300566544081	0	44.0842408487318	29.0652015306502	36.0967159870083	11.0361837464893	0	84.4575767580059	0	118.970587507959	0	0	0	11.0496834767764	0	19.102919285478	14.020192648324	0	22.0396190599802
Candidatus Arthromitus	0	0	0	0	0	0	0	0	0	0	443.898644143143	967.969529536641	10.0274810513718	0	0	0	30.0695115775906	14.0372979693328	0	0	104.195412725152	10.0100239519694	74.1726825877563	76.3050094359905	0	75.0923229351187	0	0	0	0	0	0	481.562194922535	144.213014000176	18.0962302343288	0	0	0	0	0	0	0	186.411337881591	54.1283794404275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.1467848276967	55.0799458565026	0	0	0	0	0	0	25.0822357874758	0	127.691812479366	60.1767996564883	25.0326938263478	0	0	0	0	0	0	0	0	0
Carnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	63.1731306236426	16.0320781812417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium	365.71898280484	1238.20319806748	1618.51363113986	250.559211626039	0	0	0	0	753.415456734541	940.850985923664	111.408659214892	278.429448869265	65.1786366625533	45.0902198847423	162.385756034203	110.398313413937	18.0417069465543	22.0586110998871	10.0279041410683	81.1005385603664	0	0	71.1656819404916	212.850815795132	15.0569108240311	0	2460.2346637427	1102.41270409466	0	0	0	0	0	0	466.474944422645	155.487796088983	218.628652533399	151.517004457925	0	21.0341992505573	412.765150168829	260.195936205782	516.138721225506	190.451705438541	123.043115262704	122.315773085531	715.788763710939	275.837759725043	158.471774053603	258.644033949076	135.159337167131	778.82522401045	563.67173526033	535.342378340992	1026.14702742053	828.449336342286	81.2629698224207	189.298140236243	0	8722.93988322217	93.2709094499852	1100.57293645679	1240.43181637629	517.98957335209	156.350739268325	283.760295120093	310.069899917527	147.390797009653	47.256025090789	115.338865836791	557.739523279127	344.965470290112	106.321033438408	34.1392248802338	0	0	0	0	10.0249159340437	13.0234112627156
Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	39.2563426793258	12.0653375023611	79.2171003058375	64.1577536778134	0	0	0	0	0	0	0	28.0280670655144	0	0	0	52.064011024238	0	0	806.903272797348	160.307810147353	0	0	0	0	0	0	49.1413026343442	14.0479342584957	0	0	0	16.0178674877365	27.0666829499706	18.0551844025998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0229003081216	0	0	0	0	0	0	0	0	281.373479962758	0	0	0	0	0	0	0	0	0
Christensenella	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0501221581902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.020281520901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides	0	0	23.2056592467276	0	0	0	0	0	0	0	0	0	0	16.6160006539539	0	0	0	0	0	0	0	13.0132733032188	0	0	0	0	0	0	45.0859375101829	0	246.656664606311	247.756266421246	6921.51351092323	137.40522088797	0	0	0	38.5609388143017	0	0	0	0	0	0	0	16.5272181249754	0	0	0	0	0	0	0	0	0	0	10.907362866222	0	0	0	0	0	0	0	0	0	0	0	0	57.7256545402803	0	0	0	0	0	0	0	0	0	0
