genus	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
Polaromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0953935134719	0	0	0	0	0	0	0	0	0	0	0	0	0
Pradoshia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.1268268950083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.2006553214409	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844.966814534934	0	4297.06735487372	208.495262214122	8367.24063802443	140.207096944616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoclostridium	50.2120493305366	35.3020922753694	2260.06097842046	72.5318799244823	0	0	0	0	203.388350208941	19.0188326607809	0	36.2181039235213	0	0	210.487376351678	0	0	0	0	0	185.224941520602	0	38.0831655712896	0	0	0	309.694456598532	57.4554811932528	0	0	0	0	0	0	61.5623145546228	0	21.0646583294885	0	0	0	59.0501727181044	0	37.4474207957834	0	64.9699701025861	0	280.88901946691	25.8227554622214	144.012091047593	41.4269126156939	56.0776336148146	29.8174995727163	40.4371832421948	0	61.7239230093452	33.8800169948438	0	0	0	38.2603235536299	37.2173030160113	31.2939061236846	51.8155087277935	0	71.0053922200669	0	130.000275215062	0	0	0	136.248668952201	0	61.6410007528889	0	0	0	0	0	0	0
Pseudoflavonifractor	0	0	107.759395642785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3956079045183	0	0	0	0	0	0	0	0	0	0	0	67.0053003748445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	60.164886308231	15.0300732949141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0427626094874	0	0	0	0	0	0	0	0	0	0	0	0	0
Robinsoniella	27.1517146610688	337.299630090094	56.1699402279528	145.493717645874	0	31.2342438529152	0	0	88.125357120493	158.388383073228	78.3663863192328	66.3156512622675	0	226.049689963807	25.3016820143832	170.069628564393	79.2321860524113	191.602369925138	0	75.0238570509006	0	0	13.2608640425648	123.065161114836	0	88.104599279867	44.8185757558658	99.2008781018727	53.8601698049159	58.2226439966219	375.290313177554	49.858474678452	0	0	14.1150825846771	76.4020552320924	44.9623846713087	130.668806264689	41.7724221013027	136.305315760472	15.9026773313743	124.559493902059	52.3522232289659	81.9151027927797	0	195.995047333539	302.408005874036	502.245293871552	114.613944805275	737.968648721494	47.4606490120951	701.167750348613	309.329975597092	283.481988054026	11.1521420082717	104.45412751482	0	0	39.0239901600621	577.283489065977	0	360.119379526216	30.8662427783517	244.15171130404	28.747948299291	173.759024477196	236.166969681752	434.146571859149	110.585938401303	78.3682091623427	102.765350405221	147.218889004274	27.0033054638473	91.179915089495	0	134.230469596449	0	292.881312881357	0	43.7189758713129
Romboutsia	0	89.1599716596555	69.8280275365063	43.8125983458569	29.0408979059883	41.0794169308009	0	30.8992130842281	109.254893789866	115.007382601156	102.665157562016	589.48970768297	7009.41202347561	11614.4385129763	76.1919447015888	175.672152902107	47.153817526473	129.349188972186	36.4554899556661	700.108878705663	0	0	83.1936845242587	423.778101462081	0	0	0	0	557.648667409377	229.706936050163	143.347501028959	59.3461081094683	0	0	0	46.1501783119431	379.19080259241	2536.31373250649	0	0	0	191.246769621507	424.645062434086	259.662312369033	1039.86586575695	13770.1921298699	147.412796547023	408.28235613445	159.670741565415	885.760291233966	150.360598888095	600.72039274276	1932.79702675633	1711.84640800491	26.0838181305246	45.112039385133	2290.30504099376	385.688705897111	0	24.037190102908	56.1631282709588	159.401081489252	0	0	0	0	154.550067955586	104.288553894438	4214.78690551377	2743.53830844714	919.655077966421	918.639146467004	54.1280092665972	1200.3691941961	0	0	0	0	0	31.0527078469122
Roseburia	65.9094906692699	81.3504518509486	46.5384897389896	21.1348531821366	14.7265623757688	11.6379410524265	0	23.9690838525479	0	16.1136947328795	26.603149026261	26.3086803287723	0	12.1585607332904	0	21.7904243843765	10.7980367707006	18.9556282259428	0	16.1950571502957	0	0	0	16.8148017621684	0	17.976499933885	47.3923436762419	39.0762007332504	0	0	56.5251587302018	0	32.2400369483498	0	0	11.5496377603694	0	21.0489731771902	16.5689691786717	88.4018553872078	0	87.2210329512301	63.7360074514484	36.0717744840379	0	13.7893325781268	120.293850476899	23.1575834656392	32.6995911553814	29.7517105317617	19.6819428366162	50.4655791192564	47.8981555988984	17.2198368318249	0	28.9209444657534	0	0	0	81.4461723865112	24.0605261214012	104.280777595956	0	46.578410673916	0	14.1950516425376	83.1652939898284	17.4656874339642	12.4738863771313	0	43.4009220462163	16.7094976980138	0	27.5606895163614	0	36.8814494022818	0	54.6607485422338	0	0
Rubellimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0526309039845	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium	0	0	170.195579648164	0	0	0	0	0	0	0	0	0	0	0	13.0706763886944	0	0	0	0	0	0	0	0	0	0	0	74.4821522842271	0	0	0	0	0	0	0	22.9612783160134	0	0	0	0	0	0	0	0	0	0	0	16.1299778407339	0	0	0	0	0	0	0	14.8677116755084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7341351835047	0	0	0	0	0	0	0
Ruminococcus	0	19.9619855725114	0	0	0	0	0	0	0	15.6194656582247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5797172886965	0	0	0	0	28.6599417748209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8812521434835	0	0	0	0	0	0	0	30.4908591138287	0	11.5768385089579	0	0	0	16.0669163276771	0	13.4727716977651	0	0	0	0	0	0	0	0	0	0	0	0
Ruthenibacterium	12.0336248823921	0	39.7442822869003	0	67.4232971790711	47.0854786783983	0	0	33.356599329423	0	0	0	0	0	0	0	92.4264307419371	17.6487209486894	0	0	0	0	43.3767780748064	0	53.1907797442527	11.0104093117134	125.22754710314	31.8026083346044	0	0	0	0	0	0	24.0259726942028	0	81.3101658940617	0	0	0	26.3863332669049	199.822269486521	92.0074627889163	0	44.9986923734121	140.765365799756	84.9238644065748	0	78.551966552785	28.9021092286667	186.229238270954	125.139733432308	203.900511316327	15.6124706164634	54.3819528978877	0	0	0	97.3623965227471	0	36.1081053794384	80.7253356207558	17.7444870666477	67.6837544407291	169.366897587599	66.8479301705228	247.975809022555	27.9738747330908	16.074756111012	0	162.499346120683	0	0	0	23.2490191897197	10.8365562461267	0	0	36.6896833417601	29.7098910943605
Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9936379154208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0331919944962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia	0	40.0709246754293	167.259829561376	0	0	0	0	29.0333682188083	13.0245142857143	0	0	0	495.357567004856	61.1222980659841	0	14.0506944444444	0	0	0	12.0148949380258	0	0	0	0	0	0	0	22.0330648283614	0	0	55.0593285311843	0	0	0	60.3207673978127	0	0	25.1936560703112	0	13.0211705336706	0	19.0211964201601	0	10.0237739704495	19.0380459066311	0	0	0	0	17.054136383285	0	125.209633252811	0	0	0	0	14.0454515742456	0	13.0406000587246	33.0479849557773	0	0	0	0	0	0	0	18.0478526950595	0	31.0913464429611	0	19.0533253954754	13.0417295712237	14.0573281781764	0	0	0	0	0	0
Solobacterium	18.3214557944471	18.2846374800492	120.087238685441	21.6672808586951	24.0666169621851	0	37.0426182004173	35.9504003484481	57.4007696758315	16.6955491289047	16.4068773488491	0	285.363238095177	27.52024760664	35.0764027782271	0	15.3286264941388	12.6046842705928	0	0	0	0	29.0228406332217	0	22.4575723202964	0	102.472743278291	19.4315713066883	0	0	0	0	0	0	64.7330485593409	22.7503355952947	88.6719103208754	20.6249318387573	26.3155899957137	0	24.0090762782418	63.4807855097691	168.331836701835	19.7291642094293	30.9069750373881	22.1191147674552	73.7434407838245	0	30.954030266248	14.7819228452745	37.9150664926512	29.028690396203	48.312277886362	14.0109389819025	0	0	10.3257990081979	0	0	28.7633141903105	0	15.923663349876	265.024246233383	15.4378765779436	53.5714447714581	24.3957939944201	183.025803940371	19.7459192605188	22.1918497972423	12.1654721013501	180.778446041279	16.8552196476824	11.8134674742518	0	14.3646883585618	0	20.6204021476754	19.5763355783508	98.9803198927371	12.7090640299161
Sporobacter	56.0152177479371	48.6215552968871	1421.07241791665	66.1679696464156	12.0146292533436	0	32.8260783197558	60.064590382566	156.635177974387	37.079787812067	12.0970669234321	41.143827231084	15.0361420319105	12.0240586357863	75.6089918010595	33.1195120642792	12.0280673429543	0	0	0	0	0	86.57671201755	27.013382125755	39.1479678148941	0	54.1167123654188	13.7048942196395	0	0	0	0	0	0	245.783267518259	24.0749315070146	28.1191011123328	0	165.752899735977	20.0052614513218	21.0724951160444	185.296019707977	329.59645740629	33.0784515787881	41.3674516113927	79.1750131859962	618.937493079385	61.2328976294908	42.1993394505102	32.0797821707932	129.471842533796	107.823724571684	168.414486628076	46.1171444371106	41.2602617049248	12.6807564176418	0	0	0	19.0299344711111	21.0600899180025	24.0342214453265	42.2868929724463	13.1055459312762	130.538364965843	27.4691494373017	251.297782967215	18.0478526948314	0	0	169.212086260782	16.033888265098	0	0	22.0999718960076	16.0484133939416	0	24.0261820493369	0	0
Stanieria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.339800876748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0226566117616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	489.963239976894	8185.49378952297	1820.79164503615	624.396336418383	11817.8009338925	16327.0106906035	0	0	0	99.2079378909046	3192.93318022058	5129.63752920199	33569.2476685686	40794.3425592131	563.339858085252	4658.84890279777	97.2247541009365	2632.99602576084	0	0	4321.95172745007	1828.18499192647	289.674395511643	2274.09008384881	0	25876.0142021758	0	0	0	36.1804050344853	0	34.0770324799894	3287.31411795315	1658.63060566569	1170.22288751755	226.711238168452	39.1124653614797	213.727533529307	0	222.361515102987	0	0	0	0	1601.19982259634	2194.66577996237	4907.56116134032	5285.41955413192	433.302311200435	1523.7943073934	0	0	0	57.1434318502372	380.165912431513	947.953138345268	135.438291112411	6908.67829287755	374.164909377253	889.032785789299	0	0	0	0	0	0	732.401284994296	5762.18249404471	54.2941564872895	374.099103975008	47.0624014294392	724.026365028099	0	17.0696125787664	0	25.0752771924665	0	0	0	79.1422684426562
Succinivibrio	347.164395086703	28.0496459018421	63.6100274277716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640.600404886854	38.1168541887877	114.34366545567	35.0873689465801	159.187676647355	137.145756433524	100.119303063636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella	242.476640430813	0	296.460536125247	12.0268972142171	738.038413805401	129.248065742224	182.407574211849	247.131548988354	29.0546857142857	0	19.124884895056	0	159.436948716812	90.1804397694847	84.2000216473645	25.0905257936508	215.49815544978	28.0745959386656	208.580406134221	28.0347540707704	0	0	218.508373951558	15.0601992307876	462.74902491081	0	297.240116964367	68.0873901197759	0	0	227.244865891015	0	1000.31486637602	28.0414193889231	59.3154212745158	0	179.352041274253	0	1434.30321833111	168.273594004459	17.0730110775428	441.491899412906	25.0552873496762	27.0641897202138	19.0380459066311	173.447776588499	155.170990734549	0	324.959197084379	46.1148056007411	837.98787546632	381.405351862586	130.152541409966	27.0679414027439	65.199958588458	0	218.707745941824	0	0	0	285.830206378987	103.147420733526	14.0365255149514	93.1780507418845	199.447417501385	44.1182084285657	161.529598471344	0	0	0	110.146045889953	0	0	0	247.109831300621	31.0938009627665	299.614200708334	110.158656522546	146.363772637038	368.367833606728
Terrisporobacter	0	0	19.1591022172972	11.5220225184589	0	0	0	21.1741077156926	0	0	0	0	37.8229560808056	59.1411834722117	0	0	0	0	12.6886974291163	64.6727445417136	0	0	0	0	0	0	0	0	501.152711684918	447.180578437099	871.537513997062	168.289284721144	0	0	0	0	0	0	0	0	0	17.0168643102812	0	0	17.2702855440012	685.122916099761	0	0	0	0	0	0	83.0420256552714	22.9102536841304	0	16.9164688429577	53.4949130364376	0	0	14.1065173925167	0	28.0613044995788	0	0	0	0	0	0	0	38.2405282038017	0	0	0	20.6403987214524	0	0	0	0	0	19.0828599964094
Thermomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1228951997989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicibacter	88.1733430811237	449.796107497397	330.513435545039	173.38776817163	61.0860266304034	31.0596126978785	0	0	158.297942857143	293.615412141797	137.900485822246	318.881990379658	2325.37279684775	1515.02860914617	68.1619222859617	126.45625	135.312802099158	842.237878866315	0	0	0	0	491.143438910096	865.378419418835	0	702.864144756542	0	0	77.0857661283079	88.160735655488	30.0323610170277	0	0	0	0	0	103.297023903395	124.424559952613	0	0	419.795213553699	145.161762158385	171.378165471786	308.732238289846	139.278336054928	277.716801564689	2784.06797405477	823.501093579128	76.2291103037798	166.414378432351	47.0554767528187	139.147915169726	378.450965582353	790.985398769073	86.2645605939598	696.057302097665	398.288876417974	1756.31918151798	0	5216.8042100092	65.1893453145058	266.362426459817	2616.80939073078	696.330306252233	140.316208771903	172.462087493484	1582.18846119277	776.057665887559	505.74001958302	955.950631194706	992.315738682221	487.363267631011	308.932814141789	7854.02721749542	121.546518244547	512.546202966893	0	0	1308.25152923218	1101.9825952999
Tyzzerella	39.0827232767702	381.263764588624	97.1978237110294	127.29982227412	1112.47056972455	665.004867665506	172.385169302081	244.552651673289	896.525712337156	352.518626323519	416.719221956122	381.617020782112	61.7426379001199	153.702361919267	342.826870782254	242.915959705779	1498.56918201766	825.959498474825	217.708230982885	1731.61015725704	0	0	403.808378874708	282.81526115742	131.4970272003	219.269584554655	719.162592034764	476.222411049215	46.0512369078203	33.3784811411495	685.750639823194	66.1492013439846	26.0340406234686	0	19.922752224094	49.4307155110447	192.434321628827	181.663340913263	591.516943472085	501.458346651869	396.233263132013	1025.76389685472	1764.3963230315	327.291146473517	553.801162050097	2135.83320971479	930.829883292213	359.930245264722	755.310860824072	586.254427163039	572.412112411042	1179.18445613444	2184.13873135537	711.607486932319	91.196701471474	391.791256139774	435.063222997115	170.332128143273	400.2433789524	811.077551171975	166.483558803199	1007.32001869196	1566.13903602773	443.648383413568	1216.64784695764	973.321716921219	2031.55694275631	220.896627353213	391.107136097119	247.653778087643	3065.75069015241	818.826948960736	130.166767672296	293.345078093506	295.316054126366	362.092327384548	319.860260422057	6196.92873094764	528.081073248533	292.272267769386
unassigned	42.0827322679719	264.458553152342	409.316858001658	77.796558066787	311.142935874503	294.984329096996	129.733919584781	150.469536692807	102.69793287517	185.662341799835	37.2432126923867	133.603458781455	265.428424011667	548.602742276258	47.8472004903797	64.231746031746	282.365255322987	1157.17272881104	14.1120799068027	145.161366978796	0	0	50.3262335429299	84.3371958546172	32.5439976200924	0	507.575182614777	279.314723700364	0	0	19.4542981736872	0	13.0170203117343	15.0221889583517	195.274442576901	119.374502070758	120.272814918821	149.510807665514	164.960804274872	496.794169025905	29.1289763982478	503.6402479471	136.252067753835	201.477392436309	2267.2824312331	368.059660092825	731.83504053506	153.466112926279	192.547861135088	267.807315557008	300.509958684204	918.394018708533	297.171645826081	583.458147792336	209.622331317775	421.703588249182	143.344841626818	261.17115025729	0	1835.82885384704	61.2890074289431	384.923862704057	76.6831154946669	170.9834140128	107.806940636708	316.794749709709	1427.43641405666	691.402105858411	161.050351440388	307.954434368945	347.35100016897	337.94623747952	399.286719742995	432.763294507472	56.0696603223717	302.875140131353	47.9177189274682	448.655378349368	197.862933080401	680.281853525794
Weissella	0	0	0	0	81.1142321281952	200.384612676433	0	0	0	0	0	0	0	0	0	0	206.477312832789	179.47690517205	0	0	0	0	0	0	0	104.128021136698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0111686420076	0	12.0361753111231	18.0449326010984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
