superkingdom	phylum	class	order	family	genus	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Parvibacter	0	53.7242747725954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6513617153324	62.5601397012576	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	382.080482851551	429.690584016335	195.262840887551	177.11523851249	252.141483373694	237.901023563747	270.657880961598	267.51873187248	198.4496211781	0	0	0	0	0	0	0	180.324422112133	154.904728543838	162.093508029067	216.189343112626	84.0707318088537	270.060743423729	72.0561695752903	138.217307066957	142.054579530947	114.250787662325	228.027064736892
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Asaccharobacter	35.5372518037156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	0	75.084994475008	0	0	0	0	0	42.0854351561998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enterorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	71.3957839140041	123.597977541841	75.3453993617901	186.409576193905	411.036885501993	283.509420006121	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.9497353160554	0	0	0	0	0	0	0	0	0	40.9460574059752
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6355298061848	56.5568403640993	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	816.825509645279	1231.96246591061	784.532850789893	816.321642993744	977.17980161341	936.980616158189	700.403487629139	726.111144126176	631.735947247573	0	0	0	51.2887976474046	92.9149531537642	54.0824874673135	36.0758453648543	113.602681179473	89.4035264904089	1046.03698794135	903.780118569251	748.426117860103	948.303090527706	524.624634204359	690.038264076446	849.941460874307	636.798582198733	1530.82106212301
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	0	0	0	0	0	0	0	0	0	177.297284294812	171.390024810581	150.273320763041	444.788868232548	813.470482448396	399.879733501444	1109.3322779922	2988.10674736686	2290.05189028322	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus	0	0	0	0	0	0	0	0	0	268.922579432174	145.460116824016	163.389843591295	79.7564458915823	194.599836342985	84.9453657558228	70.7299536287807	98.175768625786	110.390982627645	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	14175.9949711584	17108.6003789557	11296.695484384	11568.8878372859	15447.8410294544	15440.2068733675	10543.3689908385	10065.4029851356	8672.84019912962	2868.70583382261	1788.59541691444	2333.91198861614	3569.68657091441	6163.60432253061	4764.874085449	3314.54158225803	7885.20906218132	9318.90820316603	51722.324828411	31560.3929788756	37124.5480352113	74024.4250713214	27805.8875025689	48115.3502174637	43678.6226645411	22754.1377344652	79466.551315992
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	597.604707757306	810.793183407805	468.62949467083	504.359218587294	612.794785907678	570.280507635808	408.789153775826	459.889183464623	408.89095992554	0	0	0	0	0	0	0	0	0	7968.27330626509	4987.30352876976	5635.6346488762	9544.67193943592	3455.65392139668	6079.00400560891	6450.84822906395	3508.35639510365	12143.8749795114
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	66.1695404836292	53.9988172298768	42.0578945082423	51.0216461334723	0	60.05331097087	39.0754338168069	0	0	0	0	0	0	0	0	0	0	0	907.614592436378	582.498917022539	576.569116576742	1051.23276316009	381.228020997153	647.454153518543	723.647165430763	318.418861355976	1224.57137752858
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	missing	Phocaeicola	28240.8611290979	35312.2423925066	21720.9370909318	20986.7966760773	28383.434659876	28412.45821943	19389.6690216423	18994.0634823355	16876.1579629719	445.805543596616	318.162635438647	324.847551609256	632.753184758508	965.171403848502	679.988253745859	473.571595452187	1437.98330748505	1328.93785081034	81639.0443998659	52294.7476293908	61775.2348818756	95457.0171416277	37259.4531227231	65430.0880623408	60788.9729130944	33573.4425080327	117466.901007444
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	0	0	0	0	0	0	0	0	0	0	0	0	0	54.1086011540295	0	0	36.3481570979745	57.8197092504119	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.1398434085271	80.6820168148884	66.1915079567448	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	252.303931246559	324.303894391939	177.23807761995	180.128346711191	306.295256181663	306.17399697198	194.163823767203	207.401004307575	177.386519250908	0	0	0	0	0	0	0	0	0	267.16784118618	201.222773285822	135.113200278478	291.079816345652	114.083870163588	192.092312115351	207.18836738327	135.169527658854	473.427241251697
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	2051.47137968915	2588.3064804252	1574.11445208227	3668.61186995702	4488.71704634828	4994.68744609393	1286.50339820531	1286.48737982745	1298.83010799847	0	0	0	51.093165757639	75.0795351562631	39.0601495232776	0	96.0952927719	99.1109985050706	1029.77354062332	714.910285198642	915.767246394896	1071.29375706596	495.364173078735	831.42747582075	816.730749633476	459.576394040103	1468.43513913779
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Gabonia	30.0615587438203	0	0	30.036085419488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	0	0	0	0	0	0	0	0	0	467.376301019356	322.391714850652	404.089827012986	646.12579498403	1004.24784224758	860.409195426637	541.207491434344	1460.10881298365	1507.61160315929	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	186.224329141965	144.132028467611	231.313766172114	75.0534551515415	162.096580475959	234.128896219697	165.319143071106	51.0987981627359	192.419254595816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	2713.69453632426	3167.89477893401	2475.35136877285	2209.66556115695	2677.58561526852	2731.43462361254	2140.63801902288	1917.70783693092	1737.78657968313	0	0	0	0	30.0318139174096	0	0	36.0353485687251	0	12189.9851602739	7878.79332493696	8608.20946461352	14189.7438108975	5533.14686302529	9634.95322052967	9299.31560157556	4917.16703948142	17840.5942330863
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	33.0398003314566	54.0495000398551	0	0	0	33.0175629539206	0	39.0755515362098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	4830.43958221559	6180.93576017636	3802.79601765338	3674.56511701567	4613.86949190416	4623.24459231237	3332.82845802416	3366.95816510477	3028.34511142419	493.435113342682	327.53413466825	417.776996412614	599.512264232545	1117.18232617571	973.488676566662	565.183904583684	1488.66159574569	1610.03115389637	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	0	0	0	0	0	0	0	0	0	3050.71773033121	2004.42475815332	2342.31805050386	3380.64989750592	5785.72314965668	4995.87232838003	3688.13055425141	8158.47914138314	9416.17517929023	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	unassigned	0	0	0	0	0	0	0	0	0	60.0994182856488	51.0924485622211	54.0984044696508	39.0712360878755	66.1211390544151	66.1017915009313	39.3049707900375	105.594107761841	111.353909766777	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus Melainabacteria	unassigned	Vampirovibrionales	unassigned	Vampirovibrio	2243.52022160485	3003.71252040692	1889.38057258812	3856.37640106258	5167.9017960865	5299.42004248807	1357.61086208902	1277.57191531607	1401.04936183605	120.198836571298	108.195773425002	138.251478091844	150.273985068371	202.471095136532	174.268359411546	135.284423634119	252.329202849884	294.276304408432	276.15824960256	230.724120303161	168.033974513202	651.092558297706	279.205261189833	441.682310459415	111.099358092458	102.128087564467	261.178520631176
Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	0	0	0	42.5676395646799	41.9366718186847	58.439091998388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	Okeania	0	0	0	0	42.0242577609046	48.025398929409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	0	0	0	0	0	0	0	0	0	81.1342146856258	72.1305156172534	45.0820037256014	57.1041142822796	153.162250978789	129.198956115457	63.1327310292554	126.123719990538	168.188361099514	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	881.194852322229	663.609680266281	715.428511066256	378.891594272461	663.46203385314	933.507402759685	655.584080153488	159.203075442716	562.225064525983	441.739761340423	344.418420619665	228.170649057863	707.383231788724	1078.14531991469	222.753884002431	141.297492411827	1265.00890002352	765.954571393021	835.521120887039	427.535740953356	888.781441764105	1083.36070083589	684.772091323969	708.366667476029	732.663501897742	347.731878527593	888.436946371242
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	360.431517858556	237.217250274543	237.318793403386	195.138983418703	269.449408644651	342.182154664292	217.037913149842	87.1683175789618	204.460860804052	144.238600027355	135.204844293281	138.315663508463	252.085145571507	441.834501126526	96.1480399348839	72.1517342969801	516.482016517393	293.984886014286	291.177284283614	168.144974485169	345.289271657855	459.124253347837	297.218681774372	258.373018389175	273.246220305282	152.818288480425	363.175066087914
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	45.1197173973462	0	0	76.9820112720355	88.9689603739271	103.649058299991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	69.0731720100421	0	0	72.0706971374503	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	0	0	0	0	77.2879881926538	64.3863973157915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	328.883857555719	291.219789824994	336.348071049628	276.082724540442	342.210874473268	414.216907351925	291.744832176335	145.229557005459	222.484801870092	219.362884802291	159.312021195714	129.235077599055	300.567728200491	514.18132625694	124.468399876345	87.2470603953462	519.911534723932	322.253532330389	282.227384535025	210.181224369521	391.098838099314	498.526291475779	248.288267465326	345.39710366666	298.476017339505	168.21096775324	393.206892797558
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	1057.54510574888	1416.54007393831	824.357155176123	1784.31045105183	2008.07092989227	2121.73438481292	658.06851313651	642.076962703249	723.412797007777	1151.72073070351	784.142294764329	887.287115717883	810.886951320647	1835.20073213623	984.266856833901	873.064449010093	1889.81816210433	1713.21331124291	1021.0383011406	749.727887479887	695.397995889718	2386.87837896532	1457.13498847619	1420.65281022407	778.575089623251	507.51844293624	1264.90880481315
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	449.676065473088	345.342831400543	376.035831183617	183.130422135718	303.986082106968	452.365621360587	375.959761238497	72.1394797591566	285.626066270945	16165.1730761462	11583.2621138262	10108.3194393169	12043.8994462594	24728.4324860489	12295.8249301114	9068.43660054051	28005.2674477565	19868.081335691	357.70141800355	198.171211575215	405.914758135909	585.158900312886	323.430085135896	328.111638064378	395.451692178315	171.214735040573	486.052704951994
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	2089.0627734105	2689.14229701698	1718.38397498382	3325.62721715041	4260.0547129793	4856.71248739546	1482.23194559643	1356.06668261762	1534.63759900301	68258.3506478388	50162.6494828121	46898.0863864995	53304.4027789	107570.854362732	58111.6174214513	44607.884026702	129510.324252408	99247.0123832498	237.647600950234	139.777948297301	129.10816915453	377.6250123067	144.99616256263	93.0478346456693	114.102043446309	69.0866474700808	250.331266903268
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	483.608655333611	324.297276485984	398.326226584659	246.396005029779	402.389330699749	480.208050476334	333.644506316794	75.1453133618279	267.583054631512	300.496675357392	176.557751940214	174.734430402438	378.22825403777	583.191939614442	137.097203866993	94.9052833150453	654.667094723897	369.401484928677	402.233256906245	165.142404011101	480.402607752538	581.963116370518	381.280476110555	351.180537939123	342.306246897967	159.590131789028	457.476333357794
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	105.103565877013	246.224428617871	111.149302914206	209.13583542162	363.216413345523	351.003605832334	57.1102494245639	126.244089586372	102.222739981361	0	0	0	0	0	0	0	0	0	0	0	0	45.0123427338637	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	2089.59604809055	2129.78996881381	1756.8298786199	2179.55239672032	2968.85982188006	3517.86282885106	1379.74688054295	715.441752750036	1271.77198587747	219819.155402224	166769.570791123	145056.270271193	168405.630402254	344469.635786199	170928.524916526	136627.079249397	407765.78948562	296977.050670519	1178.98256056123	564.474416386614	1065.87868464008	1825.27173991748	1047.77972152732	1124.72334582434	795.7570687368	381.478444726098	1044.08513706073
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	45.2655102222648	46.5108828644685	55.1196632932216	66.4057325828208	75.7786510213582	87.8559042493124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	1119.99825423249	1329.45572677463	1069.77694830236	2218.3857757124	2709.75078358885	2892.77313665844	657.273124518315	643.446588624265	641.681553967104	0	0	0	0	0	0	0	0	0	125.393332484129	81.498649519924	124.196415012434	187.675685040587	84.2185064422004	83.9057085356518	81.9787411515404	55.013042509492	148.969356294487
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	12346.6352147895	15204.2696500442	9953.80492248562	20021.458619606	25896.5203559806	28426.819323813	7064.40554852829	6407.59386802256	7089.98746963924	348.576995821459	186.334949899563	204.446778703011	243.444362830011	402.596160347746	243.536488767282	189.399408169061	481.389923181464	458.070562859351	596.935803940376	463.255328356952	436.388802543522	1132.5304472972	459.709396019892	721.188271039461	404.191548971463	287.400306442033	558.784698668677
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	324.964233776947	500.059614170943	288.441407554395	543.761480693599	806.074471868815	741.175285626253	252.784266074098	191.832826217952	227.967956315523	77.2795387746841	0	66.1362453773289	50.6794559219752	123.453679642439	83.6240939740799	0	126.146922722397	106.549610555703	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Beduini	0	0	0	0	0	0	0	0	0	204.705054875056	117.21490574986	162.602679260163	75.138320072666	194.312566051355	112.190233727455	30.0706159647	99.0412576131919	57.1526281155108	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	1701.25842239928	1837.40900364119	1242.68707062294	2099.2773003847	2810.94055366196	3429.2353198724	827.090461415507	866.609824442872	882.066200173674	1392.58569861369	1001.70555224653	1028.11597015407	1166.48079340675	2237.25747901349	1451.64446031821	1084.91735741021	2514.97390674711	2690.88834237052	466.187063349021	340.748802290634	318.962210564547	1145.71028128476	379.134860270564	714.666868319862	317.855663182533	197.653623527101	498.755566041418
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	60.9309657700043	68.3534791714285	0	47.2483272937278	79.3102627905926	144.947560653429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	86.8994852619726	96.0269501567799	60.0548199203481	141.792806780496	236.393765833641	181.90163303995	38.7636261620302	57.1112501225684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	0	0	0	0	0	0	0	0	0	102.169011085603	57.1033248636589	36.0656029804811	63.1150736804143	114.120892886156	75.1128362858836	63.1327310292554	171.167905701444	123.137965751498	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	5228.32501750757	6404.35949374797	4038.25052043146	8953.80465893891	11481.5496876648	12769.4913156788	3646.2384639082	3282.78567882573	3218.78570862277	5650.59345202345	4260.76817030614	4133.56676667191	4831.2098616658	10364.8749852472	5456.60254123533	4037.06168487128	11783.1784976404	9315.5399447763	1569.08282331681	1302.3681158881	1147.52735439231	5398.26292646081	2662.15504979279	3237.73061884146	2085.41182473448	1497.07689671995	3575.96667544971
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Falcatimonas	1070.45500701475	1380.64490414381	927.078508581958	1725.96296505722	2364.13487110107	2504.25513813081	912.359582457615	943.80980028389	830.534366167212	35.0219338069669	0	35.1240542453163	37.1595853233335	57.6173747722516	50.8374531225351	38.6450982873062	83.7125519879629	69.9263870202573	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	56.2008805086456	60.1948316614797	60.2373732192098	124.762771503219	167.783904893823	144.043659082659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	4291.289164993	5547.45379373463	3518.15966198365	6404.88572521936	8257.74415884068	8875.61049355708	2722.07177310865	2515.91004965733	2648.16261927926	3100.88171024122	2100.43593161748	2452.56453687013	2690.86423607377	5320.40139055101	3481.70298366864	2329.16812408024	6067.02463188658	5497.34255685415	9112.34432912616	5673.29116765987	5603.71900407228	20993.2341463995	7087.97893113146	11418.8284253053	6246.07638020051	3324.4950474959	9075.12804203137
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lactonifactor	88.198636637172	119.352433594182	42.0897111682148	149.682227732313	155.126374935694	207.558056071957	91.6918681208866	52.0283254513959	47.0152168820504	35.4770550636874	33.89996091514	41.1556388521636	0	48.8680206782257	0	0	70.0355488032518	64.7227909800255	234.63107325337	234.810632476229	102.689082932873	444.206219975893	279.045112671228	323.140193563138	197.732950121844	161.227440182637	277.861026440827
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lutispora	264.461454813185	359.197081007612	261.681015747866	446.824283982832	578.614928471177	579.55829180167	215.770613248772	181.363273884904	213.938938625696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oxobacter	85.8377433742573	99.1396875095199	63.9076932421975	122.814030985314	205.442922486178	198.9661823365	57.4018640994617	60.0722448115996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	0	0	0	0	0	53.67114331773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Salimesophilobacter	48.2345205455602	88.6843530634589	86.0074091245884	84.251706055502	88.3172323916682	107.204715778628	56.7689679044933	57.119681434501	47.9302635313696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Youngiibacter	0	83.2113508018034	0	173.149011684454	166.122641278409	165.626429452311	0	0	0	0	40.4272410409464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Acidaminobacter	0	0	0	0	49.3668743298522	66.9334025523854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7360727850852
