sample	time_bin	bases
TOTI_ZYMO_LSK114	39	526285
TOTI_INVITRO_LSK114	40	616735
TOTI_ZYMO_LSK114	40	523454
TOTI_INVITRO_LSK114	41	610420
TOTI_ZYMO_LSK114	41	510744
TOTI_INVITRO_LSK114	42	681724
TOTI_ZYMO_LSK114	42	510440
TOTI_INVITRO_LSK114	43	599994
TOTI_ZYMO_LSK114	43	577879
TOTI_INVITRO_LSK114	44	623152
TOTI_ZYMO_LSK114	44	546082
TOTI_INVITRO_LSK114	45	615738
TOTI_ZYMO_LSK114	45	518358
TOTI_INVITRO_LSK114	46	628210
TOTI_ZYMO_LSK114	46	527089
TOTI_INVITRO_LSK114	47	621493
TOTI_ZYMO_LSK114	47	519474
TOTI_INVITRO_LSK114	48	623737
TOTI_ZYMO_LSK114	48	544875
TOTI_INVITRO_LSK114	49	621388
TOTI_ZYMO_LSK114	49	545124
TOTI_INVITRO_LSK114	50	625546
TOTI_ZYMO_LSK114	50	532875
TOTI_INVITRO_LSK114	51	605922
TOTI_ZYMO_LSK114	51	565612
TOTI_INVITRO_LSK114	52	585431
TOTI_ZYMO_LSK114	52	521482
TOTI_INVITRO_LSK114	53	595602
TOTI_ZYMO_LSK114	53	550939
TOTI_INVITRO_LSK114	54	599678
TOTI_ZYMO_LSK114	54	530052
TOTI_INVITRO_LSK114	55	607628
TOTI_ZYMO_LSK114	55	533273
TOTI_INVITRO_LSK114	56	561849
TOTI_ZYMO_LSK114	56	577588
TOTI_INVITRO_LSK114	57	542433
TOTI_ZYMO_LSK114	57	540967
TOTI_INVITRO_LSK114	58	527118
TOTI_ZYMO_LSK114	58	509131
TOTI_INVITRO_LSK114	59	547031
TOTI_ZYMO_LSK114	59	512003
TOTI_INVITRO_LSK114	60	560607
TOTI_ZYMO_LSK114	60	551033
TOTI_INVITRO_LSK114	61	635268
TOTI_ZYMO_LSK114	61	532150
TOTI_INVITRO_LSK114	62	556190
TOTI_ZYMO_LSK114	62	560003
TOTI_INVITRO_LSK114	63	545870
TOTI_ZYMO_LSK114	63	544641
TOTI_INVITRO_LSK114	64	596201
TOTI_ZYMO_LSK114	64	540322
TOTI_INVITRO_LSK114	65	538400
TOTI_ZYMO_LSK114	65	515364
TOTI_INVITRO_LSK114	66	523149
TOTI_ZYMO_LSK114	66	526910
TOTI_INVITRO_LSK114	67	520290
TOTI_ZYMO_LSK114	67	508045
TOTI_INVITRO_LSK114	68	553823
TOTI_ZYMO_LSK114	68	526341
TOTI_INVITRO_LSK114	69	565220
TOTI_ZYMO_LSK114	69	500379
TOTI_INVITRO_LSK114	70	581539
TOTI_ZYMO_LSK114	70	539796
TOTI_INVITRO_LSK114	71	564921
TOTI_ZYMO_LSK114	71	493412
TOTI_INVITRO_LSK114	72	593804
TOTI_ZYMO_LSK114	72	509538
TOTI_INVITRO_LSK114	73	564353
TOTI_ZYMO_LSK114	73	507034
TOTI_INVITRO_LSK114	74	537842
TOTI_ZYMO_LSK114	74	543444
TOTI_INVITRO_LSK114	75	537000
TOTI_ZYMO_LSK114	75	488525
TOTI_INVITRO_LSK114	76	516858
TOTI_ZYMO_LSK114	76	513354
TOTI_INVITRO_LSK114	77	526422
TOTI_ZYMO_LSK114	77	507686
TOTI_INVITRO_LSK114	78	565559
TOTI_ZYMO_LSK114	78	503493
TOTI_INVITRO_LSK114	79	518968
TOTI_ZYMO_LSK114	79	456739
TOTI_INVITRO_LSK114	80	572766
TOTI_ZYMO_LSK114	80	535289
TOTI_INVITRO_LSK114	81	565975
TOTI_ZYMO_LSK114	81	499242
TOTI_INVITRO_LSK114	82	579080
TOTI_ZYMO_LSK114	82	523611
TOTI_INVITRO_LSK114	83	567867
TOTI_ZYMO_LSK114	83	526429
TOTI_INVITRO_LSK114	84	549442
TOTI_ZYMO_LSK114	84	486089
TOTI_INVITRO_LSK114	85	575579
TOTI_ZYMO_LSK114	85	543883
TOTI_INVITRO_LSK114	86	592346
TOTI_ZYMO_LSK114	86	563023
TOTI_INVITRO_LSK114	87	543659
TOTI_ZYMO_LSK114	87	503692
TOTI_INVITRO_LSK114	88	501671
TOTI_ZYMO_LSK114	88	494379
TOTI_INVITRO_LSK114	89	593869
TOTI_ZYMO_LSK114	89	490008
TOTI_INVITRO_LSK114	90	553018
TOTI_ZYMO_LSK114	90	475990
TOTI_INVITRO_LSK114	91	217041
TOTI_ZYMO_LSK114	91	200856
TOTI_INVITRO_LSK114	93	45877
TOTI_INVITRO_LSK114	94	35579
TOTI_ZYMO_LSK114	94	81592
TOTI_INVITRO_LSK114	95	404614
TOTI_ZYMO_LSK114	95	184022
TOTI_INVITRO_LSK114	96	651382
TOTI_ZYMO_LSK114	96	532734
TOTI_INVITRO_LSK114	97	628954
TOTI_ZYMO_LSK114	97	571967
TOTI_INVITRO_LSK114	98	605477
TOTI_ZYMO_LSK114	98	496786
TOTI_INVITRO_LSK114	99	631592
TOTI_ZYMO_LSK114	99	539733
TOTI_INVITRO_LSK114	100	535516
TOTI_ZYMO_LSK114	100	587476
TOTI_INVITRO_LSK114	101	633668
TOTI_ZYMO_LSK114	101	559353
TOTI_INVITRO_LSK114	102	633335
TOTI_ZYMO_LSK114	102	528646
TOTI_INVITRO_LSK114	103	615595
TOTI_ZYMO_LSK114	103	563167
TOTI_INVITRO_LSK114	104	643130
TOTI_ZYMO_LSK114	104	659730
TOTI_INVITRO_LSK114	105	543362
TOTI_ZYMO_LSK114	105	486027
TOTI_INVITRO_LSK114	106	548954
TOTI_ZYMO_LSK114	106	537447
TOTI_INVITRO_LSK114	107	617983
TOTI_ZYMO_LSK114	107	511951
TOTI_INVITRO_LSK114	108	497762
TOTI_ZYMO_LSK114	108	521272
TOTI_INVITRO_LSK114	109	548626
TOTI_ZYMO_LSK114	109	536973
TOTI_INVITRO_LSK114	110	536262
TOTI_ZYMO_LSK114	110	492317
TOTI_INVITRO_LSK114	111	533840
TOTI_ZYMO_LSK114	111	489399
TOTI_INVITRO_LSK114	112	621474
TOTI_ZYMO_LSK114	112	511924
TOTI_INVITRO_LSK114	113	557357
TOTI_ZYMO_LSK114	113	517700
TOTI_INVITRO_LSK114	114	495409
TOTI_ZYMO_LSK114	114	542939
TOTI_INVITRO_LSK114	115	492139
TOTI_ZYMO_LSK114	115	491777
TOTI_INVITRO_LSK114	116	529318
TOTI_ZYMO_LSK114	116	518711
TOTI_INVITRO_LSK114	117	585803
TOTI_ZYMO_LSK114	117	484380
TOTI_INVITRO_LSK114	118	540135
TOTI_ZYMO_LSK114	118	465849
TOTI_INVITRO_LSK114	119	614720
TOTI_ZYMO_LSK114	119	538872
TOTI_INVITRO_LSK114	120	544188
TOTI_ZYMO_LSK114	120	489505
TOTI_INVITRO_LSK114	121	535558
TOTI_ZYMO_LSK114	121	515631
TOTI_INVITRO_LSK114	122	533857
TOTI_ZYMO_LSK114	122	517851
TOTI_INVITRO_LSK114	123	536368
TOTI_ZYMO_LSK114	123	508890
TOTI_INVITRO_LSK114	124	589240
TOTI_ZYMO_LSK114	124	545051
TOTI_INVITRO_LSK114	125	562376
TOTI_ZYMO_LSK114	125	536332
TOTI_INVITRO_LSK114	126	558302
TOTI_ZYMO_LSK114	126	526788
TOTI_INVITRO_LSK114	127	561901
TOTI_ZYMO_LSK114	127	505019
TOTI_INVITRO_LSK114	128	570647
TOTI_ZYMO_LSK114	128	543030
TOTI_INVITRO_LSK114	129	525733
TOTI_ZYMO_LSK114	129	496230
TOTI_INVITRO_LSK114	130	524682
TOTI_ZYMO_LSK114	130	543460
TOTI_INVITRO_LSK114	131	529404
TOTI_ZYMO_LSK114	131	520626
TOTI_INVITRO_LSK114	132	556896
TOTI_ZYMO_LSK114	132	567757
TOTI_INVITRO_LSK114	133	563167
TOTI_ZYMO_LSK114	133	589735
TOTI_INVITRO_LSK114	134	594947
TOTI_ZYMO_LSK114	134	497114
TOTI_INVITRO_LSK114	135	582460
TOTI_ZYMO_LSK114	135	514253
TOTI_INVITRO_LSK114	136	568864
TOTI_ZYMO_LSK114	136	538222
TOTI_INVITRO_LSK114	137	513978
TOTI_ZYMO_LSK114	137	514296
TOTI_INVITRO_LSK114	138	512936
TOTI_ZYMO_LSK114	138	546986
TOTI_INVITRO_LSK114	139	561269
TOTI_ZYMO_LSK114	139	520682
TOTI_INVITRO_LSK114	140	528500
TOTI_ZYMO_LSK114	140	471918
TOTI_INVITRO_LSK114	141	561048
TOTI_ZYMO_LSK114	141	474197
TOTI_INVITRO_LSK114	142	584416
TOTI_ZYMO_LSK114	142	461663
TOTI_INVITRO_LSK114	143	546202
TOTI_ZYMO_LSK114	143	483117
TOTI_INVITRO_LSK114	144	528670
TOTI_ZYMO_LSK114	144	479478
TOTI_INVITRO_LSK114	145	535364
TOTI_ZYMO_LSK114	145	485309
TOTI_INVITRO_LSK114	146	528213
TOTI_ZYMO_LSK114	146	492018
TOTI_INVITRO_LSK114	147	542789
TOTI_ZYMO_LSK114	147	514557
TOTI_INVITRO_LSK114	148	493739
TOTI_ZYMO_LSK114	148	461694
TOTI_INVITRO_LSK114	149	453810
TOTI_ZYMO_LSK114	149	501162
TOTI_INVITRO_LSK114	150	426413
TOTI_ZYMO_LSK114	150	445838
TOTI_INVITRO_LSK114	151	541014
TOTI_ZYMO_LSK114	151	478538
TOTI_INVITRO_LSK114	152	533915
TOTI_ZYMO_LSK114	152	463784
TOTI_INVITRO_LSK114	153	453492
TOTI_ZYMO_LSK114	153	465101
TOTI_INVITRO_LSK114	154	534009
TOTI_ZYMO_LSK114	154	469024
TOTI_INVITRO_LSK114	155	555447
TOTI_ZYMO_LSK114	155	461927
TOTI_INVITRO_LSK114	156	509737
TOTI_ZYMO_LSK114	156	452655
TOTI_INVITRO_LSK114	157	518076
TOTI_ZYMO_LSK114	157	422269
TOTI_INVITRO_LSK114	158	567100
TOTI_ZYMO_LSK114	158	441832
TOTI_INVITRO_LSK114	159	532103
TOTI_ZYMO_LSK114	159	458424
TOTI_INVITRO_LSK114	160	534181
TOTI_ZYMO_LSK114	160	441449
TOTI_INVITRO_LSK114	161	492173
TOTI_ZYMO_LSK114	161	474443
TOTI_INVITRO_LSK114	162	541041
TOTI_ZYMO_LSK114	162	468900
TOTI_INVITRO_LSK114	163	487189
TOTI_ZYMO_LSK114	163	442391
TOTI_INVITRO_LSK114	164	502037
TOTI_ZYMO_LSK114	164	445977
TOTI_INVITRO_LSK114	165	485464
TOTI_ZYMO_LSK114	165	536380
TOTI_INVITRO_LSK114	166	481069
TOTI_ZYMO_LSK114	166	435984
TOTI_INVITRO_LSK114	167	532311
TOTI_ZYMO_LSK114	167	407447
TOTI_INVITRO_LSK114	168	446953
TOTI_ZYMO_LSK114	168	483881
TOTI_INVITRO_LSK114	169	488665
TOTI_ZYMO_LSK114	169	443912
TOTI_INVITRO_LSK114	170	478342
TOTI_ZYMO_LSK114	170	453656
TOTI_INVITRO_LSK114	171	487406
TOTI_ZYMO_LSK114	171	444742
TOTI_INVITRO_LSK114	172	490224
TOTI_ZYMO_LSK114	172	439914
TOTI_INVITRO_LSK114	173	518647
TOTI_ZYMO_LSK114	173	492821
TOTI_INVITRO_LSK114	174	448486
TOTI_ZYMO_LSK114	174	444710
TOTI_INVITRO_LSK114	175	459028
TOTI_ZYMO_LSK114	175	456883
TOTI_INVITRO_LSK114	176	472598
TOTI_ZYMO_LSK114	176	405388
TOTI_INVITRO_LSK114	177	473744
TOTI_ZYMO_LSK114	177	472363
TOTI_INVITRO_LSK114	178	443991
TOTI_ZYMO_LSK114	178	407791
TOTI_INVITRO_LSK114	179	447185
TOTI_ZYMO_LSK114	179	460470
TOTI_INVITRO_LSK114	180	407705
TOTI_ZYMO_LSK114	180	415935
TOTI_INVITRO_LSK114	181	424538
TOTI_ZYMO_LSK114	181	387590
TOTI_INVITRO_LSK114	182	424554
TOTI_ZYMO_LSK114	182	457138
TOTI_INVITRO_LSK114	183	438620
TOTI_ZYMO_LSK114	183	446332
TOTI_INVITRO_LSK114	184	370530
TOTI_ZYMO_LSK114	184	452081
TOTI_INVITRO_LSK114	185	113319
TOTI_ZYMO_LSK114	185	298457
TOTI_INVITRO_LSK114	188	52604
TOTI_ZYMO_LSK114	188	67479
TOTI_INVITRO_LSK114	189	54496
TOTI_ZYMO_LSK114	189	6414
TOTI_INVITRO_LSK114	190	440807
TOTI_ZYMO_LSK114	190	394182
TOTI_INVITRO_LSK114	191	420924
TOTI_ZYMO_LSK114	191	561961
TOTI_INVITRO_LSK114	192	392851
TOTI_ZYMO_LSK114	192	505520
TOTI_INVITRO_LSK114	193	476630
TOTI_ZYMO_LSK114	193	432152
TOTI_INVITRO_LSK114	194	420402
TOTI_ZYMO_LSK114	194	448356
TOTI_INVITRO_LSK114	195	396813
TOTI_ZYMO_LSK114	195	453761
TOTI_INVITRO_LSK114	196	433444
TOTI_ZYMO_LSK114	196	505534
TOTI_INVITRO_LSK114	197	406336
TOTI_ZYMO_LSK114	197	537041
TOTI_INVITRO_LSK114	198	448666
TOTI_ZYMO_LSK114	198	591572
TOTI_INVITRO_LSK114	199	393739
TOTI_ZYMO_LSK114	199	486453
TOTI_INVITRO_LSK114	200	449434
TOTI_ZYMO_LSK114	200	445137
TOTI_INVITRO_LSK114	201	443505
TOTI_ZYMO_LSK114	201	483883
TOTI_INVITRO_LSK114	202	380856
TOTI_ZYMO_LSK114	202	477010
TOTI_INVITRO_LSK114	203	496079
TOTI_ZYMO_LSK114	203	436622
TOTI_INVITRO_LSK114	204	370503
TOTI_ZYMO_LSK114	204	438840
TOTI_INVITRO_LSK114	205	396692
TOTI_ZYMO_LSK114	205	442773
TOTI_INVITRO_LSK114	206	430215
TOTI_ZYMO_LSK114	206	441859
TOTI_INVITRO_LSK114	207	417963
TOTI_ZYMO_LSK114	207	446833
TOTI_INVITRO_LSK114	208	403730
TOTI_ZYMO_LSK114	208	409732
TOTI_INVITRO_LSK114	209	368238
TOTI_ZYMO_LSK114	209	437654
TOTI_INVITRO_LSK114	210	390961
TOTI_ZYMO_LSK114	210	439410
TOTI_INVITRO_LSK114	211	386067
TOTI_ZYMO_LSK114	211	408244
TOTI_INVITRO_LSK114	212	441691
TOTI_ZYMO_LSK114	212	424709
TOTI_INVITRO_LSK114	213	472494
TOTI_ZYMO_LSK114	213	438499
TOTI_INVITRO_LSK114	214	363278
TOTI_ZYMO_LSK114	214	421222
TOTI_INVITRO_LSK114	215	441707
TOTI_ZYMO_LSK114	215	395626
TOTI_INVITRO_LSK114	216	374498
TOTI_ZYMO_LSK114	216	421979
TOTI_INVITRO_LSK114	217	337901
TOTI_ZYMO_LSK114	217	418831
TOTI_INVITRO_LSK114	218	336045
TOTI_ZYMO_LSK114	218	428368
TOTI_INVITRO_LSK114	219	333274
TOTI_ZYMO_LSK114	219	397137
TOTI_INVITRO_LSK114	220	396173
TOTI_ZYMO_LSK114	220	447168
TOTI_INVITRO_LSK114	221	448594
TOTI_ZYMO_LSK114	221	433186
TOTI_INVITRO_LSK114	222	393763
TOTI_ZYMO_LSK114	222	422645
TOTI_INVITRO_LSK114	223	387154
TOTI_ZYMO_LSK114	223	395561
TOTI_INVITRO_LSK114	224	375876
TOTI_ZYMO_LSK114	224	392843
TOTI_INVITRO_LSK114	225	384107
TOTI_ZYMO_LSK114	225	386083
TOTI_INVITRO_LSK114	226	365871
TOTI_ZYMO_LSK114	226	403129
TOTI_INVITRO_LSK114	227	326920
TOTI_ZYMO_LSK114	227	410157
TOTI_INVITRO_LSK114	228	410055
TOTI_ZYMO_LSK114	228	426557
TOTI_INVITRO_LSK114	229	415682
TOTI_ZYMO_LSK114	229	377635
TOTI_INVITRO_LSK114	230	373433
TOTI_ZYMO_LSK114	230	389078
TOTI_INVITRO_LSK114	231	411079
TOTI_ZYMO_LSK114	231	406512
TOTI_INVITRO_LSK114	232	401582
TOTI_ZYMO_LSK114	232	412344
TOTI_INVITRO_LSK114	233	414579
TOTI_ZYMO_LSK114	233	427703
TOTI_INVITRO_LSK114	234	426676
TOTI_ZYMO_LSK114	234	409250
TOTI_INVITRO_LSK114	235	369346
TOTI_ZYMO_LSK114	235	427773
TOTI_INVITRO_LSK114	236	414750
TOTI_ZYMO_LSK114	236	452654
TOTI_INVITRO_LSK114	237	333426
TOTI_ZYMO_LSK114	237	410016
TOTI_INVITRO_LSK114	238	401489
TOTI_ZYMO_LSK114	238	454966
TOTI_INVITRO_LSK114	239	364725
TOTI_ZYMO_LSK114	239	439023
TOTI_INVITRO_LSK114	240	366576
TOTI_ZYMO_LSK114	240	457295
TOTI_INVITRO_LSK114	241	365294
TOTI_ZYMO_LSK114	241	414370
TOTI_INVITRO_LSK114	242	367239
TOTI_ZYMO_LSK114	242	444841
TOTI_INVITRO_LSK114	243	369594
TOTI_ZYMO_LSK114	243	458404
TOTI_INVITRO_LSK114	244	354326
TOTI_ZYMO_LSK114	244	455327
TOTI_INVITRO_LSK114	245	425976
TOTI_ZYMO_LSK114	245	421998
TOTI_INVITRO_LSK114	246	402856
TOTI_ZYMO_LSK114	246	432121
TOTI_INVITRO_LSK114	247	408784
TOTI_ZYMO_LSK114	247	450910
TOTI_INVITRO_LSK114	248	357379
TOTI_ZYMO_LSK114	248	439580
TOTI_INVITRO_LSK114	249	383219
TOTI_ZYMO_LSK114	249	456157
TOTI_INVITRO_LSK114	250	413234
TOTI_ZYMO_LSK114	250	386689
TOTI_INVITRO_LSK114	251	401304
TOTI_ZYMO_LSK114	251	415711
TOTI_INVITRO_LSK114	252	350892
TOTI_ZYMO_LSK114	252	423963
TOTI_INVITRO_LSK114	253	375481
TOTI_ZYMO_LSK114	253	402756
TOTI_INVITRO_LSK114	254	360443
TOTI_ZYMO_LSK114	254	400823
TOTI_INVITRO_LSK114	255	382478
TOTI_ZYMO_LSK114	255	400319
TOTI_INVITRO_LSK114	256	383751
TOTI_ZYMO_LSK114	256	429142
TOTI_INVITRO_LSK114	257	383001
TOTI_ZYMO_LSK114	257	400724
TOTI_INVITRO_LSK114	258	396724
TOTI_ZYMO_LSK114	258	372602
TOTI_INVITRO_LSK114	259	376763
TOTI_ZYMO_LSK114	259	402714
TOTI_INVITRO_LSK114	260	452588
TOTI_ZYMO_LSK114	260	398877
TOTI_INVITRO_LSK114	261	358822
TOTI_ZYMO_LSK114	261	417379
TOTI_INVITRO_LSK114	262	319229
TOTI_ZYMO_LSK114	262	352628
TOTI_INVITRO_LSK114	263	356965
TOTI_ZYMO_LSK114	263	364357
TOTI_INVITRO_LSK114	264	363290
TOTI_ZYMO_LSK114	264	373835
TOTI_INVITRO_LSK114	265	351175
TOTI_ZYMO_LSK114	265	352587
TOTI_INVITRO_LSK114	266	365987
TOTI_ZYMO_LSK114	266	422961
TOTI_INVITRO_LSK114	267	371403
TOTI_ZYMO_LSK114	267	332925
TOTI_INVITRO_LSK114	268	416695
TOTI_ZYMO_LSK114	268	386914
TOTI_INVITRO_LSK114	269	347516
TOTI_ZYMO_LSK114	269	328563
TOTI_INVITRO_LSK114	270	360078
TOTI_ZYMO_LSK114	270	361813
TOTI_INVITRO_LSK114	271	327391
TOTI_ZYMO_LSK114	271	351520
TOTI_INVITRO_LSK114	272	355439
TOTI_ZYMO_LSK114	272	328612
TOTI_INVITRO_LSK114	273	406294
TOTI_ZYMO_LSK114	273	340215
TOTI_INVITRO_LSK114	274	370068
TOTI_ZYMO_LSK114	274	361123
TOTI_INVITRO_LSK114	275	375044
TOTI_ZYMO_LSK114	275	320516
TOTI_INVITRO_LSK114	276	409639
TOTI_ZYMO_LSK114	276	367905
TOTI_INVITRO_LSK114	277	386517
TOTI_ZYMO_LSK114	277	378989
TOTI_INVITRO_LSK114	278	365902
TOTI_ZYMO_LSK114	278	386970
TOTI_INVITRO_LSK114	279	306243
TOTI_ZYMO_LSK114	279	381384
TOTI_ZYMO_LSK114	280	81436
TOTI_INVITRO_LSK114	282	55189
TOTI_INVITRO_LSK114	283	7650
TOTI_ZYMO_LSK114	283	50191
TOTI_INVITRO_LSK114	284	345795
TOTI_ZYMO_LSK114	284	143295
TOTI_INVITRO_LSK114	285	308892
TOTI_ZYMO_LSK114	285	372767
TOTI_INVITRO_LSK114	286	338702
TOTI_ZYMO_LSK114	286	390692
TOTI_INVITRO_LSK114	287	365742
TOTI_ZYMO_LSK114	287	385981
TOTI_INVITRO_LSK114	288	362126
TOTI_ZYMO_LSK114	288	453581
TOTI_INVITRO_LSK114	289	287339
TOTI_ZYMO_LSK114	289	348550
TOTI_INVITRO_LSK114	290	394952
TOTI_ZYMO_LSK114	290	351814
TOTI_INVITRO_LSK114	291	350474
TOTI_ZYMO_LSK114	291	341400
TOTI_INVITRO_LSK114	292	330709
TOTI_ZYMO_LSK114	292	355771
TOTI_INVITRO_LSK114	293	353019
TOTI_ZYMO_LSK114	293	385118
TOTI_INVITRO_LSK114	294	344135
TOTI_ZYMO_LSK114	294	381355
TOTI_INVITRO_LSK114	295	330856
TOTI_ZYMO_LSK114	295	358813
TOTI_INVITRO_LSK114	296	373987
TOTI_ZYMO_LSK114	296	390418
TOTI_INVITRO_LSK114	297	328552
TOTI_ZYMO_LSK114	297	388286
TOTI_INVITRO_LSK114	298	316813
TOTI_ZYMO_LSK114	298	376336
TOTI_INVITRO_LSK114	299	364921
TOTI_ZYMO_LSK114	299	375161
TOTI_INVITRO_LSK114	300	301552
TOTI_ZYMO_LSK114	300	378543
TOTI_INVITRO_LSK114	301	324203
TOTI_ZYMO_LSK114	301	373428
TOTI_INVITRO_LSK114	302	350209
TOTI_ZYMO_LSK114	302	414142
TOTI_INVITRO_LSK114	303	334176
TOTI_ZYMO_LSK114	303	394975
TOTI_INVITRO_LSK114	304	385390
TOTI_ZYMO_LSK114	304	379426
TOTI_INVITRO_LSK114	305	328864
TOTI_ZYMO_LSK114	305	386803
TOTI_INVITRO_LSK114	306	375360
TOTI_ZYMO_LSK114	306	368314
TOTI_INVITRO_LSK114	307	350913
TOTI_ZYMO_LSK114	307	370195
TOTI_INVITRO_LSK114	308	385737
TOTI_ZYMO_LSK114	308	397290
TOTI_INVITRO_LSK114	309	358271
TOTI_ZYMO_LSK114	309	333860
TOTI_INVITRO_LSK114	310	366554
TOTI_ZYMO_LSK114	310	340379
TOTI_INVITRO_LSK114	311	378918
TOTI_ZYMO_LSK114	311	357798
TOTI_INVITRO_LSK114	312	395316
TOTI_ZYMO_LSK114	312	328387
TOTI_INVITRO_LSK114	313	369509
TOTI_ZYMO_LSK114	313	370912
TOTI_INVITRO_LSK114	314	314079
TOTI_ZYMO_LSK114	314	355939
TOTI_INVITRO_LSK114	315	353293
TOTI_ZYMO_LSK114	315	387590
TOTI_INVITRO_LSK114	316	352444
TOTI_ZYMO_LSK114	316	353831
TOTI_INVITRO_LSK114	317	344026
TOTI_ZYMO_LSK114	317	375783
TOTI_INVITRO_LSK114	318	315104
TOTI_ZYMO_LSK114	318	364509
TOTI_INVITRO_LSK114	319	325751
TOTI_ZYMO_LSK114	319	361344
TOTI_INVITRO_LSK114	320	329167
TOTI_ZYMO_LSK114	320	402779
TOTI_INVITRO_LSK114	321	339608
TOTI_ZYMO_LSK114	321	334426
TOTI_INVITRO_LSK114	322	370472
TOTI_ZYMO_LSK114	322	366216
TOTI_INVITRO_LSK114	323	328352
TOTI_ZYMO_LSK114	323	380949
TOTI_INVITRO_LSK114	324	376720
TOTI_ZYMO_LSK114	324	388969
TOTI_INVITRO_LSK114	325	349960
TOTI_ZYMO_LSK114	325	358620
TOTI_INVITRO_LSK114	326	347887
TOTI_ZYMO_LSK114	326	362875
TOTI_INVITRO_LSK114	327	376731
TOTI_ZYMO_LSK114	327	385025
TOTI_INVITRO_LSK114	328	396083
TOTI_ZYMO_LSK114	328	367201
TOTI_INVITRO_LSK114	329	344395
TOTI_ZYMO_LSK114	329	347070
TOTI_INVITRO_LSK114	330	364480
TOTI_ZYMO_LSK114	330	346974
TOTI_INVITRO_LSK114	331	359788
TOTI_ZYMO_LSK114	331	340610
TOTI_INVITRO_LSK114	332	301993
TOTI_ZYMO_LSK114	332	325527
TOTI_INVITRO_LSK114	333	362396
TOTI_ZYMO_LSK114	333	316134
TOTI_INVITRO_LSK114	334	327746
TOTI_ZYMO_LSK114	334	346292
TOTI_INVITRO_LSK114	335	313343
TOTI_ZYMO_LSK114	335	290659
TOTI_INVITRO_LSK114	336	329892
TOTI_ZYMO_LSK114	336	305206
TOTI_INVITRO_LSK114	337	358050
TOTI_ZYMO_LSK114	337	313196
