superkingdom,phylum,genus,species,count,lineage
Archaea,Euryarchaeota,Methanobrevibacter,Methanobrevibacter smithii,9367,k__Archaea;p__Euryarchaeota;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Dorea,Dorea longicatena,20332,k__Bacteria;p__Firmicutes;g__Dorea;s__Dorea longicatena;x__unknown;y__unknown;z__Dorea longicatena DSM 13814
Bacteria,Firmicutes,Dorea,Dorea longicatena,5125,k__Bacteria;p__Firmicutes;g__Dorea;s__Dorea longicatena;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Dorea,uncultured Dorea sp.,1162,k__Bacteria;p__Firmicutes;g__Dorea;s__uncultured Dorea sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Dorea,unknown_Dorea,2820,k__Bacteria;p__Firmicutes;g__Dorea;s__unknown;x__unknown;y__unknown;z__AF36-15AT
Bacteria,Firmicutes,Dorea,unknown_Dorea,745,k__Bacteria;p__Firmicutes;g__Dorea;s__unknown;x__unknown;y__unknown;z__AM10-31
Bacteria,Firmicutes,Dysosmobacter,Dysosmobacter welbionis,7559,k__Bacteria;p__Firmicutes;g__Dysosmobacter;s__Dysosmobacter welbionis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Eisenbergiella,Eisenbergiella massiliensis,3558,k__Bacteria;p__Firmicutes;g__Eisenbergiella;s__Eisenbergiella massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Eisenbergiella,Eisenbergiella tayi,1177,k__Bacteria;p__Firmicutes;g__Eisenbergiella;s__Eisenbergiella tayi;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Erysipelatoclostridium,[Clostridium] innocuum,468,k__Bacteria;p__Firmicutes;g__Erysipelatoclostridium;s__[Clostridium] innocuum;x__unknown;y__unknown;z__[Clostridium] innocuum 2959
Bacteria,Firmicutes,Erysipelatoclostridium,[Clostridium] spiroforme,455,k__Bacteria;p__Firmicutes;g__Erysipelatoclostridium;s__[Clostridium] spiroforme;x__unknown;y__unknown;z__[Clostridium] spiroforme DSM 1552
Bacteria,Firmicutes,Eubacterium,[Eubacterium] eligens,8563,k__Bacteria;p__Firmicutes;g__Eubacterium;s__[Eubacterium] eligens;x__unknown;y__unknown;z__[Eubacterium] eligens ATCC 27750
Bacteria,Firmicutes,Eubacterium,[Eubacterium] eligens,31317,k__Bacteria;p__Firmicutes;g__Eubacterium;s__[Eubacterium] eligens;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Eubacterium,Eubacterium ramulus,9340,k__Bacteria;p__Firmicutes;g__Eubacterium;s__Eubacterium ramulus;x__unknown;y__unknown;z__Eubacterium ramulus ATCC 29099
Bacteria,Firmicutes,Eubacterium,uncultured Eubacterium sp.,21956,k__Bacteria;p__Firmicutes;g__Eubacterium;s__uncultured Eubacterium sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Eubacterium,unknown_Eubacterium,1811,k__Bacteria;p__Firmicutes;g__Eubacterium;s__unknown;x__unknown;y__unknown;z__AF19-12LB
Bacteria,Firmicutes,Eubacterium,unknown_Eubacterium,3321,k__Bacteria;p__Firmicutes;g__Eubacterium;s__unknown;x__unknown;y__unknown;z__AF22-9
Bacteria,Firmicutes,Eubacterium,unknown_Eubacterium,8272,k__Bacteria;p__Firmicutes;g__Eubacterium;s__unknown;x__unknown;y__unknown;z__AM49-13BH
Bacteria,Firmicutes,Eubacterium,unknown_Eubacterium,3326,k__Bacteria;p__Firmicutes;g__Eubacterium;s__unknown;x__unknown;y__unknown;z__CAG:38
Bacteria,Firmicutes,Evtepia,Evtepia gabavorous,2330,k__Bacteria;p__Firmicutes;g__Evtepia;s__Evtepia gabavorous;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Faecalibacterium,Faecalibacterium prausnitzii,54281,k__Bacteria;p__Firmicutes;g__Faecalibacterium;s__Faecalibacterium prausnitzii;x__unknown;y__unknown;z__Faecalibacterium prausnitzii A2-165
Bacteria,Firmicutes,Faecalibacterium,Faecalibacterium prausnitzii,6436,k__Bacteria;p__Firmicutes;g__Faecalibacterium;s__Faecalibacterium prausnitzii;x__unknown;y__unknown;z__Faecalibacterium prausnitzii M21/2
Bacteria,Firmicutes,Faecalibacterium,Faecalibacterium prausnitzii,150766,k__Bacteria;p__Firmicutes;g__Faecalibacterium;s__Faecalibacterium prausnitzii;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Faecalibacterium,uncultured Faecalibacterium sp.,61120,k__Bacteria;p__Firmicutes;g__Faecalibacterium;s__uncultured Faecalibacterium sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Faecalicatena,Faecalicatena contorta,744,k__Bacteria;p__Firmicutes;g__Faecalicatena;s__Faecalicatena contorta;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Flavonifractor,uncultured Flavonifractor sp.,1807,k__Bacteria;p__Firmicutes;g__Flavonifractor;s__uncultured Flavonifractor sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Flavonifractor,unknown_Flavonifractor,627,k__Bacteria;p__Firmicutes;g__Flavonifractor;s__unknown;x__unknown;y__unknown;z__An100
Bacteria,Firmicutes,Frisingicoccus,Frisingicoccus caecimuris,1000,k__Bacteria;p__Firmicutes;g__Frisingicoccus;s__Frisingicoccus caecimuris;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Fusicatenibacter,Fusicatenibacter saccharivorans,90044,k__Bacteria;p__Firmicutes;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Gemmiger,Gemmiger formicilis,24380,k__Bacteria;p__Firmicutes;g__Gemmiger;s__Gemmiger formicilis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Holdemania,Holdemania filiformis,1653,k__Bacteria;p__Firmicutes;g__Holdemania;s__Holdemania filiformis;x__unknown;y__unknown;z__Holdemania filiformis DSM 12042
Bacteria,Firmicutes,Hungatella,Hungatella hathewayi,400,k__Bacteria;p__Firmicutes;g__Hungatella;s__Hungatella hathewayi;x__unknown;y__unknown;z__Hungatella hathewayi DSM 13479
Bacteria,Firmicutes,Intestinimonas,Intestinimonas butyriciproducens,637,k__Bacteria;p__Firmicutes;g__Intestinimonas;s__Intestinimonas butyriciproducens;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Intestinimonas,Intestinimonas massiliensis,1957,k__Bacteria;p__Firmicutes;g__Intestinimonas;s__Intestinimonas massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Lachnobacterium,uncultured Lachnobacterium sp.,22255,k__Bacteria;p__Firmicutes;g__Lachnobacterium;s__uncultured Lachnobacterium sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Lachnoclostridium,[Clostridium] bolteae,1578,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__[Clostridium] bolteae;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Lachnoclostridium,[Clostridium] citroniae,503,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__[Clostridium] citroniae;x__unknown;y__unknown;z__[Clostridium] citroniae WAL-17108
Bacteria,Firmicutes,Lachnoclostridium,[Clostridium] clostridioforme,564,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__[Clostridium] clostridioforme;x__unknown;y__unknown;z__[Clostridium] clostridioforme AGR2157
Bacteria,Firmicutes,Lachnoclostridium,[Clostridium] lavalense,1197,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__[Clostridium] lavalense;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Lachnoclostridium,[Clostridium] symbiosum,1024,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__[Clostridium] symbiosum;x__unknown;y__unknown;z__[Clostridium] symbiosum WAL-14163
Bacteria,Firmicutes,Lachnoclostridium,unknown_Lachnoclostridium,836,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__unknown;x__unknown;y__unknown;z__An138
Bacteria,Firmicutes,Lachnoclostridium,unknown_Lachnoclostridium,9386,k__Bacteria;p__Firmicutes;g__Lachnoclostridium;s__unknown;x__unknown;y__unknown;z__SNUG30386
Bacteria,Firmicutes,Lachnotalea,unknown_Lachnotalea,700,k__Bacteria;p__Firmicutes;g__Lachnotalea;s__unknown;x__unknown;y__unknown;z__AF33-28
Bacteria,Firmicutes,Lactobacillus,Lactobacillus paracasei,236,k__Bacteria;p__Firmicutes;g__Lactobacillus;s__Lactobacillus paracasei;x__unknown;y__unknown;z__Lactobacillus paracasei ATCC 334
Bacteria,Firmicutes,Lactobacillus,Lactobacillus rogosae,3544,k__Bacteria;p__Firmicutes;g__Lactobacillus;s__Lactobacillus rogosae;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Lactococcus,Lactococcus lactis,757,k__Bacteria;p__Firmicutes;g__Lactococcus;s__Lactococcus lactis;x__Lactococcus lactis subsp. lactis;y__unknown;z__unknown
Bacteria,Firmicutes,Lawsonibacter,Lawsonibacter asaccharolyticus,5532,k__Bacteria;p__Firmicutes;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Longibaculum,Longibaculum muris,352,k__Bacteria;p__Firmicutes;g__Longibaculum;s__Longibaculum muris;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Marvinbryantia,Marvinbryantia formatexigens,558,k__Bacteria;p__Firmicutes;g__Marvinbryantia;s__Marvinbryantia formatexigens;x__unknown;y__unknown;z__Marvinbryantia formatexigens DSM 14469
Bacteria,Firmicutes,Marvinbryantia,uncultured Marvinbryantia sp.,4005,k__Bacteria;p__Firmicutes;g__Marvinbryantia;s__uncultured Marvinbryantia sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Massilioclostridium,Massilioclostridium coli,421,k__Bacteria;p__Firmicutes;g__Massilioclostridium;s__Massilioclostridium coli;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Mediterraneibacter,Mediterraneibacter butyricigenes,1325,k__Bacteria;p__Firmicutes;g__Mediterraneibacter;s__Mediterraneibacter butyricigenes;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Mediterraneibacter,Mediterraneibacter massiliensis,570,k__Bacteria;p__Firmicutes;g__Mediterraneibacter;s__Mediterraneibacter massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Megamonas,Megamonas funiformis,17917,k__Bacteria;p__Firmicutes;g__Megamonas;s__Megamonas funiformis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Megamonas,Megamonas rupellensis,3700,k__Bacteria;p__Firmicutes;g__Megamonas;s__Megamonas rupellensis;x__unknown;y__unknown;z__Megamonas rupellensis DSM 19944
Bacteria,Firmicutes,Merdibacter,Merdibacter massiliensis,752,k__Bacteria;p__Firmicutes;g__Merdibacter;s__Merdibacter massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Monoglobus,Monoglobus pectinilyticus,4819,k__Bacteria;p__Firmicutes;g__Monoglobus;s__Monoglobus pectinilyticus;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Mordavella,unknown_Mordavella,598,k__Bacteria;p__Firmicutes;g__Mordavella;s__unknown;x__unknown;y__unknown;z__Marseille-P3756
Bacteria,Firmicutes,Negativibacillus,Negativibacillus massiliensis,2466,k__Bacteria;p__Firmicutes;g__Negativibacillus;s__Negativibacillus massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Neglecta,Neglecta timonensis,2328,k__Bacteria;p__Firmicutes;g__Neglecta;s__Neglecta timonensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Oscillibacter,Oscillibacter sp.,9571,k__Bacteria;p__Firmicutes;g__Oscillibacter;s__Oscillibacter sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Oscillibacter,uncultured Oscillibacter sp.,10984,k__Bacteria;p__Firmicutes;g__Oscillibacter;s__uncultured Oscillibacter sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Oscillibacter,unknown_Oscillibacter,3519,k__Bacteria;p__Firmicutes;g__Oscillibacter;s__unknown;x__unknown;y__unknown;z__57_20
Bacteria,Firmicutes,Oscillibacter,unknown_Oscillibacter,4041,k__Bacteria;p__Firmicutes;g__Oscillibacter;s__unknown;x__unknown;y__unknown;z__CAG:241
Bacteria,Firmicutes,Oscillibacter,unknown_Oscillibacter,3611,k__Bacteria;p__Firmicutes;g__Oscillibacter;s__unknown;x__unknown;y__unknown;z__CAG:241_62_21
Bacteria,Firmicutes,Oscillibacter,unknown_Oscillibacter,12579,k__Bacteria;p__Firmicutes;g__Oscillibacter;s__unknown;x__unknown;y__unknown;z__ER4
Bacteria,Firmicutes,Phascolarctobacterium,Phascolarctobacterium faecium,4278,k__Bacteria;p__Firmicutes;g__Phascolarctobacterium;s__Phascolarctobacterium faecium;x__unknown;y__unknown;z__Phascolarctobacterium faecium DSM 14760
Bacteria,Firmicutes,Phascolarctobacterium,Phascolarctobacterium succinatutens,5353,k__Bacteria;p__Firmicutes;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens;x__unknown;y__unknown;z__Phascolarctobacterium succinatutens YIT 12067
Bacteria,Firmicutes,Phocea,Phocea massiliensis,350,k__Bacteria;p__Firmicutes;g__Phocea;s__Phocea massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Pseudoflavonifractor,Pseudoflavonifractor capillosus,1528,k__Bacteria;p__Firmicutes;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus;x__unknown;y__unknown;z__Pseudoflavonifractor capillosus ATCC 29799
Bacteria,Firmicutes,Pseudoflavonifractor,unknown_Pseudoflavonifractor,549,k__Bacteria;p__Firmicutes;g__Pseudoflavonifractor;s__unknown;x__unknown;y__unknown;z__AF19-9AC
Bacteria,Firmicutes,Pseudoflavonifractor,unknown_Pseudoflavonifractor,677,k__Bacteria;p__Firmicutes;g__Pseudoflavonifractor;s__unknown;x__unknown;y__unknown;z__Marseille-P3106
Bacteria,Firmicutes,Pseudoruminoccoccus,Pseudoruminoccoccus massiliensis,20679,k__Bacteria;p__Firmicutes;g__Pseudoruminoccoccus;s__Pseudoruminoccoccus massiliensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Romboutsia,Romboutsia timonensis,2105,k__Bacteria;p__Firmicutes;g__Romboutsia;s__Romboutsia timonensis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Roseburia,Roseburia faecis,39511,k__Bacteria;p__Firmicutes;g__Roseburia;s__Roseburia faecis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Roseburia,Roseburia hominis,13385,k__Bacteria;p__Firmicutes;g__Roseburia;s__Roseburia hominis;x__unknown;y__unknown;z__Roseburia hominis OB EAV1 11 DCM
Bacteria,Firmicutes,Roseburia,Roseburia hominis,4214,k__Bacteria;p__Firmicutes;g__Roseburia;s__Roseburia hominis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Roseburia,Roseburia intestinalis,22131,k__Bacteria;p__Firmicutes;g__Roseburia;s__Roseburia intestinalis;x__unknown;y__unknown;z__Roseburia intestinalis L1-82
Bacteria,Firmicutes,Roseburia,Roseburia inulinivorans,5350,k__Bacteria;p__Firmicutes;g__Roseburia;s__Roseburia inulinivorans;x__unknown;y__unknown;z__Roseburia inulinivorans DSM 16841
Bacteria,Firmicutes,Roseburia,uncultured Roseburia sp.,16830,k__Bacteria;p__Firmicutes;g__Roseburia;s__uncultured Roseburia sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Roseburia,unknown_Roseburia,1951,k__Bacteria;p__Firmicutes;g__Roseburia;s__unknown;x__unknown;y__unknown;z__AM23-20
Bacteria,Firmicutes,Roseburia,unknown_Roseburia,11243,k__Bacteria;p__Firmicutes;g__Roseburia;s__unknown;x__unknown;y__unknown;z__CAG:10041_57
Bacteria,Firmicutes,Roseburia,unknown_Roseburia,1348,k__Bacteria;p__Firmicutes;g__Roseburia;s__unknown;x__unknown;y__unknown;z__CAG:182
Bacteria,Firmicutes,Ruminococcus,Ruminococcus bicirculans,34392,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__Ruminococcus bicirculans;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Ruminococcus,Ruminococcus bromii,105369,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__Ruminococcus bromii;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Ruminococcus,Ruminococcus faecis,9023,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__Ruminococcus faecis;x__unknown;y__unknown;z__Ruminococcus faecis JCM 15917
Bacteria,Firmicutes,Ruminococcus,Ruminococcus faecis,4943,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__Ruminococcus faecis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Ruminococcus,Ruminococcus lactaris,2228,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__Ruminococcus lactaris;x__unknown;y__unknown;z__Ruminococcus lactaris CC59_002D
Bacteria,Firmicutes,Ruminococcus,uncultured Ruminococcus sp.,58306,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__uncultured Ruminococcus sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,1943,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AF21-42
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,4699,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AF31-8BH
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,2113,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AF41-9
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,3944,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AF46-10NS
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,3285,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AM22-13
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,20384,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AM40-10AC
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,55624,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__AM42-11
Bacteria,Firmicutes,Ruminococcus,unknown_Ruminococcus,6262,k__Bacteria;p__Firmicutes;g__Ruminococcus;s__unknown;x__unknown;y__unknown;z__JC304
Bacteria,Firmicutes,Ruthenibacterium,Ruthenibacterium lactatiformans,6124,k__Bacteria;p__Firmicutes;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Solobacterium,uncultured Solobacterium sp.,3409,k__Bacteria;p__Firmicutes;g__Solobacterium;s__uncultured Solobacterium sp.;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Staphylococcus,unknown_Staphylococcus,255,k__Bacteria;p__Firmicutes;g__Staphylococcus;s__unknown;x__unknown;y__unknown;z__CAG:324
Bacteria,Firmicutes,Streptococcus,Streptococcus thermophilus,1239,k__Bacteria;p__Firmicutes;g__Streptococcus;s__Streptococcus thermophilus;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Subdoligranulum,Subdoligranulum variabile,1651,k__Bacteria;p__Firmicutes;g__Subdoligranulum;s__Subdoligranulum variabile;x__unknown;y__unknown;z__Subdoligranulum variabile DSM 15176
Bacteria,Firmicutes,Subdoligranulum,Subdoligranulum variabile,487,k__Bacteria;p__Firmicutes;g__Subdoligranulum;s__Subdoligranulum variabile;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Subdoligranulum,unknown_Subdoligranulum,81311,k__Bacteria;p__Firmicutes;g__Subdoligranulum;s__unknown;x__unknown;y__unknown;z__APC924/74
Bacteria,Firmicutes,Subdoligranulum,unknown_Subdoligranulum,4865,k__Bacteria;p__Firmicutes;g__Subdoligranulum;s__unknown;x__unknown;y__unknown;z__CAG:314
Bacteria,Firmicutes,Turicibacter,Turicibacter sanguinis,550,k__Bacteria;p__Firmicutes;g__Turicibacter;s__Turicibacter sanguinis;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,Tyzzerella,Tyzzerella nexilis,6448,k__Bacteria;p__Firmicutes;g__Tyzzerella;s__Tyzzerella nexilis;x__unknown;y__unknown;z__Tyzzerella nexilis DSM 1787
Bacteria,Firmicutes,unknown_Firmicutes,[Bacteroides] pectinophilus,859,k__Bacteria;p__Firmicutes;g__unknown;s__[Bacteroides] pectinophilus;x__unknown;y__unknown;z__[Bacteroides] pectinophilus ATCC 43243
Bacteria,Firmicutes,unknown_Firmicutes,[Clostridium] leptum,2755,k__Bacteria;p__Firmicutes;g__unknown;s__[Clostridium] leptum;x__unknown;y__unknown;z__[Clostridium] leptum DSM 753
Bacteria,Firmicutes,unknown_Firmicutes,[Eubacterium] rectale,31402,k__Bacteria;p__Firmicutes;g__unknown;s__[Eubacterium] rectale;x__unknown;y__unknown;z__[Eubacterium] rectale ATCC 33656
Bacteria,Firmicutes,unknown_Firmicutes,[Eubacterium] rectale,39636,k__Bacteria;p__Firmicutes;g__unknown;s__[Eubacterium] rectale;x__unknown;y__unknown;z__[Eubacterium] rectale M104/1
Bacteria,Firmicutes,unknown_Firmicutes,[Eubacterium] siraeum,122963,k__Bacteria;p__Firmicutes;g__unknown;s__[Eubacterium] siraeum;x__unknown;y__unknown;z__[Eubacterium] siraeum DSM 15702
Bacteria,Firmicutes,unknown_Firmicutes,[Eubacterium] siraeum,22207,k__Bacteria;p__Firmicutes;g__unknown;s__[Eubacterium] siraeum;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridia bacterium UC5.1-1D4,1049,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridia bacterium UC5.1-1D4;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridia bacterium UC5.1-1E11,429,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridia bacterium UC5.1-1E11;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiaceae bacterium AM27-36LB,3445,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiaceae bacterium AM27-36LB;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiaceae bacterium OM08-6BH,3168,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiaceae bacterium OM08-6BH;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiales bacterium CCNA10,3628,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiales bacterium CCNA10;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiales bacterium UBA1390,671,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiales bacterium UBA1390;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiales bacterium UBA4696,4039,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiales bacterium UBA4696;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiales bacterium VE202-03,4937,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiales bacterium VE202-03;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Clostridiales bacterium,26871,k__Bacteria;p__Firmicutes;g__unknown;s__Clostridiales bacterium;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium AF25-13AC,44890,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium AF25-13AC;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium AM31-12AC,1034,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium AM31-12AC;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium AM55-24TS,31791,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium AM55-24TS;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:103,2650,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:103;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:124,23326,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:124;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:170,996,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:170;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:176,2128,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:176;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:194,24994,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:194;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:24053_14,946,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:24053_14;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:424,654,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:424;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:83,6676,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:83;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:94,855,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:94;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium CAG:95,539,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium CAG:95;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium OM08-11AC,4585,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium OM08-11AC;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Firmicutes bacterium TM09-10,13231,k__Bacteria;p__Firmicutes;g__unknown;s__Firmicutes bacterium TM09-10;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Lachnospiraceae bacterium AM48-27BH,6352,k__Bacteria;p__Firmicutes;g__unknown;s__Lachnospiraceae bacterium AM48-27BH;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Lachnospiraceae bacterium GAM79,15775,k__Bacteria;p__Firmicutes;g__unknown;s__Lachnospiraceae bacterium GAM79;x__unknown;y__unknown;z__unknown
Bacteria,Firmicutes,unknown_Firmicutes,Lachnospiraceae bacterium OF09-33XD,673,k__Bacteria;p__Firmicutes;g__unknown;s__Lachnospiraceae bacterium OF09-33XD;x__unknown;y__unknown;z__unknown
