run_accession	study_accession	sample_accession	secondary_sample_accession	experiment_accession	tax_id	scientific_name	instrument_platform	read_count	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title	bam_ftp
ERR13927335	PRJEB82097	SAMEA116348968	ERS21409645	ERX13329210	9615	Canis lupus familiaris	OXFORD_NANOPORE	40409	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210401_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/035/ERR13927335/ERR13927335.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927335/SRTP_A_F3_210401_ZHMW.fastq.gz		Canfam_SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/035/ERR13927335/ERR13927335.bam
ERR13927447	PRJEB82097	SAMEA116348949	ERS21409626	ERX13329322	9615	Canis lupus familiaris	OXFORD_NANOPORE	100863	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210704_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/047/ERR13927447/ERR13927447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927447/SRTP_A_M2_210704_ZMB.fastq.gz		Canfam_SRTP_A_M2_210704_ZMB	SRTP_A_M2_210704_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/047/ERR13927447/ERR13927447.bam
ERR13927337	PRJEB82097	SAMEA116348969	ERS21409646	ERX13329212	9615	Canis lupus familiaris	OXFORD_NANOPORE	42105	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210401_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/037/ERR13927337/ERR13927337.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927337/SRTP_A_F3_210401_ZMB.fastq.gz		Canfam_SRTP_A_F3_210401_ZMB	SRTP_A_F3_210401_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/037/ERR13927337/ERR13927337.bam
ERR13927342	PRJEB82097	SAMEA116348972	ERS21409649	ERX13329217	9615	Canis lupus familiaris	OXFORD_NANOPORE	244659	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210426_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/042/ERR13927342/ERR13927342.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927342/SRTP_A_F3_210426_ZMB.fastq.gz		Canfam_SRTP_A_F3_210426_ZMB	SRTP_A_F3_210426_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/042/ERR13927342/ERR13927342.bam
ERR13927467	PRJEB82097	SAMEA116348952	ERS21409629	ERX13329342	9615	Canis lupus familiaris	OXFORD_NANOPORE	57102	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210803_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/067/ERR13927467/ERR13927467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927467/SRTP_A_M2_210803_ZMB.fastq.gz		Canfam_SRTP_A_M2_210803_ZMB	SRTP_A_M2_210803_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/067/ERR13927467/ERR13927467.bam
ERR13927346	PRJEB82097	SAMEA116348973	ERS21409650	ERX13329221	9615	Canis lupus familiaris	OXFORD_NANOPORE	132552	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210704_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/046/ERR13927346/ERR13927346.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927346/SRTP_A_F3_210704_ZHMW.fastq.gz		Canfam_SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/046/ERR13927346/ERR13927346.bam
ERR13927493	PRJEB82097	SAMEA116348957	ERS21409634	ERX13329368	9615	Canis lupus familiaris	OXFORD_NANOPORE	362252	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_211027_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/093/ERR13927493/ERR13927493.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927493/SRTP_A_M2_211027_ZMB.fastq.gz		Canfam_SRTP_A_M2_211027_ZMB	SRTP_A_M2_211027_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/093/ERR13927493/ERR13927493.bam
ERR13927494	PRJEB82097	SAMEA116348958	ERS21409635	ERX13329369	9615	Canis lupus familiaris	OXFORD_NANOPORE	67395	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_211203_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/094/ERR13927494/ERR13927494.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927494/SRTP_A_M2_211203_ZHMW.fastq.gz		Canfam_SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/094/ERR13927494/ERR13927494.bam
ERR13927348	PRJEB82097	SAMEA116348974	ERS21409651	ERX13329223	9615	Canis lupus familiaris	OXFORD_NANOPORE	116984	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210704_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/048/ERR13927348/ERR13927348.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927348/SRTP_A_F3_210704_ZMB.fastq.gz		Canfam_SRTP_A_F3_210704_ZMB	SRTP_A_F3_210704_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/048/ERR13927348/ERR13927348.bam
ERR13927495	PRJEB82097	SAMEA116348959	ERS21409636	ERX13329370	9615	Canis lupus familiaris	OXFORD_NANOPORE	50053	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_211203_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/095/ERR13927495/ERR13927495.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927495/SRTP_A_M2_211203_ZMB.fastq.gz		Canfam_SRTP_A_M2_211203_ZMB	SRTP_A_M2_211203_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/095/ERR13927495/ERR13927495.bam
ERR13927500	PRJEB82097	SAMEA116348985	ERS21409662	ERX13329375	9615	Canis lupus familiaris	OXFORD_NANOPORE	319892	MinION sequencing: Raw reads: Canfam_SRTP_A_M3_210213_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR13927500/ERR13927500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927500/SRTP_A_M3_210213_ZMB.fastq.gz		Canfam_SRTP_A_M3_210213_ZMB	SRTP_A_M3_210213_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR13927500/ERR13927500.bam
ERR13927355	PRJEB82097	SAMEA116348976	ERS21409653	ERX13329230	9615	Canis lupus familiaris	OXFORD_NANOPORE	111529	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210803_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/055/ERR13927355/ERR13927355.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927355/SRTP_A_F3_210803_ZHMW.fastq.gz		Canfam_SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/055/ERR13927355/ERR13927355.bam
ERR13927501	PRJEB82097	SAMEA116348986	ERS21409663	ERX13329376	9615	Canis lupus familiaris	OXFORD_NANOPORE	379450	MinION sequencing: Raw reads: Canfam_SRTP_A_M3_210223_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/001/ERR13927501/ERR13927501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927501/SRTP_A_M3_210223_ZMB.fastq.gz		Canfam_SRTP_A_M3_210223_ZMB	SRTP_A_M3_210223_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/001/ERR13927501/ERR13927501.bam
ERR13927502	PRJEB82097	SAMEA116348987	ERS21409664	ERX13329377	9615	Canis lupus familiaris	OXFORD_NANOPORE	156597	MinION sequencing: Raw reads: Canfam_SRTP_A_M3_210414_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR13927502/ERR13927502.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927502/SRTP_A_M3_210414_ZHMW.fastq.gz		Canfam_SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR13927502/ERR13927502.bam
ERR13927357	PRJEB82097	SAMEA116348977	ERS21409654	ERX13329232	9615	Canis lupus familiaris	OXFORD_NANOPORE	63691	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_210803_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/057/ERR13927357/ERR13927357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927357/SRTP_A_F3_210803_ZMB.fastq.gz		Canfam_SRTP_A_F3_210803_ZMB	SRTP_A_F3_210803_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/057/ERR13927357/ERR13927357.bam
ERR13927505	PRJEB82097	SAMEA116348990	ERS21409667	ERX13329380	9615	Canis lupus familiaris	OXFORD_NANOPORE	50090	MinION sequencing: Raw reads: Canfam_SRTP_A_M3_210903_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR13927505/ERR13927505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927505/SRTP_A_M3_210903_ZMB.fastq.gz		Canfam_SRTP_A_M3_210903_ZMB	SRTP_A_M3_210903_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/005/ERR13927505/ERR13927505.bam
ERR13927361	PRJEB82097	SAMEA116348978	ERS21409655	ERX13329236	9615	Canis lupus familiaris	OXFORD_NANOPORE	112393	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_211003_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/061/ERR13927361/ERR13927361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927361/SRTP_A_F3_211003_ZHMW.fastq.gz		Canfam_SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/061/ERR13927361/ERR13927361.bam
ERR13927569	PRJEB82097	SAMEA116348924	ERS21409601	ERX13329444	9615	Canis lupus familiaris	OXFORD_NANOPORE	426356	MinION sequencing: Raw reads: Canfam_SRTP_A_M4_210214_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/069/ERR13927569/ERR13927569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927569/SRTP_A_M4_210214_ZMB.fastq.gz		Canfam_SRTP_A_M4_210214_ZMB	SRTP_A_M4_210214_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/069/ERR13927569/ERR13927569.bam
ERR13927362	PRJEB82097	SAMEA116348979	ERS21409656	ERX13329237	9615	Canis lupus familiaris	OXFORD_NANOPORE	60656	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_211003_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/062/ERR13927362/ERR13927362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927362/SRTP_A_F3_211003_ZMB.fastq.gz		Canfam_SRTP_A_F3_211003_ZMB	SRTP_A_F3_211003_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/062/ERR13927362/ERR13927362.bam
ERR13927590	PRJEB82097	SAMEA116348935	ERS21409612	ERX13329465	9615	Canis lupus familiaris	OXFORD_NANOPORE	375467	MinION sequencing: Raw reads: Canfam_SRTP_A_M4_211013_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/090/ERR13927590/ERR13927590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927590/SRTP_A_M4_211013_ZMB.fastq.gz		Canfam_SRTP_A_M4_211013_ZMB	SRTP_A_M4_211013_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/090/ERR13927590/ERR13927590.bam
ERR13927365	PRJEB82097	SAMEA116348980	ERS21409657	ERX13329240	9615	Canis lupus familiaris	OXFORD_NANOPORE	328063	MinION sequencing: Raw reads: Canfam_SRTP_A_F3_211013_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/065/ERR13927365/ERR13927365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927365/SRTP_A_F3_211013_ZMB.fastq.gz		Canfam_SRTP_A_F3_211013_ZMB	SRTP_A_F3_211013_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/065/ERR13927365/ERR13927365.bam
ERR13927380	PRJEB82097	SAMEA116348996	ERS21409673	ERX13329255	9615	Canis lupus familiaris	OXFORD_NANOPORE	431800	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210224_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/080/ERR13927380/ERR13927380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927380/SRTP_A_F4_210224_ZMB.fastq.gz		Canfam_SRTP_A_F4_210224_ZMB	SRTP_A_F4_210224_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/080/ERR13927380/ERR13927380.bam
ERR13927381	PRJEB82097	SAMEA116348997	ERS21409674	ERX13329256	9615	Canis lupus familiaris	OXFORD_NANOPORE	32963	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210317_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/081/ERR13927381/ERR13927381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927381/SRTP_A_F4_210317_ZHMW.fastq.gz		Canfam_SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/081/ERR13927381/ERR13927381.bam
ERR13927382	PRJEB82097	SAMEA116348998	ERS21409675	ERX13329257	9615	Canis lupus familiaris	OXFORD_NANOPORE	41814	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/082/ERR13927382/ERR13927382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927382/SRTP_A_F4_210317_ZMB.fastq.gz		Canfam_SRTP_A_F4_210317_ZMB	SRTP_A_F4_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/082/ERR13927382/ERR13927382.bam
ERR13927383	PRJEB82097	SAMEA116348999	ERS21409676	ERX13329258	9615	Canis lupus familiaris	OXFORD_NANOPORE	44552	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210330_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/083/ERR13927383/ERR13927383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927383/SRTP_A_F4_210330_ZHMW.fastq.gz		Canfam_SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/083/ERR13927383/ERR13927383.bam
ERR13927388	PRJEB82097	SAMEA116349001	ERS21409678	ERX13329263	9615	Canis lupus familiaris	OXFORD_NANOPORE	163624	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210413_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/088/ERR13927388/ERR13927388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927388/SRTP_A_F4_210413_ZHMW.fastq.gz		Canfam_SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/088/ERR13927388/ERR13927388.bam
ERR13927397	PRJEB82097	SAMEA116349005	ERS21409682	ERX13329272	9615	Canis lupus familiaris	OXFORD_NANOPORE	428279	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210729_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/097/ERR13927397/ERR13927397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927397/SRTP_A_F4_210729_ZMB.fastq.gz		Canfam_SRTP_A_F4_210729_ZMB	SRTP_A_F4_210729_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/097/ERR13927397/ERR13927397.bam
ERR13927401	PRJEB82097	SAMEA116349006	ERS21409683	ERX13329276	9615	Canis lupus familiaris	OXFORD_NANOPORE	419415	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_210831_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/001/ERR13927401/ERR13927401.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927401/SRTP_A_F4_210831_ZMB.fastq.gz		Canfam_SRTP_A_F4_210831_ZMB	SRTP_A_F4_210831_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/001/ERR13927401/ERR13927401.bam
ERR13927404	PRJEB82097	SAMEA116349008	ERS21409685	ERX13329279	9615	Canis lupus familiaris	OXFORD_NANOPORE	372477	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_211013_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR13927404/ERR13927404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927404/SRTP_A_F4_211013_ZMB.fastq.gz		Canfam_SRTP_A_F4_211013_ZMB	SRTP_A_F4_211013_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR13927404/ERR13927404.bam
ERR13927406	PRJEB82097	SAMEA116349010	ERS21409687	ERX13329281	9615	Canis lupus familiaris	OXFORD_NANOPORE	69401	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_211203_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR13927406/ERR13927406.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927406/SRTP_A_F4_211203_ZHMW.fastq.gz		Canfam_SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR13927406/ERR13927406.bam
ERR13927407	PRJEB82097	SAMEA116349011	ERS21409688	ERX13329282	9615	Canis lupus familiaris	OXFORD_NANOPORE	51059	MinION sequencing: Raw reads: Canfam_SRTP_A_F4_211203_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR13927407/ERR13927407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927407/SRTP_A_F4_211203_ZMB.fastq.gz		Canfam_SRTP_A_F4_211203_ZMB	SRTP_A_F4_211203_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR13927407/ERR13927407.bam
ERR13927413	PRJEB82097	SAMEA116348872	ERS21409549	ERX13329288	9615	Canis lupus familiaris	OXFORD_NANOPORE	60579	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210317_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/013/ERR13927413/ERR13927413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927413/SRTP_A_M1_210317_ZHMW.fastq.gz		Canfam_SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/013/ERR13927413/ERR13927413.bam
ERR13927414	PRJEB82097	SAMEA116348873	ERS21409550	ERX13329289	9615	Canis lupus familiaris	OXFORD_NANOPORE	103129	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/014/ERR13927414/ERR13927414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927414/SRTP_A_M1_210317_ZMB.fastq.gz		Canfam_SRTP_A_M1_210317_ZMB	SRTP_A_M1_210317_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/014/ERR13927414/ERR13927414.bam
ERR13927415	PRJEB82097	SAMEA116348874	ERS21409551	ERX13329290	9615	Canis lupus familiaris	OXFORD_NANOPORE	175244	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210412_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/015/ERR13927415/ERR13927415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927415/SRTP_A_M1_210412_ZHMW.fastq.gz		Canfam_SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/015/ERR13927415/ERR13927415.bam
ERR13927416	PRJEB82097	SAMEA116348875	ERS21409552	ERX13329291	9615	Canis lupus familiaris	OXFORD_NANOPORE	51410	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210412_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/016/ERR13927416/ERR13927416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927416/SRTP_A_M1_210412_ZMB.fastq.gz		Canfam_SRTP_A_M1_210412_ZMB	SRTP_A_M1_210412_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/016/ERR13927416/ERR13927416.bam
ERR13927418	PRJEB82097	SAMEA116348876	ERS21409553	ERX13329293	9615	Canis lupus familiaris	OXFORD_NANOPORE	77937	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210415_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/018/ERR13927418/ERR13927418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927418/SRTP_A_M1_210415_ZHMW.fastq.gz		Canfam_SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/018/ERR13927418/ERR13927418.bam
ERR13927420	PRJEB82097	SAMEA116348878	ERS21409555	ERX13329295	9615	Canis lupus familiaris	OXFORD_NANOPORE	92530	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210705_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/020/ERR13927420/ERR13927420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927420/SRTP_A_M1_210705_ZHMW.fastq.gz		Canfam_SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/020/ERR13927420/ERR13927420.bam
ERR13927422	PRJEB82097	SAMEA116348880	ERS21409557	ERX13329297	9615	Canis lupus familiaris	OXFORD_NANOPORE	300405	MinION sequencing: Raw reads: Canfam_SRTP_A_M1_210829_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/022/ERR13927422/ERR13927422.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927422/SRTP_A_M1_210829_ZMB.fastq.gz		Canfam_SRTP_A_M1_210829_ZMB	SRTP_A_M1_210829_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/022/ERR13927422/ERR13927422.bam
ERR13927432	PRJEB82097	SAMEA116348939	ERS21409616	ERX13329307	9615	Canis lupus familiaris	OXFORD_NANOPORE	304572	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210221_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/032/ERR13927432/ERR13927432.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927432/SRTP_A_M2_210221_ZMB.fastq.gz		Canfam_SRTP_A_M2_210221_ZMB	SRTP_A_M2_210221_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/032/ERR13927432/ERR13927432.bam
ERR13927441	PRJEB82097	SAMEA116348944	ERS21409621	ERX13329316	9615	Canis lupus familiaris	OXFORD_NANOPORE	46080	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210330_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/041/ERR13927441/ERR13927441.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927441/SRTP_A_M2_210330_ZHMW.fastq.gz		Canfam_SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/041/ERR13927441/ERR13927441.bam
ERR13927445	PRJEB82097	SAMEA116348948	ERS21409625	ERX13329320	9615	Canis lupus familiaris	OXFORD_NANOPORE	40675	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210704_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/045/ERR13927445/ERR13927445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927445/SRTP_A_M2_210704_ZHMW.fastq.gz		Canfam_SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/045/ERR13927445/ERR13927445.bam
ERR13927465	PRJEB82097	SAMEA116348950	ERS21409627	ERX13329340	9615	Canis lupus familiaris	OXFORD_NANOPORE	287720	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210729_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/065/ERR13927465/ERR13927465.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927465/SRTP_A_M2_210729_ZMB.fastq.gz		Canfam_SRTP_A_M2_210729_ZMB	SRTP_A_M2_210729_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/065/ERR13927465/ERR13927465.bam
ERR13927469	PRJEB82097	SAMEA116348954	ERS21409631	ERX13329344	9615	Canis lupus familiaris	OXFORD_NANOPORE	478522	MinION sequencing: Raw reads: Canfam_SRTP_A_M2_210915_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/069/ERR13927469/ERR13927469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927469/SRTP_A_M2_210915_ZMB.fastq.gz		Canfam_SRTP_A_M2_210915_ZMB	SRTP_A_M2_210915_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/069/ERR13927469/ERR13927469.bam
ERR13927504	PRJEB82097	SAMEA116348989	ERS21409666	ERX13329379	9615	Canis lupus familiaris	OXFORD_NANOPORE	24404	MinION sequencing: Raw reads: Canfam_SRTP_A_M3_210903_ZHMW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR13927504/ERR13927504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927504/SRTP_A_M3_210903_ZHMW.fastq.gz		Canfam_SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZHMW	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR13927504/ERR13927504.bam
ERR13927507	PRJEB82097	SAMEA116348991	ERS21409668	ERX13329382	9615	Canis lupus familiaris	OXFORD_NANOPORE	404068	MinION sequencing: Raw reads: Canfam_SRTP_A_M3_210928_ZMB	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR13927507/ERR13927507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR13927507/SRTP_A_M3_210928_ZMB.fastq.gz		Canfam_SRTP_A_M3_210928_ZMB	SRTP_A_M3_210928_ZMB	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR13927507/ERR13927507.bam
