species	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18
Anaerobium acetethylicum	26.7002308200749	19.2978954558754	22.4144899415378	19.9585122085506	30.1909423196947	24.1228406449989	17.0152915287532	33.5349677158804	31.2958505171942
Anaerobutyricum hallii	366.177173027508	255.168449006521	297.280548182967	409.224529118554	752.594845134578	468.874429180699	305.554169330965	763.921048760785	792.725997658248
Anaerocolumna aminovalerica	43.5984079736489	27.8603748065115	25.9258930084458	36.6125347787603	61.9998761684004	45.5345773051927	29.2418264817763	88.6466543349156	89.245298934185
Anaerocolumna cellulosilytica	0	0	0	0	11.3272995473809	0	0	14.0333767335579	0
Anaerofilum agile	61.8987150621852	45.5001069731364	62.339986491458	53.9234610153114	102.082178323389	70.3581416411552	26.898115148145	113.267214220097	123.288539341633
Anaerofilum pentosovorans	16.6242373384532	0	0	0	12.8730540178418	11.2407530055076	12.4542861916282	13.4753505885905	33.0197129228213
Anaerofustis stercorihominis	0	0	0	0	22.0233302061004	0	0	30.0294571406043	20.0224239404183
Anaeromassilibacillus senegalensis	31.2329391553595	22.743584699611	21.5279501022769	34.6700888581865	32.2712970848015	26.5776411072006	26.8295199250828	40.6288503889476	47.309216690626
Anaeroplasma abactoclasticum	80.807170540848	45.8067857444224	58.1162296368151	27.4437086319756	61.8395133884004	38.4285464217653	18.0378742169652	53.0520409513631	42.331606279831
Anaeroplasma varium	32.380060366489	18.6426271134238	20.0259101542272	13.6314034475527	23.3026183205713	13.6516540229576	0	0	16.7390561965822
Anaerorhabdus furcosa	89.6408598107248	48.4867056080053	54.4632811970983	26.5854819638608	64.8666121143284	28.3151219186076	23.5766512095936	32.7252562085953	36.7969942092151
Anaerostipes hadrus	22.0739067486468	24.0529485555575	23.254508658078	31.1812197264028	42.626265438282	18.7237221686815	10.5450921958344	52.4677812637559	44.8829852334631
Anaerotaenia torta	157.87102562828	103.243761208791	145.660395126201	169.870912913771	287.100906929425	186.627744466792	133.824262089288	332.027833736672	311.037274764137
Anaerotignum aminivorans	117.445664745714	75.3113834152425	79.9843673816648	107.731157448446	157.471071931209	116.177931392284	76.5054569539061	216.528004126555	204.43857697415
Anaerotignum faecicola	76.0765090383392	60.1768008099495	84.5969178891406	80.5721380330802	137.19312893732	94.5178201649592	71.510134641048	141.706396321497	172.227193352118
Anaerotignum lactatifermentans	1072.54376214192	606.039404348836	830.700041428236	882.791650227561	1542.9187015973	1070.79699373477	714.800982098691	1799.03501846167	1886.17401487077
Anaerotruncus colihominis	45.7254949427753	51.2107093577248	50.3700421966735	41.1512076272457	93.3993700386317	76.9321828289311	56.2700226382507	124.727166869342	122.209312418123
Anaerotruncus rubiinfantis	79.5777023493243	60.432160611106	69.7048797096481	47.9302676772564	91.8106890258687	47.2802946116551	36.0699032074	90.3599353504825	96.0577007844105
Anaerovibrio lipolyticus	17.0281685142672	0	0	0	22.1000779068288	18.0277613184358	0	30.0294576654694	23.4539108578492
Atopobiaceae bacterium	0	0	0	0	18.0190883504457	0	0	12.0149658423907	0
Azospirillum fermentarium	0	0	0	0	0	0	0	0	22.7736467780039
Azospirillum halopraeferens	32.4961198879709	0	28.0528023302293	0	0	0	0	30.4989794482895	27.9801716200073
Azospirillum lipoferum	0	0	0	0	0	0	0	24.0147411572676	25.9609290858659
Azospirillum sp. TSH58	33.6290853295367	33.0633111925178	0	48.0876751850776	61.5336841110084	56.3754273581835	40.0847096709284	39.4243971007528	62.7468782061821
Azospirillum thiophilum	0	0	0	0	0	0	0	13.166939057109	17.1177765091553
Bacillus megaterium	0	0	0	0	17.1894424654436	0	0	18.0176742843626	0
Bacillus subtilis	147.246587113474	114.806140206555	76.0568830192878	235.794410596241	342.192330839454	74.2512946674771	47.0991641372755	403.65195905681	255.31819046434
Bacteroidales bacterium CF	20.0331394285496	17.030816187407	18.0328014898836	13.0237453626252	22.040379684805	22.0339305003104	13.1016569300125	35.1980359206135	37.1179699222591
Bacteroides acidifaciens	0	0	0	0	0	0	0	0	13.9360753145861
Bacteroides caecigallinarum	0	0	0	0	16.7332468809533	0	0	0	21.3000796278407
Bacteroides caecimuris	0	0	0	0	0	0	0	0	12.6563906572921
Bacteroides clarus	0	0	0	0	19.3899148551154	11.7731103342433	0	16.1963285930161	14.5698826915122
Bacteroides eggerthii	94.5502945667078	63.901066911996	66.8709522766936	98.6114315966314	164.705369645034	111.809247481792	93.919417237711	220.640949558996	201.020147400791
Bacteroides fragilis	56.4436659253157	33.2189161669795	47.0868438822418	75.7928836013743	122.086160426139	41.962694727939	26.2839504144995	135.548153622561	109.553781690652
Bacteroides gallinarum	0	0	0	0	0	0	0	0	15.0693279479545
Bacteroides helcogenes	0	0	0	0	0	0	0	0	15.4599250473352
Bacteroides mediterraneensis	334.968980549164	231.516685705963	275.247919408984	459.892670359616	806.735758431512	652.441469128136	466.113804141008	1025.75621482817	1260.78557139681
Bacteroides ovatus	13.1043265168697	0	0	12.1268322065927	23.6581191992944	0	0	20.442787218818	18.3987618147094
Bacteroides rodentium	14.5528622128171	0	21.0636073803084	37.828623815189	34.7106808994644	28.2873457702571	17.1593444325718	61.9794009428427	40.0555205343045
Bacteroides sp. A1C1	0	0	0	0	0	11.8514677062628	0	0	12.8219599910106
Bacteroides stercoris	0	0	0	17.57691534288	17.2815188892636	0	23.2853537256207	25.4577098720702	28.1097099034041
Bacteroides thetaiotaomicron	110.249666587973	55.393788355104	82.7823077985602	109.677080051995	179.269275862171	162.191316110147	101.830214114921	237.296392376282	315.947375002628
Bacteroides uniformis	17.6376842667196	13.3481692441565	13.115515722696	32.8845520639233	42.8059537172937	29.3571108807352	18.6131070896478	52.2528597135499	55.6806962424058
Bacteroides xylanisolvens	314.727797315304	198.819845920614	271.803516402564	345.504534599936	627.158775370628	538.617599676822	357.64200293003	832.8322240008	970.937529125434
Bariatricus massiliensis	69.4012179782211	56.0657057223942	42.6020073510591	80.0026452578855	160.049044556256	91.103811312292	60.9485590371206	155.055153536501	154.273972908524
Beduini massiliensis	68.2350182916853	39.0716352499534	54.2008930867209	25.0461066908887	64.7708553504516	37.3967445758183	10.0235386549	33.0137525377306	19.0508760385036
Bifidobacterium adolescentis	46.6964217079551	26.1760847327576	16.0693787232004	67.1274588830574	72.5437333914772	18.128715416091	0	95.2200987032537	68.2139548565183
Bifidobacterium animalis	0	0	0	11.0209650770511	28.3747982202326	18.3631990661759	0	43.7366773091534	21.5045115399284
Bifidobacterium choerinum	0	0	0	41.0748901965274	99.1967240478288	37.0593777353628	47.2154593446432	108.674651317664	87.2058998761244
Bifidobacterium gallinarum	0	0	0	142.409627028179	269.387147979568	168.783150977279	165.53363266339	393.187393618596	295.572074800369
Bifidobacterium pseudolongum	0	0	0	438.523676373527	998.641011468603	441.807630074365	420.21275167882	1266.7134120339	793.87079587208
Bifidobacterium pullorum	0	0	0	20.4582589658514	30.0487149016497	13.7733180521553	15.5198222890921	22.3390343905261	33.8544430464337
Bifidobacterium saeculare	0	0	0	148.982492043736	268.382126530919	141.338499746851	119.213425976523	297.845411425879	248.271484957849
Blautia caecimuris	1445.00231886619	1241.29118457687	1089.55350309295	1258.62555662141	2694.53410152022	1438.30039760957	1048.67756793223	2996.91246009991	2313.39628297686
Blautia coccoides	52.5371939872566	34.18040211102	58.8665015214404	12.8605066830632	26.7792720810795	13.4119393838892	11.0407106528809	27.9126984721578	29.0394300909016
Blautia faecis	516.907158414497	390.348058327257	320.924517187334	336.831359981792	816.910254431913	315.754872437226	263.626797802367	834.820807439546	663.651127848525
Blautia glucerasea	25272.6852233214	18595.6642221191	17620.9384767309	20404.384354101	41222.0876277951	22671.3547635474	16803.7079855274	48985.2150268901	38386.4522875725
Blautia hansenii	4626.28479332439	3481.07924475719	3203.34165185239	3709.94546417592	7800.87334602645	4380.43646755274	3244.03693600285	9074.81357376713	7049.94085636994
Blautia hominis	2286.95302171699	1769.97155280064	1913.30759456859	2078.43818981217	4116.72988694758	2378.78484652276	1811.9507371029	4868.87897807293	3727.72721449279
Blautia hydrogenotrophica	10.346748779216	10.2287987123751	16.5035674638759	0	19.1384432857792	0	0	20.1412723317185	25.4517419674026
Blautia luti	2096.64079625534	1456.85585132432	1604.5204770314	2837.46264184026	5037.00846275818	3069.48350333521	2232.31132061485	6035.1885558609	5171.06178324677
Blautia marasmi	47.5648129780642	35.8114831270198	37.732110832405	64.2345456938372	114.002106696306	63.4323954570978	41.9232681061843	113.904085969323	124.740857632312
Blautia obeum	20.7133059275862	18.3593970816739	14.1859858702266	19.0768469333946	37.6660789631477	20.0549576027952	0	59.3032913050653	37.767243477482
Blautia producta	9170.94182011988	6607.57263060208	6174.70459614554	7236.04882832629	14526.2600035554	8126.05840433705	5981.33436351996	17074.8579509587	13588.2150576043
Blautia schinkii	6158.61231638365	4710.17500411834	4613.55368058128	5212.63584664806	10633.731812417	5981.7529962016	4451.25432326091	12194.4835475831	9830.5731595724
Blautia sp. N6H1-15	5939.06041779937	4370.39031585774	4319.20666032696	4964.24068003585	10039.1585812636	6059.76511257142	4297.1113893572	11768.6855183449	10058.9700321542
Blautia sp. SC05B48	2448.95738073097	1807.46479148465	1777.63724600113	2016.91517242285	3819.43398880519	2335.56482664408	1577.06882045108	4473.09524071433	3919.03173866936
Blautia sp. YL58	68.5705779576208	42.2754509157698	50.4007800356664	32.9589164212751	94.6796697920583	53.5841733167802	25.6672859040093	85.1060888260339	86.9601221336403
Blautia stercoris	233.66089517406	160.350099393811	166.524135336374	109.086979430103	264.847163489354	131.017574156268	122.75741446814	293.247409564329	229.542754523123
Blautia wexlerae	5572.36389099498	3834.9424688776	3993.90331893203	4469.44535227691	8335.9869416638	5111.78346710496	3680.5944897939	9776.43271935017	8650.79230153183
Bulleidia extructa	16.8744647084853	0	0	0	11.6336027335792	10.7083019740134	0	13.4229627792063	0
Butyricicoccus faecihominis	14.4523196636116	20.9854667465445	0	18.5931315228415	22.2478296375977	21.0872302690626	22.2615603247885	20.1155856460768	29.5190417044096
Butyricicoccus pullicaecorum	449.742913207619	312.916384002298	342.705323384689	370.233799612743	723.5046633669	462.794256503673	339.377558811949	818.209049936292	867.443739085764
Caecibacterium sporoformans	32.3458708157563	25.5344422957825	17.6098147833803	24.5859789055157	45.3298993348478	26.7922946805164	31.3710704854456	67.2492806647924	44.9023378730093
Campylobacter jejuni	67.1697464283299	57.0933473887496	47.122604979965	35.4468694314715	87.2147253022905	59.0872888182397	49.1480575055003	106.420227247129	81.0154242883775
Candidatus Arthromitus sp. SFB-rat-Yit	34.0563370285343	19.0344416212196	12.0218676601604	21.0383578934714	38.0402976287188	25.0376120952945	21.0442436764184	57.0559685671481	41.0459885838326
Caproiciproducens galactitolivorans	14.3457823349818	0	13.7985435342072	14.1880476248623	16.3133903975592	16.2278222085385	12.7023499586849	24.8025110363957	24.9628091716557
Casaltella massiliensis	0	0	0	0	15.675257469742	14.5733232492991	0	15.1520507680408	0
Christensenella massiliensis	0	0	0	0	0	0	0	15.0063337389824	0
Christensenella sp. Marseille-P3954	116.192331940486	62.1116499665211	68.1489262343371	81.148120943337	134.198720115915	81.1788295890941	63.1331360563538	145.456973988172	152.690187619784
Clostridiales bacterium CCNA10	133.548526646658	85.9290054541825	135.785144482395	100.896836475207	180.365325192266	159.416192099414	109.377873915832	187.779970583798	254.695383711405
Clostridioides difficile	62.1234053787916	39.345383149625	35.548143588718	73.9753049478107	101.257835852692	33.2123299910026	29.1836982475227	119.99982326974	90.9482570469158
Clostridium baratii	0	0	0	0	11.7473993218279	0	0	18.2876019573864	11.7603210951945
Clostridium bornimense	0	0	0	0	14.0148464947911	0	0	11.0108009515549	0
Clostridium butyricum	0	0	0	0	18.2723955311653	0	0	23.0209897018049	0
Clostridium chartatabidum	0	68.1232647496282	0	0	105.960021267842	0	0	126.134023540997	0
Clostridium disporicum	25.9956508533543	16.3152374703932	16.7613542991632	15.3989569719685	29.5554267297957	25.2235383327712	15.2453314198081	34.5678981432477	30.4988399034728
Clostridium merdae	20.3778028020177	0	14.8998390370855	0	18.9590786881861	14.6696828176815	0	26.1055881843562	25.7064028775307
Clostridium moniliforme	22.0364538029424	0	0	22.0402032342672	17.3431526783197	0	21.0442528275599	31.7690602161016	20.2110307579623
Clostridium perfringens	1600.4203325255	1210.91714976813	1180.48912203928	1408.93884226789	2814.16114215992	1531.97928019058	1162.27255267788	3240.70433220316	2608.32117881313
Clostridium sardiniense	0	0	0	0	10.9524988794049	23.0354727957791	0	0	12.0778840862501
Clostridium saudiense	82.186232227079	46.7989636947034	58.6346409094264	50.7215964075132	110.869701709545	76.3821780397158	41.8747585590419	115.840855205655	116.011553934206
Clostridium sp. BNL1100	102.844421631597	65.9963215593052	93.3044426680794	113.303688340297	216.432497254361	133.004171666704	105.250332806135	246.827395678805	233.023317350054
Clostridium sp. SY8519	11.6433615125651	12.1051195265547	0	0	41.0063546021374	0	0	30.1321875548605	24.8902675859354
Clostridium tertium	18.0268953194296	0	13.7661899375998	0	26.6636642840788	14.5731899018771	0	23.3254325421926	22.6791851883691
Clostridium ventriculi	0	0	0	0	19.0201488143594	0	0	0	0
Collinsella aerofaciens	0	0	0	0	15.045241810008	0	23.6981709618257	44.5306955236969	30.1415598633274
Collinsella intestinalis	402.670871104396	257.465868244918	257.516355104452	2294.12422738603	4180.61268726628	2624.87530310827	4142.84538303944	10958.6472796037	9165.46755735468
Collinsella phocaeensis	0	0	0	57.4043505894179	78.483665160167	36.5305401852028	85.2781143171839	219.268408291764	146.721895538706
Collinsella tanakaei	16.0204095015749	0	0	78.9026719657486	133.956029125828	82.8141751133577	150.396848418919	359.978597983119	236.411714871912
Coprococcus comes	412.941542357904	332.581133297863	338.689149440318	288.624928601661	762.841120919155	342.106435287591	295.20611573043	779.773751563071	580.273505084256
Coriobacteriaceae bacterium 68-1-3	0	0	0	0	0	0	0	18.8837872384441	20.8533799004192
Cuneatibacter caecimuris	65.5395841878858	41.2026553652667	47.0946154699231	50.3621933623118	123.049487848845	62.1710668373048	46.752513158093	163.944078897143	91.3942606586882
Dehalobacterium formicoaceticum	0	0	0	0	0	15.3101802506423	0	16.0157343010288	24.0271538666887
Desulfovibrio piger	0	0	0	0	23.024390670014	0	0	19.0186561890494	26.0291511225438
Dorea formicigenerans	22.4589457890135	11.4318619822725	13.0596758326735	12.0809386711322	15.5019593903374	18.9087666764021	0	25.8945822802912	27.3377943786151
Dorea longicatena	37.9965603904595	23.7517643694099	15.0287622892848	35.0181638648693	56.5882272793811	15.0479159722722	11.0231799484839	65.6230861563178	52.5404645439655
Drancourtella massiliensis	0	0	0	0	19.3523004309672	0	0	14.4676430107464	16.2069179046496
Duncaniella sp. B8	0	0	0	0	18.0362003846765	0	0	12.1160523659915	19.273236416804
Dysosmobacter welbionis	213.160471555023	121.506111314597	188.895714815351	172.889469807446	290.757545678237	200.341965803215	139.707611476257	382.61186537773	367.262434625035
Eisenbergiella massiliensis	243.445423713861	199.604826954076	216.50029536312	319.691591892798	515.657678061212	450.62962824607	247.116640120166	637.972042897052	668.039121721878
Eisenbergiella tayi	908.625222123587	597.892467982501	697.630857490185	583.981443295289	1086.94240663623	671.093393525936	480.384767834084	1257.04457103521	1134.21242991366
Emergencia timonensis	2979.8685472208	2062.33599184615	2215.51354584394	2489.67477290385	4763.91604536828	3043.05387668113	2026.22745654723	5545.04563001083	5072.68988029878
Enorma massiliensis	0	0	0	0	13.0894556605598	0	0	22.679725689129	21.9464795743119
Enorma phocaeensis	0	0	0	0	0	0	0	19.7113127933425	0
Enorma timonensis	0	0	0	0	0	0	0	11.2555362493961	14.0730433293037
Enterocloster aldensis	0	0	0	0	24.8422745144237	14.2184409160384	11.1954962875631	23.0260402847858	23.9228436524469
Enterocloster asparagiformis	0	0	0	0	10.679479030804	0	0	0	0
Enterocloster bolteae	1008.25251588951	623.463163853878	815.600251673544	938.829489619183	1585.32666505655	1299.14572242657	733.0980142261	1878.69373893648	2009.55978186309
Enterocloster citroniae	127.053148549781	92.548254642873	91.1147549618043	83.2959538117466	137.066817028715	74.1545498507551	74.9511510408455	145.863818705719	190.053014397555
Enterocloster clostridioformis	41.9492703309985	28.0055384036838	38.1163726443144	24.0872989075365	41.6011327598349	32.0263314648467	25.3066181175293	40.3673950910741	50.3989315251419
Enterococcus cecorum	4962.44976140959	3552.60232644433	3079.82688542662	3643.75353138374	7534.64097197404	3798.14494125983	2779.84589930699	8463.35630056417	6067.95007382123
Enterococcus columbae	10.9443323081872	0	0	0	0	0	0	10.3559830273143	0
Enterococcus faecalis	81.5938442586021	58.1204383244607	44.1481590470665	104.68775139959	175.524276659624	49.2526629300584	24.0710623579824	196.249377396765	111.375907661918
Enterococcus faecium	317.175325954098	234.306956920414	245.464768631934	253.740772261333	505.983285518435	230.341044698159	206.780192646946	626.567827742072	416.496101676725
Enterococcus hirae	16.2277614515908	16.0576495861844	0	12.4510937084552	26.662294530861	20.8696611490965	12.1150458682497	38.5596605218621	26.8716954037923
Enterorhabdus caecimuris	0	0	0	23.7985946380014	41.1993258472805	25.1151331205967	62.1365253979682	137.012295167331	94.5031400020403
Ercella succinigenes	0	0	0	11.022882463306	14.3876786238662	0	10.0415811696453	23.4908286670993	18.6298560754426
Erysipelotrichaceae bacterium GAM147	1920.48774542463	1429.5481098059	1517.63357011362	1092.39109119551	2447.94615019482	1488.36658590072	362.670645203534	1112.6769149702	981.438995389426
Erysipelotrichaceae bacterium I46	14.8054624800314	19.719467016438	14.4849635353754	0	26.9735276812258	0	0	0	0
Escherichia coli	845.603833115005	513.265745923495	595.309510455064	274.631960175678	457.803782181714	218.164982603778	110.872051686506	455.530325139351	417.407450247733
Eubacterium coprostanoligenes	17.0281685142672	12.0217526033184	10.0182230501336	16.0506791295392	49.7357995533231	10.0154229654832	0	41.0621951137792	33.4759546168498
Eubacterium limosum	0	17.0315540373555	0	0	24.0254511325796	0	0	30.0294669361055	25.0282382070507
Eubacterium oxidoreducens	0	0	0	0	0	0	0	12.5391560381964	11.7826368355514
Faecalibacterium prausnitzii	14534.7959740164	9001.91965432132	11731.6627162393	10728.2652066041	18384.6796052012	14229.8404746529	8672.27791048591	22460.7503627101	24208.5310757214
Faecalicatena contorta	353.183499351186	307.990528761659	272.320556187159	436.524681804792	802.049661708652	523.777396526646	328.913228808146	913.704954144796	708.955241679737
Faecalicatena fissicatena	805.331268979039	615.576628973785	640.499404626074	765.225790871337	1442.08547585623	951.509398147477	621.310580529709	1553.34602146502	1605.07450177351
Faecalicatena orotica	637.578362400092	454.379017797266	503.194215994843	578.682118861617	1146.3640391052	732.084178890875	483.800689571095	1337.48588909732	1200.41579220473
Faecalicoccus pleomorphus	0	12.0219165953197	13.952255894166	0	0	0	0	0	0
Faecalimonas umbilicata	6541.95808035678	4803.82421994449	4574.50831347615	5654.01521135371	11342.3581524505	6322.86780184717	4727.02185187296	13266.9707716534	10447.6238852522
Faecalitalea cylindroides	18.0298729170663	14.0236640947336	0	0	15.0450922048398	0	0	14.3110264225414	0
Falcatimonas natans	11.6739779356556	0	11.7080180817721	12.3865284411112	19.2057915907505	16.9458177075117	12.8816994291021	27.9041839959876	23.3087956734191
Flavonifractor plautii	232.060515938332	154.025640495257	181.980541653358	182.227289140809	339.067998493933	275.143727141412	163.21787957008	373.835073476575	441.537190670896
Flintibacter butyricus	13.0352983523496	0	0	0	20.9691508080706	13.9958859620251	0	13.3457694562465	19.0469570847076
Flintibacter sp. KGMB00164	98.3005319562344	57.468973195698	98.0121261392941	73.1642801577195	140.907544304531	105.462070008339	58.2419362420722	168.554185528811	177.580966753835
Fournierella massiliensis	1633.61988941256	1049.32645257021	1364.27016883876	1178.25137465368	2179.73890592294	1674.25166930794	1039.35213307168	2622.53349288636	2857.46860353566
Frisingicoccus caecimuris	1452.05440666619	1062.26031932712	1140.61647892931	1199.6347687533	2334.93099605083	1512.11826727553	1076.87122561355	2723.32391436803	2492.84932981216
Fusicatenibacter saccharivorans	39.3254066186294	35.985834229353	23.9272449003685	49.2967212957334	60.8600935435115	22.4311069428769	14.7054128353842	80.4047548465859	57.5574195293458
Fusobacterium mortiferum	245.538884356263	191.091210092039	235.553477176887	75.6565668685437	166.801868881503	120.060267615119	66.7804957730291	145.271078693551	137.400556057564
Fusobacterium nucleatum	14.5803274416447	15.3067798770642	11.1656583121681	29.0808888995206	46.1798705912386	12.0548861656564	0	44.8192063965159	29.1695974835225
Fusobacterium perfoetens	1253.10349733119	821.48556189076	1118.88831845296	352.642917227991	640.61580733762	549.822185007468	248.522485442324	606.20344009113	681.090077226699
Fusobacterium ulcerans	116.337239146415	67.8282346594647	135.973666759552	148.844422955105	230.581276870248	191.448705009758	22.0323176354915	75.1656085907936	79.5054352936277
Fusobacterium varium	3980.00356233208	2521.18566874359	3281.77463897144	1183.04008283964	2404.51782528088	1852.81067099409	814.086079244154	1855.06718094786	1993.1048656461
Gellertiella hungarica	0	0	0	0	0	0	0	23.9098550577259	23.6697218332316
Gemmiger formicilis	25.7656872163668	29.6819473103581	29.2836526561755	43.8579210051322	89.8429451818208	34.4868067004051	18.5623528180724	77.1364724322712	47.4093491919488
Gordonibacter urolithinfaciens	0	0	0	0	0	0	0	18.3165784386851	0
Harryflintia acetispora	99.3090895681241	67.5637811844264	76.359443592502	60.5197131381325	107.611756700832	76.3587899502717	61.4300991861107	157.846368058802	139.962895190396
Holdemanella biformis	382.115177606261	331.593734651145	220.400773468709	170.310516280483	372.365305653219	130.200498410925	71.1495857631291	239.983539810292	133.149119203782
Hungateiclostridium aldrichii	34.7956318723914	28.0129145112235	29.0266015335387	27.9541240873962	51.6910727025599	41.6550745416865	29.7844570062058	57.5352405624326	80.1764708432994
