  0.00	2	0	G	2732038	              Shenzhenvirus
  0.00	2	0	S	2733999	                Shenzhenvirus AhSzw1
  0.00	2	2	S1	2138299	                  Aeromonas phage AhSzw-1
  0.00	2	0	G	2560094	            Asteriusvirus
  0.00	2	0	S	2560463	              Asteriusvirus PBECO4
  0.00	2	2	S1	1273738	                Escherichia phage PBECO4
  0.00	1	0	G	2843367	            Colneyvirus
  0.00	1	0	S	2843966	              Colneyvirus CDKM15
  0.00	1	1	S1	1868595	                Clostridium phage CDKM15
  0.00	1	0	G	2733140	            Wellingtonvirus
  0.00	1	1	S	2734153	              Wellingtonvirus wellington
  0.00	1	0	G	2560109	            Busanvirus
  0.00	1	0	S	2560261	              Busanvirus ACP17
  0.00	1	1	S1	2010329	                Acidovorax phage ACP17
  0.00	1	0	F	3044459	            Arenbergviridae
  0.00	1	0	G	3044857	              Wroclawvirus
  0.00	1	0	S	3060806	                Wroclawvirus PA5oct
  0.00	1	1	S1	2163605	                  Pseudomonas phage vB_PaeM_PA5oct
  0.00	1	0	G	2733122	            Petsuvirus
  0.00	1	0	G1	2788436	              unclassified Petsuvirus
  0.00	1	1	S	1124849	                Pseudomonas phage OBP
  0.00	1	0	G	2948911	            Skogvirus
  0.00	1	0	S	2956463	              Skogvirus Skog
  0.00	1	1	S1	2704033	                Gordonia phage Skog
  0.00	1	0	G	2843376	            Donellivirus
  0.00	1	0	S	1084719	              Donellivirus gee
  0.00	1	1	S1	2884420	                Bacillus phage G
  0.00	1	0	G	1987146	            Schmidvirus
  0.00	1	0	G1	2269048	              unclassified Schmidvirus
  0.00	1	1	S	1069378	                Helicobacter phage phiHP33
  0.00	1	0	G	2843396	            Jouyvirus
  0.00	1	0	S	2844170	              Jouyvirus jv1H12
  0.00	1	1	S1	2847055	                Escherichia phage 1H12
  0.00	1	0	F	2946173	            Vilmaviridae
  0.00	1	0	G	2948790	              Kumaovirus
  0.00	1	0	S	2956095	                Kumaovirus kumao
  0.00	1	1	S1	2041344	                  Mycobacterium phage Kumao
  0.01	52	0	D1	2732004	    Varidnaviria
  0.01	49	0	K	2732006	      Helvetiavirae
  0.01	49	0	P	2732009	        Dividoviricota
  0.01	49	0	C	2732010	          Laserviricetes
  0.01	49	0	O	2732011	            Halopanivirales
  0.01	49	0	F	2842322	              Matshushitaviridae
  0.01	49	49	G	2842743	                Hukuchivirus
  0.00	3	0	K	2732005	      Bamfordvirae
  0.00	3	0	P	2732007	        Nucleocytoviricota
  0.00	3	0	C	2732523	          Megaviricetes
  0.00	2	0	O	2732524	            Algavirales
  0.00	2	0	F	10501	              Phycodnaviridae
  0.00	2	0	F1	455363	                unclassified Phycodnaviridae
  0.00	2	2	S	455364	                  Chrysochromulina ericina virus
  0.00	1	0	O	2732554	            Imitervirales
  0.00	1	0	F	549779	              Mimiviridae
  0.00	1	0	F1	3044648	                Megamimivirinae
  0.00	1	0	G	3080801	                  Moumouvirus
  0.00	1	0	S	3080759	                    Moumouvirus australiense
  0.00	1	1	S1	2109587	                      Moumouvirus australiensis
