sample	source	dna.isolation.methods	name	phylum	count	sum_count	norm_count
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Cyanobacteria	0	61851	0
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Deferribacteres	0	61851	0
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Firmicutes	61561	61851	0.995311312670773
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Fusobacteria	58	61851	0.000937737465845338
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Proteobacteria	0	61851	0
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Synergistetes	0	61851	0
SRTP_A_F3_210317_ZHMW	F3	ZHMW	SRTP_F3_210317	Tenericutes	0	61851	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Actinobacteria	15	94868	0.000158114432685416
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Bacteroidetes	0	94868	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Cyanobacteria	0	94868	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Deferribacteres	0	94868	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Firmicutes	94853	94868	0.999841885567315
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Fusobacteria	0	94868	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Proteobacteria	0	94868	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Synergistetes	0	94868	0
SRTP_A_F3_210317_ZMB	F3	ZMB	SRTP_F3_210317	Tenericutes	0	94868	0
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Actinobacteria	33	35924	0.000918605945885759
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Bacteroidetes	3111	35924	0.0865994878075938
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Cyanobacteria	0	35924	0
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Deferribacteres	0	35924	0
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Firmicutes	21950	35924	0.611012136733103
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Fusobacteria	6173	35924	0.171834984968266
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Proteobacteria	4644	35924	0.12927290947556
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Synergistetes	0	35924	0
SRTP_A_F3_210401_ZHMW	F3	ZHMW	SRTP_F3_210401	Tenericutes	13	35924	0.00036187506959136
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Actinobacteria	54	41410	0.00130403284230862
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Bacteroidetes	388	41410	0.00936971745955083
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Cyanobacteria	0	41410	0
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Deferribacteres	0	41410	0
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Firmicutes	39213	41410	0.94694518232311
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Fusobacteria	1001	41410	0.0241729050953876
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Proteobacteria	754	41410	0.0182081622796426
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Synergistetes	0	41410	0
SRTP_A_F3_210401_ZMB	F3	ZMB	SRTP_F3_210401	Tenericutes	0	41410	0
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Actinobacteria	23	31408	0.000732297503820683
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Bacteroidetes	7614	31408	0.242422312786551
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Cyanobacteria	0	31408	0
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Deferribacteres	0	31408	0
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Firmicutes	13002	31408	0.413970962812022
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Fusobacteria	10089	31408	0.321223892002038
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Proteobacteria	680	31408	0.021650534895568
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Synergistetes	0	31408	0
SRTP_A_F3_210413_ZHMW	F3	ZHMW	SRTP_F3_210413	Tenericutes	0	31408	0
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Actinobacteria	223	66600	0.00334834834834835
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Bacteroidetes	342	66600	0.00513513513513514
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Cyanobacteria	0	66600	0
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Deferribacteres	0	66600	0
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Firmicutes	63145	66600	0.948123123123123
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Fusobacteria	2308	66600	0.0346546546546547
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Proteobacteria	582	66600	0.00873873873873874
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Synergistetes	0	66600	0
SRTP_A_F3_210413_ZMB	F3	ZMB	SRTP_F3_210413	Tenericutes	0	66600	0
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Actinobacteria	156	126791	0.00123037124086094
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Bacteroidetes	7823	126791	0.0616999629311229
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Cyanobacteria	0	126791	0
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Deferribacteres	0	126791	0
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Firmicutes	103613	126791	0.817195226790545
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Fusobacteria	13457	126791	0.106135293514524
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Proteobacteria	1742	126791	0.0137391455229472
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Synergistetes	0	126791	0
SRTP_A_F3_210704_ZHMW	F3	ZHMW	SRTP_F3_210704	Tenericutes	0	126791	0
SRTP_A_F3_210704_ZMB	F3	ZMB	SRTP_F3_210704	Actinobacteria	1161	115359	0.0100642342600057
