sample	source	dna.isolation.methods	name	phylum	count	sum_count	norm_count
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Deferribacteres	12	28632	0.000419111483654652
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Firmicutes	22631	28632	0.790409332215703
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Fusobacteria	2291	28632	0.0800153674210673
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Proteobacteria	2538	28632	0.0886420787929589
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Synergistetes	0	28632	0
SRTP_A_M2_210317_ZHMW	M2	ZHMW	SRTP_M2_210317	Tenericutes	0	28632	0
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Actinobacteria	438	51798	0.00845592493918684
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Bacteroidetes	101	51798	0.00194988223483532
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Cyanobacteria	0	51798	0
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Deferribacteres	0	51798	0
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Firmicutes	49627	51798	0.958087184833391
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Fusobacteria	241	51798	0.0046526892930229
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Proteobacteria	1391	51798	0.0268543186995637
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Synergistetes	0	51798	0
SRTP_A_M2_210317_ZMB	M2	ZMB	SRTP_M2_210317	Tenericutes	0	51798	0
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Actinobacteria	176	46033	0.00382334412269459
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Bacteroidetes	2667	46033	0.057936697586514
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Cyanobacteria	0	46033	0
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Deferribacteres	0	46033	0
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Firmicutes	24484	46033	0.531879303977581
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Fusobacteria	17651	46033	0.383442313123194
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Proteobacteria	1055	46033	0.0229183411900159
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Synergistetes	0	46033	0
SRTP_A_M2_210330_ZHMW	M2	ZHMW	SRTP_M2_210330	Tenericutes	0	46033	0
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Actinobacteria	291	40279	0.00722460835671193
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Bacteroidetes	11	40279	0.000273095161250279
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Cyanobacteria	260	40279	0.00645497653864297
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Deferribacteres	0	40279	0
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Firmicutes	39695	40279	0.985501129620894
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Fusobacteria	12	40279	0.000297921994091214
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Proteobacteria	10	40279	0.000248268328409345
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Synergistetes	0	40279	0
SRTP_A_M2_210330_ZMB	M2	ZMB	SRTP_M2_210330	Tenericutes	0	40279	0
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Actinobacteria	41	37116	0.00110464489707943
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Bacteroidetes	1774	37116	0.0477960987175342
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Cyanobacteria	0	37116	0
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Deferribacteres	0	37116	0
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Firmicutes	26810	37116	0.722329992456084
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Fusobacteria	8208	37116	0.221144519883608
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Proteobacteria	263	37116	0.00708589287638754
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Synergistetes	0	37116	0
SRTP_A_M2_210415_ZHMW	M2	ZHMW	SRTP_M2_210415	Tenericutes	20	37116	0.000538851169307037
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Actinobacteria	1737	119462	0.014540188511828
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Bacteroidetes	126	119462	0.00105472870033986
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Cyanobacteria	0	119462	0
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Deferribacteres	0	119462	0
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Firmicutes	116866	119462	0.978269240427919
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Fusobacteria	231	119462	0.0019336692839564
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Proteobacteria	502	119462	0.00420217307595721
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Synergistetes	0	119462	0
SRTP_A_M2_210415_ZMB	M2	ZMB	SRTP_M2_210415	Tenericutes	0	119462	0
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Actinobacteria	25	30308	0.000824864722185562
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Bacteroidetes	2377	30308	0.0784281377854032
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Cyanobacteria	0	30308	0
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Deferribacteres	10	30308	0.000329945888874225
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Firmicutes	22889	30308	0.755213145044213
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Fusobacteria	2909	30308	0.0959812590735119
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Proteobacteria	2098	30308	0.0692226474858123
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Synergistetes	0	30308	0
SRTP_A_M2_210704_ZHMW	M2	ZHMW	SRTP_M2_210704	Tenericutes	0	30308	0
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Actinobacteria	108	96564	0.00111842922828383
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Bacteroidetes	1083	96564	0.0112153597614018
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Cyanobacteria	0	96564	0
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Deferribacteres	16	96564	0.000165693219005012
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Firmicutes	92417	96564	0.957054388799138
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Fusobacteria	1283	96564	0.0132865249989644
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Proteobacteria	1657	96564	0.0171596039932066
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Synergistetes	0	96564	0
SRTP_A_M2_210704_ZMB	M2	ZMB	SRTP_M2_210704	Tenericutes	0	96564	0
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Actinobacteria	34	52272	0.000650443832262014
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Bacteroidetes	804	52272	0.0153810835629017
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Cyanobacteria	0	52272	0
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Deferribacteres	0	52272	0
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Firmicutes	50039	52272	0.957281144781145
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Fusobacteria	589	52272	0.011267982858892
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Proteobacteria	806	52272	0.0154193449647995
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Synergistetes	0	52272	0
SRTP_A_M2_210803_ZHMW	M2	ZHMW	SRTP_M2_210803	Tenericutes	0	52272	0
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Actinobacteria	179	53768	0.00332911769081982
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Bacteroidetes	1028	53768	0.0191191786936468
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Cyanobacteria	0	53768	0
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Deferribacteres	16	53768	0.000297574765659872
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Firmicutes	46879	53768	0.871875464960571
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Fusobacteria	2045	53768	0.0380337747359024
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Proteobacteria	3621	53768	0.0673448891533998
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Synergistetes	0	53768	0
SRTP_A_M2_210803_ZMB	M2	ZMB	SRTP_M2_210803	Tenericutes	0	53768	0
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Actinobacteria	42	66368	0.000632835101253616
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Bacteroidetes	3835	66368	0.0577838717454195
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Cyanobacteria	0	66368	0
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Deferribacteres	0	66368	0
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Firmicutes	42478	66368	0.640037367405979
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Fusobacteria	18814	66368	0.283479990356798
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Proteobacteria	1199	66368	0.0180659353905497
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Synergistetes	0	66368	0
SRTP_A_M2_211203_ZHMW	M2	ZHMW	SRTP_M2_211203	Tenericutes	0	66368	0
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Actinobacteria	183	49847	0.00367123397596646
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Bacteroidetes	691	49847	0.0138624190021466
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Cyanobacteria	0	49847	0
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Deferribacteres	0	49847	0
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Firmicutes	44727	49847	0.897285694224327
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Fusobacteria	3649	49847	0.0732040042530142
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Proteobacteria	597	49847	0.0119766485445463
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Synergistetes	0	49847	0
SRTP_A_M2_211203_ZMB	M2	ZMB	SRTP_M2_211203	Tenericutes	0	49847	0
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Actinobacteria	24	155714	0.000154128723171969
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Bacteroidetes	10449	155714	0.0671037928509961
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Cyanobacteria	0	155714	0
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Deferribacteres	10	155714	6.42203013216538e-05
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Firmicutes	91048	155714	0.584712999473394
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Fusobacteria	48425	155714	0.310986809150109
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Proteobacteria	5758	155714	0.0369780495010083
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Synergistetes	0	155714	0
SRTP_A_M3_210414_ZHMW	M3	ZHMW	SRTP_M3_210414	Tenericutes	0	155714	0
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Actinobacteria	94	56111	0.00167525084208088
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Bacteroidetes	1120	56111	0.0199604355652189
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Cyanobacteria	0	56111	0
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Deferribacteres	0	56111	0
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Firmicutes	51572	56111	0.919106770508457
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Fusobacteria	2754	56111	0.0490812853094759
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Proteobacteria	571	56111	0.0101762577747679
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Synergistetes	0	56111	0
SRTP_A_M3_210414_ZMB	M3	ZMB	SRTP_M3_210414	Tenericutes	0	56111	0
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Actinobacteria	13	24321	0.000534517495168784
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Bacteroidetes	244	24321	0.0100324822170141
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Cyanobacteria	0	24321	0
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Deferribacteres	0	24321	0
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Firmicutes	19815	24321	0.81472801282842
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Fusobacteria	497	24321	0.0204350150076066
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Proteobacteria	3752	24321	0.154269972451791
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Synergistetes	0	24321	0
SRTP_A_M3_210903_ZHMW	M3	ZHMW	SRTP_M3_210903	Tenericutes	0	24321	0
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Actinobacteria	289	50034	0.00577607227085582
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Bacteroidetes	142	50034	0.00283807011232362
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Cyanobacteria	0	50034	0
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Deferribacteres	0	50034	0
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Firmicutes	48988	50034	0.979094215933165
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Fusobacteria	71	50034	0.00141903505616181
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Proteobacteria	544	50034	0.0108726066274933
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Synergistetes	0	50034	0
SRTP_A_M3_210903_ZMB	M3	ZMB	SRTP_M3_210903	Tenericutes	0	50034	0
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Actinobacteria	10	107451	9.30656764478693e-05
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Bacteroidetes	6278	107451	0.0584266316739723
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Cyanobacteria	0	107451	0
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Deferribacteres	0	107451	0
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Firmicutes	78576	107451	0.731272859256778
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Fusobacteria	10135	107451	0.0943220630799155
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Proteobacteria	12452	107451	0.115885380312887
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Synergistetes	0	107451	0
SRTP_A_M3_211203_ZHMW	M3	ZHMW	SRTP_M3_211203	Tenericutes	0	107451	0
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Actinobacteria	266	46778	0.00568643379366369
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Bacteroidetes	632	46778	0.0135106246526145
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Cyanobacteria	0	46778	0
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Deferribacteres	0	46778	0
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Firmicutes	44903	46778	0.959917055025867
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Fusobacteria	867	46778	0.0185343537560392
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Proteobacteria	110	46778	0.00235153277181581
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Synergistetes	0	46778	0
SRTP_A_M3_211203_ZMB	M3	ZMB	SRTP_M3_211203	Tenericutes	0	46778	0
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Actinobacteria	136	32455	0.00419041750115545
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Bacteroidetes	2479	32455	0.0763826837159144
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Cyanobacteria	0	32455	0
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Deferribacteres	0	32455	0
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Firmicutes	27027	32455	0.832753042674472
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Fusobacteria	2752	32455	0.0847943306116161
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Proteobacteria	61	32455	0.00187952549684178
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Synergistetes	0	32455	0
SRTP_A_M4_210317_ZHMW	M4	ZHMW	SRTP_M4_210317	Tenericutes	0	32455	0
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Actinobacteria	504	50513	0.00997762952111338
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Bacteroidetes	173	50513	0.00342486092689011
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Cyanobacteria	0	50513	0
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Deferribacteres	0	50513	0
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Firmicutes	49160	50513	0.973214815987964
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Fusobacteria	58	50513	0.00114821927028686
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Proteobacteria	618	50513	0.0122344742937462
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Synergistetes	0	50513	0
SRTP_A_M4_210317_ZMB	M4	ZMB	SRTP_M4_210317	Tenericutes	0	50513	0
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Actinobacteria	0	28057	0
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Bacteroidetes	3443	28057	0.122714474106284
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Cyanobacteria	0	28057	0
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Deferribacteres	0	28057	0
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Firmicutes	18169	28057	0.647574580318637
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Fusobacteria	5968	28057	0.21270984068147
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Proteobacteria	477	28057	0.0170011048936094
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Synergistetes	0	28057	0
SRTP_A_M4_210401_ZHMW	M4	ZHMW	SRTP_M4_210401	Tenericutes	0	28057	0
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Actinobacteria	209	51007	0.00409747681690748
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Bacteroidetes	1178	51007	0.0230948693316604
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Cyanobacteria	0	51007	0
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Deferribacteres	0	51007	0
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Firmicutes	47799	51007	0.937106671633305
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Fusobacteria	1665	51007	0.0326425784696218
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Proteobacteria	156	51007	0.00305840374850511
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Synergistetes	0	51007	0
SRTP_A_M4_210401_ZMB	M4	ZMB	SRTP_M4_210401	Tenericutes	0	51007	0
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Actinobacteria	16	24173	0.000661895503247425
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Bacteroidetes	6049	24173	0.25023786869648
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Cyanobacteria	0	24173	0
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Deferribacteres	0	24173	0
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Firmicutes	6197	24173	0.256360402101518
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Fusobacteria	11537	24173	0.477268026310346
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Proteobacteria	374	24173	0.0154718073884086
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Synergistetes	0	24173	0
SRTP_A_M4_210704_ZHMW	M4	ZHMW	SRTP_M4_210704	Tenericutes	0	24173	0
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Actinobacteria	127	118682	0.00107008644950372
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Bacteroidetes	2265	118682	0.0190846126624088
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Cyanobacteria	0	118682	0
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Deferribacteres	0	118682	0
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Firmicutes	111780	118682	0.941844593114373
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Fusobacteria	4373	118682	0.0368463625486594
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Proteobacteria	137	118682	0.00115434522505519
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Synergistetes	0	118682	0
SRTP_A_M4_210704_ZMB	M4	ZMB	SRTP_M4_210704	Tenericutes	0	118682	0
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Actinobacteria	0	49291	0
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Bacteroidetes	6440	49291	0.130652654642835
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Cyanobacteria	0	49291	0
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Deferribacteres	0	49291	0
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Firmicutes	32406	49291	0.657442535148404
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Fusobacteria	10216	49291	0.207258931650808
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Proteobacteria	229	49291	0.00464587855795176
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Synergistetes	0	49291	0
SRTP_A_M4_210803_ZHMW	M4	ZHMW	SRTP_M4_210803	Tenericutes	0	49291	0
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Actinobacteria	169	61381	0.00275329499356478
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Bacteroidetes	4773	61381	0.0777602189602646
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Cyanobacteria	0	61381	0
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Deferribacteres	0	61381	0
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Firmicutes	46872	61381	0.76362392271224
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Fusobacteria	9039	61381	0.147260552939835
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Proteobacteria	494	61381	0.00804809305811244
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Synergistetes	0	61381	0
SRTP_A_M4_210803_ZMB	M4	ZMB	SRTP_M4_210803	Tenericutes	34	61381	0.000553917335983448
