superkingdom	phylum	class	order	family	genus	species	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	948.647477804689	559.205975524073	697.770875723085	1165.01528236688	424.296387001508	711.014733533157	709.743583405336	371.963607950057	1188.89201480885
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	17.0739094609632	0	12.3607788355553	65.5765994980901	26.1918907091973	47.1373426432464	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	72.0972720554218	38.0501200958425	94.0795226371622	106.078513388989	52.0395543371945	74.0670578964033	67.0822593931746	35.1979565371169	87.078825970248
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides koreensis	48.586702663511	35.0492013871905	27.6737737452436	152.381123468191	133.31345118653	121.457708786126	89.7018969610261	51.8015019770172	118.508973572252
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	3041.19916404468	2092.8888741608	2142.79944149419	6661.83084788021	2408.60666160995	4435.07291959861	3679.59964318962	1913.45110859873	6472.25498967817
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	1264.15390192565	784.345917964868	914.740064880598	1481.50888622017	617.031836464009	957.838727321684	944.983327366301	483.671546332448	1676.51574777046
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	11002.0300788148	6476.57139255354	7875.45095144419	13818.4742792875	5138.1620270011	8856.93734200996	8445.51493665958	4368.30942332604	15841.2791945491
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	471.246242745712	310.310624115026	336.047806823221	656.17207912909	244.32202868586	397.567076904773	377.146083220073	204.825630775999	625.458569109667
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	2640.54813115341	1651.3472356908	1878.54488295873	3163.05823414838	1139.32739687679	2013.76975116573	2139.81255068618	1169.45213170122	4014.62115729443
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	15.5429709349556	11.0872738991215	0	18.4990789969274	12.5572435887696	12.5649173705702	10.4701923351393	0	33.3371692093652
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter fastidiosus	302.538197478793	194.16630567418	192.189705525581	350.410921053363	127.076006999051	215.818051172848	241.215721810254	106.139620451992	408.190459176192
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecalis	28.6434239761253	20.7271797496476	17.5030636639748	31.6113142953908	14.9630887839723	30.9214958816007	22.0779452501433	20.7623888649786	50.6369785048559
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas phoceensis	60.4125230859348	46.3470780122932	27.5346697621844	65.4152911531598	23.0648679372235	33.1092748235162	46.9848438776134	24.2941203546393	90.9390738893584
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas virosa	0	0	0	0	0	0	0	0	16.2330280230179
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	343.257846874441	238.303428399547	305.255748798299	357.097919021985	165.121391026245	277.14249194025	272.243583211159	153.192131346701	489.478379712595
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes dispar	94.0665176984693	41.0836730935589	54.0521619126654	81.1031510004891	34.0288245186503	63.1536996265608	55.0844539898354	35.0440873078217	129.037797207214
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	53.0303878184823	27.023300276291	24.0201244958327	26.0071314162796	0	17.0087439674879	22.0268049171967	11.0138133647955	49.0236396229052
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	1626.92445277012	1087.43849137292	1228.01451132707	1890.23539429981	757.535784766278	1352.13843451643	1310.57487373821	707.887818845555	2658.7410854462
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	2091.15209092824	1346.15102899427	1439.20564826312	2538.51521565528	967.711372491414	1655.85681667746	1526.85698893801	786.986845322249	2761.83814046582
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	198.154937542664	124.567947908605	124.110708872483	194.053711260652	85.1063058987534	123.493378721951	185.228745608607	98.1231149867201	348.224081619946
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola dorei	16717.7610146302	10844.6821579211	12711.5319486613	19504.4798506447	7500.99459844218	13423.8553071901	12338.9560443055	6883.03760636851	23616.5897681498
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola massiliensis	10476.4150726825	6586.90038520916	7867.17443352752	12293.9801490783	4918.82310913219	8370.14677109221	7924.03492672599	4308.10989630906	15518.0890027946
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola vulgatus	18.8387126426376	0	13.0385784363735	20.5457141528904	0	16.0272758312747	0	0	20.9548982037112
Bacteria	Candidatus Melainabacteria	unassigned	Vampirovibrionales	unassigned	Vampirovibrio	Vampirovibrio chlorellavorus	92.0527498675199	76.9080401010537	56.0113248377341	217.030852765902	93.0684203966109	147.227436819805	37.0331193641528	34.0426958548224	87.0595068770587
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	278.50704029568	142.511913651119	296.260480588035	361.120233611964	228.257363774656	236.12222249201	244.221167299247	115.910626175864	296.145648790414
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	97.0590947612045	56.0483248283897	115.096423885952	153.041417782612	99.0728939247905	86.1243394630583	91.0820734350941	50.9394294934749	121.058355362638
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	94.0757948450082	70.0604081231736	130.366279366438	166.175430491926	82.7627558217753	115.132367888887	99.4920057798349	56.0703225844134	131.068964265853
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella sacchari	340.3461003802	249.909295826629	231.799331963239	795.626126321773	485.711662825397	473.550936741356	259.525029874417	169.17281431208	421.636268271049
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum	19.0108937080525	15.0129446116942	17.3574754250984	18.0049472730729	22.01618600098	0	21.0187526606587	12.0150691252314	23.0110961170417
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	100.222912293131	51.0441259133775	117.947443953538	177.048019497889	85.7938423776521	109.370546021459	110.798478065446	45.0565092216262	139.00647220029
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus agilis	20.0114670611079	0	15.0125778086662	14.0038399616465	0	0	10.0089511795008	0	11.0053068385852
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus animalis	40.0229341222157	29.0250262224577	28.0234785761769	49.0134398657627	34.0250139084384	31.0159448818898	28.0250633026021	23.0288824900269	35.0168853954983
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus aviarius	0	0	0	11.3963333542274	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	0	0	0	0	0	0	0	0	19.0091663575562
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum	0	0	0	15.565243798881	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kitasatonis	0	0	0	14.4429846903614	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rogosae	19.1814658000878	17.567623209976	0	21.4531624313542	14.3070402791049	0	0	0	18.4123970427828
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	134.077752302082	55.0474680037003	160.134202584179	193.987705456839	127.093492036852	117.060179313041	114.102082299322	53.1967105963428	152.492111119265
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	0	0	0	15.0041142446212	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	294.035091508766	126.10463445787	287.306421972049	365.214752608524	259.193590692604	252.84501335403	216.194173833763	93.1167857205429	281.995945003799
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	39.6765730993251	28.8580603308711	50.033453739857	84.9551330707915	28.2068104279611	44.0389648741295	30.0015274589051	34.0426958548231	32.2454046672829
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	24.1932450532362	12.4268051133236	0	47.493433297329	23.4959228964396	33.5429761731079	0	0	10.0143564790264
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. LPB0220	0	0	0	22.7722569058385	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	35.0892771924157	20.7686388934734	17.9530191681198	87.9883374233432	38.3635831587687	44.4808275401787	19.0566549529319	0	23.7726728701361
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	Catabacter hongkongensis	41.7977774947096	27.1662165066413	41.3988050041446	62.5585616801956	28.0728354807334	27.9685695118839	27.3262470505135	18.3376808364973	49.6564520981623
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella massiliensis	122.561194043008	72.9035309729966	75.8526132294027	133.623562058158	58.0418750463384	110.240434513595	60.0990226107439	52.930936579821	94.4871450690261
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella minuta	76.4174072704504	64.3561522588667	42.4069541843185	176.418244933991	55.6452200367129	84.3413106900087	58.3531438965507	42.8691655675233	66.4165202639905
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella sp. Marseille-P3954	0	0	0	25.8273062051072	17.1342997130576	12.0061800537885	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella timonensis	0	17.1587595537874	27.2033667674528	41.6410359018084	22.4150705438554	33.8081650890946	16.2783498165263	0	25.3579008898758
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus faecihominis	155.395687783007	113.582934096878	106.320736854849	381.903427094919	126.378286756855	238.222289439954	105.951887727511	65.8845411757003	166.251855347139
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium grantii	0	0	0	18.3453472886729	0	19.513961526698	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium jeddahense	43.7753814135122	41.9659893837099	27.484831006361	128.787485723299	71.4572801760323	93.4807914569124	19.5181034282233	24.4308564236424	39.8735588629261
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium merdae	35.9628434959058	28.8238295036566	15.0297727271965	110.907195291761	42.8489205344559	49.2905563720746	26.5768549809617	19.7734310795121	35.1302460052558
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0	0	0	13.0781242324621	0	0	0	0	13.0821102752969
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. SY8519	41.0585729452642	38.9836860158013	22.7287853018649	107.595451334183	61.6767407273645	62.5136498670665	39.4866931881896	30.2893022510063	42.3356204430381
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sporogenes	402.230809917589	324.349200392865	317.265729095347	1420.70737161656	711.402075159744	854.444580391069	609.555623314118	424.532042485824	1061.56735623005
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella effluvii	251.467627705768	166.191399701806	159.930730635825	316.597621134482	142.605815703812	200.35051961235	193.996113901821	88.4533790142092	246.405325095053
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	2457.72275357059	1541.77697880876	1532.86155215367	5935.18489379714	2009.99577268496	3198.72362860355	1664.89344726212	920.306888275426	2465.74223568618
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella xylanolytica	328.257728432363	183.128677376052	175.114051901266	745.962200534883	210.058055321718	407.201993552528	223.135898902896	99.404748542332	312.895119895885
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis	78.2103577511234	78.2702108254097	34.2296943109577	148.068739991964	93.0150375570761	107.713397854379	65.910983373948	53.7424800608791	92.6203421469422
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Fusibacter	Fusibacter fontis	0	0	0	0	0	0	0	0	23.5786909283617
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Aminipila	Aminipila butyrica	22.1533455916171	17.3177312601602	20.235120126647	46.1967557156023	32.5066092572971	29.3846696492599	20.83695269182	0	25.982374315234
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Anaerovorax	Anaerovorax odorimutans	25.0840020785529	21.6870252654568	0	35.3512957454283	19.1018298146202	18.7182696964958	0	0	27.3206471366814
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Casaltella	Casaltella massiliensis	86.2502495343681	80.0798679441933	83.7040685305927	193.362800873175	101.888264874876	125.149248057473	68.1851852024226	46.2436002018914	102.061002116878
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Emergencia	Emergencia timonensis	217.616529431538	216.060129449145	173.457031263399	440.21622602307	230.98862465562	265.16208720399	164.09191215513	135.589952408117	234.23867628092
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Ihubacter	Ihubacter massiliensis	178.285571577469	175.570530504284	148.053394822516	296.053703521923	180.803122224365	195.707708067897	101.932367594878	93.9741857575794	194.890675319834
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	unassigned	[Eubacterium] brachy	20.9740555935195	0	29.9417872635143	40.3245931899366	18.6071364354426	22.9943665618883	27.8957500691837	14.5998160722062	23.715729924631
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis	20.0114670611079	0	10.0083852057775	27.0074056403182	11.0080872104073	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes	1654.86437832369	1291.10790805343	930.740178417139	4535.56747950882	1635.70214178994	2147.30291200241	1097.45501703964	724.618845289418	1533.94929387701
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium oxidoreducens	0	11.3732973356988	0	37.081382606113	10.7055597306602	14.8552899920015	0	14.3809843089975	13.3669511335857
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ramulus	18.1585391549827	22.2868541724462	10.9819840293207	28.784530754085	26.8685867079844	23.0302782252187	0	11.3893177217045	23.9789497253811
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum	880.470261590001	607.468722301234	628.677204790245	1990.05622461681	855.265785069669	1230.55390203197	622.54340811371	373.416991241776	913.399103240707
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium xylanophilum	159.487726345602	107.547860956673	104.373445371714	384.170786559228	121.242556783026	149.799984027623	131.798047395333	53.9404862373946	148.111625781289
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ercella	Ercella succinigenes	0	0	0	27.3433135788461	0	0	0	0	18.3166254110253
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium alkalicellulosi	0	0	0	12.3413422184223	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium cellulolyticum	16.3838143997034	0	0	0	0	16.4214345509047	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium clariflavum	587.870642713763	329.351146555079	366.463674857084	1347.99323001333	489.576991916082	676.575985934798	408.210336930077	213.174249562245	535.188050133011
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium straminisolvens	104.088936685175	67.7352107433214	81.2658046327615	301.077026285242	95.696544604264	168.042180972965	72.5766365784724	34.5908435315869	114.927527487699
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Pseudoclostridium	Pseudoclostridium thermosuccinogenes	0	0	0	25.7445018665008	0	15.1497268989082	0	0	16.0120076365791
Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	unassigned	Hungateiclostridiaceae bacterium KB18	76.6564174798966	59.7764771891873	66.5224278426081	142.028901306888	70.8048659493172	89.6120600836209	31.1455980196605	37.3393525943354	50.954463527734
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobium	Anaerobium acetethylicum	0	11.5644433044718	0	18.9435202887176	14.292706840748	14.2114045327456	0	0	11.3208966368011
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	13220.6794788	10176.5198687537	8032.43028217897	25398.0402596581	10270.1474821578	13265.3989654881	10724.112705271	6773.43814947845	15654.2761691566
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	58.1020574018119	48.1574797882838	34.0641945635925	119.556001621081	63.254806558413	82.6535739376006	37.0634216551064	26.0428088558162	69.4183590842237
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	6347.71550607673	5325.73527401897	3942.4287690507	14327.2274058794	6655.57871020464	7770.67431640431	4276.97767895357	3276.60124384659	6344.74704572714
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum aminivorans	250.787713491447	199.53174415756	228.594632385711	569.422247200016	233.154636093994	355.755997645603	167.930628127621	104.121387528771	300.170047615354
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum faecicola	333.53068919211	213.881521716074	234.806905935749	798.610817696944	279.628253192834	423.075360851937	194.222722391534	134.342348073105	398.327579008595
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans	1776.40408645771	1266.80901041012	1154.63738628272	4390.80455120946	1555.69725153394	2549.28797220631	1363.26122173599	769.172216540676	2222.67802650726
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bariatricus	Bariatricus massiliensis	24.6833614111585	23.7581370839757	18.4171045021154	45.4214441593998	16.4593636644534	40.3543310148419	15.4600053916295	11.2281859149363	31.4973588232692
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia caecimuris	1349.13810928314	1044.31442425755	838.993983400397	2976.81213702915	1237.31814780098	1591.58942476398	942.741833642162	613.040859090778	1265.01731015297
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia faecis	23816.7256841754	15967.6543035849	13993.2601766548	52379.3434785847	19513.5507823933	26692.0176649791	15963.1312484421	9520.79400081351	22347.3218159692
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia glucerasea	390.267188276723	287.419357323302	275.728102376756	861.165489258268	414.240064063987	446.609667293831	264.151830810502	154.644900920225	375.063201219683
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	23.4159344569854	0	26.8714537354693	33.4295546844339	14.527200369249	22.2797337282547	17.8439826009733	0	20.873184956321
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hominis	62.5940668885695	53.8396298001756	37.0995060928024	150.137040090275	78.8497752723487	72.6802060686729	59.9465826657968	31.1805823289745	73.7614275843756
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	105.094021035962	43.4684798996712	53.5903067268538	217.048882105281	125.227788148126	117.543970482222	67.1004066418099	31.9671955104286	79.0525077623789
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia luti	11632.8886202298	8053.79473291183	7267.10345826976	26792.1772137677	8550.6931107552	13679.8986741817	7576.74068293831	4537.04483334032	10918.6019716992
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	44.2504149344347	31.6504936741415	30.1804640259157	84.3579148235895	48.6551108206407	44.5795468316331	31.0158207054043	25.6551853571755	43.4082771060795
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	1143.05448564225	795.528194006903	646.611715900795	2938.32366150194	1084.28983217463	1547.78898202734	768.338728429219	489.503248915135	1076.30214310646
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia schinkii	58.1343938589934	27.841560884707	38.3317978157308	68.0751622560895	34.4080088289933	48.7613902613808	24.209317054405	15.6380819414928	48.0056246031675
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. N6H1-15	28.814310142052	12.0315080058029	34.0492989133694	46.1044822630438	20.3775848383891	20.8618517931452	22.1785024264638	11.8895203278394	28.3859741764273
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. SC05B48	82967.4413963575	58183.4308879711	49710.8627192286	177838.738967067	67801.192124133	89854.6868438312	54721.8319631675	34107.4175786793	76318.7453194252
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. YL58	0	0	0	20.2591699506775	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia stercoris	2276.05073762006	1612.99353270871	1337.98168859579	5495.02356653177	2155.34442774018	2804.03699827009	1694.39857656869	993.284939303219	2374.69650795399
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	53154.9052880802	35954.9442390906	33208.1805471605	113309.410770739	43879.4299318347	60348.1165049994	35872.3101957924	21380.6902129321	51509.5362558317
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Caecibacterium	Caecibacterium sporoformans	46.8340721207244	23.3428676800664	24.4078115501757	75.1794950386117	37.2318366001743	34.0350636149227	16.0233846608769	17.0318493021509	34.8381078185216
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes	33.3261294336712	28.0720774418826	44.8329591660153	103.855917183646	60.1657113184898	50.1219846466108	41.7802873239705	19.55669417727	36.5637177763768
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cuneatibacter	Cuneatibacter caecimuris	213.029545026914	151.52771337934	156.520447501039	485.165939094868	222.459077139558	276.360447822697	131.401686302258	98.5193755280169	235.965641428641
