species	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
[Clostridium] methylpentosum	0.000219010694597982	0.000141419421315737	0.000136316349751803	0.000137463202395125	0.000146013889866756	0.000135310974672571	0	0.000191200007009037	0.000108521609417078
[Clostridium] polysaccharolyticum	0.000752169563866952	0.000706330013747733	0.000653489102630896	0.000738044067737958	0.000776176270786911	0.000741552438072045	0.000742775742579394	0.000637653434191493	0.000678170044730421
[Clostridium] populeti	0	4.98442449019393e-05	0	6.51655249467026e-05	3.99842844433441e-05	4.47652322616547e-05	0	0	0
[Clostridium] saccharogumia	0	6.5545687392239e-05	0	6.45858168409914e-05	0.000136036001663621	6.78535388803259e-05	0.000128070122000708	0	0
[Clostridium] scindens	0	5.78639522044646e-05	0	7.20847508510703e-05	3.7989831388465e-05	2.91066584391869e-05	0	0	0
[Clostridium] spiroforme	0.000118504894923709	6.94700900725184e-05	0	0.00010688914733319	0.000128564896598818	8.65858841674137e-05	0.000207705213736961	0.000297430575135749	0.00015307956994172
[Clostridium] symbiosum	0.000120297486156671	0.000133322449508441	0.000140719368760923	0.000144517643987067	0.000153569666646921	0.000180689372896576	0	0.000138230949256815	0.000151808068640051
[Clostridium] viride	8.85536780686475e-05	0.000117437861811526	0	0.000129941244436462	5.12815738071891e-05	8.13532303400637e-05	0.00012652033046135	0.000128824644694006	0.000105509859184557
[Eubacterium] eligens	0	0	0	0	0	0	0	0	0
[Eubacterium] rectale	0.0485287993717323	0.0492828109922129	0.0478707645227042	0.0486010738778488	0.0489800999343467	0.047856746164467	0.0465100275310225	0.0487614197523969	0.0465806938886915
[Eubacterium] siraeum	0.0404834614277162	0.0401430899979182	0.0421940935869312	0.047100947299428	0.047078066992668	0.0467784747549201	0.0370879121426985	0.0358148671315846	0.0363262786060588
[Ruminococcus] faecis	0.0349918186715522	0.03506251439096	0.0360544920693899	0.0208988864160923	0.0200074064775827	0.0204492502924674	0.0371122415146079	0.0369431620868199	0.0387027080612409
[Ruminococcus] gnavus	0.0091862456457246	0.00878722981049862	0.00909026827979222	0.00937486928932993	0.00942179120574521	0.00964696539848826	0.00832210292385587	0.00878979855018315	0.0083428466267095
[Ruminococcus] lactaris	0.000459116550135208	0.000460285512122537	0.000431783714757966	0.00042136754972993	0.00036821385515512	0.000393258684111616	0.000378321609973439	0.000452567149158683	0.000394764012284879
[Ruminococcus] torques	0.00125041296788642	0.0013347572245315	0.0013601754347928	0.000896228996198764	0.00082108473905492	0.000842559175801226	0.00117106418383968	0.00130954807349062	0.00147176439639113
bacterium	0	0	0	0	0	0	0	0	0
bacterium LF-3	0	0	0	0	0	0	0	0	0
uncultured Alistipes sp.	0	0	0	0	0	0	0	0	0
uncultured Bacteroides sp.	0	0	0	0	0	0	0	0	0
uncultured Blautia sp.	0	0	0	0	0	0	0	0	0
uncultured Clostridiales bacterium	0	0	0	0	0	0	0	0	0
uncultured Clostridium sp.	0	0	0	0	0	0	0	0	0
uncultured Collinsella sp.	0	0	0	0	0	0	0	0	0
uncultured Coriobacteriaceae bacterium	0	0	0	0	0	0	0	0	0
uncultured Desulfovibrio sp.	0	0	0	0	0	0	0	0	0
uncultured Dialister sp.	0	0	0	0	0	0	0	0	0
uncultured Dorea sp.	0	0	0	0	0	0	0	0	0
uncultured Eggerthella sp.	0	0	0	0	0	0	0	0	0
uncultured Erysipelotrichaceae bacterium	0	0	0	0	0	0	0	0	0
uncultured Eubacterium sp.	0	0	0	0	0	0	0	0	0
uncultured Faecalibacterium sp.	0	0	0	0	0	0	0	0	0
uncultured Flavonifractor sp.	0	0	0	0	0	0	0	0	0
uncultured Lachnobacterium sp.	0	0	0	0	0	0	0	0	0
uncultured Lachnospiraceae bacterium	0	0	0	0	0	0	0	0	0
uncultured Marvinbryantia sp.	0	0	0	0	0	0	0	0	0
uncultured Mollicutes bacterium	0	0	0	0	0	0	0	0	0
uncultured Odoribacter sp.	0	0	0	0	0	0	0	0	0
uncultured Oscillibacter sp.	0	0	0	0	0	0	0	0	0
uncultured Rhodospirillaceae bacterium	0	0	0	0	0	0	0	0	0
uncultured Roseburia sp.	0	0	0	0	0	0	0	0	0
uncultured Ruminococcaceae bacterium	0	0	0	0	0	0	0	0	0
uncultured Ruminococcus sp.	0	0	0	0	0	0	0	0	0
uncultured Solobacterium sp.	0	0	0	0	0	0	0	0	0
uncultured Sutterella sp.	0	0	0	0	0	0	0	0	0
uncultured Tenericutes bacterium	0	0	0	0	0	0	0	0	0
uncultured bacterium	0	0	0	0	0	0	0	0	0
unknown_Acetobacter	0	0	0	0	0	0	0	0	0
unknown_Acinetobacter	0	0	0	0	0	0	0	0	0
unknown_Actinomyces	0	0	0	0	0	0	0	0	0
unknown_Anaeromassilibacillus	0	0	0	0	0	0	0	0	0
unknown_Bacteroides	0	0	0	0	0	0	0	0	0
unknown_Blautia	0	0	0	0	0	0	0	0	0
unknown_Butyricicoccus	0	0	0	0	0	0	0	0	0
unknown_Candidatus Stoquefichus	0	0	0	0	0	0	0	0	0
unknown_Catabacter	0	0	0	0	0	0	0	0	0
unknown_Clostridium	0	0	0	0	0	0	0	0	0
unknown_Collinsella	0	0	0	0	0	0	0	0	0
unknown_Cryptobacterium	0	0	0	0	0	0	0	0	0
unknown_Dorea	0	0	0	0	0	0	0	0	0
unknown_Eggerthella	0	0	0	0	0	0	0	0	0
unknown_Eubacterium	0	0	0	0	0	0	0	0	0
unknown_Flavonifractor	0	0	0	0	0	0	0	0	0
unknown_Lachnoclostridium	0	0	0	0	0	0	0	0	0
unknown_Lachnotalea	0	0	0	0	0	0	0	0	0
unknown_Mordavella	0	0	0	0	0	0	0	0	0
unknown_Mycoplasma	0	0	0	0	0	0	0	0	0
unknown_Oscillibacter	0	0	0	0	0	0	0	0	0
unknown_Pseudoflavonifractor	0	0	0	0	0	0	0	0	0
unknown_Roseburia	0	0	0	0	0	0	0	0	0
unknown_Ruminococcus	0	0	0	0	0	0	0	0	0
unknown_Staphylococcus	0	0	0	0	0	0	0	0	0
unknown_Subdoligranulum	0	0	0	0	0	0	0	0	0
