id;alias;instrumentModel;firstCreated;firstPublic;releaseStatus;submissionAccountId;studyId;experimentId;sampleId
ERR11654307;"ena-RUN-TAB-05-07-2023-17:48:36:917-57499";MinION;2023-07-05T18:48:38;2023-12-15T20:18:40;PUBLIC;Webin-42996;ERP144665;ERX11056123;ERS15972911
ERR11654306;"ena-RUN-TAB-05-07-2023-17:48:36:917-57497";MinION;2023-07-05T18:48:38;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11056122;ERS15972910
ERR11654305;"ena-RUN-TAB-05-07-2023-17:48:36:916-57495";MinION;2023-07-05T18:48:38;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11056121;ERS15972909
ERR11654304;"ena-RUN-TAB-05-07-2023-17:48:36:916-57493";MinION;2023-07-05T18:48:38;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11056120;ERS15972908
ERR11654303;"ena-RUN-TAB-05-07-2023-17:48:36:916-57491";MinION;2023-07-05T18:48:38;2023-12-15T20:18:34;PUBLIC;Webin-42996;ERP144665;ERX11056119;ERS15972907
ERR11654302;"ena-RUN-TAB-05-07-2023-17:48:36:915-57489";MinION;2023-07-05T18:48:38;2023-12-15T20:18:37;PUBLIC;Webin-42996;ERP144665;ERX11056118;ERS15972906
ERR11654301;"ena-RUN-TAB-05-07-2023-17:48:36:915-57487";MinION;2023-07-05T18:48:38;2023-12-15T20:18:38;PUBLIC;Webin-42996;ERP144665;ERX11056117;ERS15972905
ERR11654300;"ena-RUN-TAB-05-07-2023-17:48:36:915-57485";MinION;2023-07-05T18:48:38;2023-12-15T20:18:35;PUBLIC;Webin-42996;ERP144665;ERX11056116;ERS15972904
ERR11654299;"ena-RUN-TAB-05-07-2023-17:48:36:914-57483";MinION;2023-07-05T18:48:38;2023-12-15T20:18:39;PUBLIC;Webin-42996;ERP144665;ERX11056115;ERS15972903
ERR11654298;"ena-RUN-TAB-05-07-2023-17:48:36:914-57481";MinION;2023-07-05T18:48:38;2023-12-15T20:18:38;PUBLIC;Webin-42996;ERP144665;ERX11056114;ERS15972902
ERR11654297;"ena-RUN-TAB-05-07-2023-17:48:36:914-57479";MinION;2023-07-05T18:48:38;2023-12-15T20:18:39;PUBLIC;Webin-42996;ERP144665;ERX11056113;ERS15972901
ERR11654296;"ena-RUN-TAB-05-07-2023-17:48:36:913-57477";MinION;2023-07-05T18:48:38;2023-12-15T20:18:36;PUBLIC;Webin-42996;ERP144665;ERX11056112;ERS15972900
ERR11654295;"ena-RUN-TAB-05-07-2023-17:48:36:913-57475";MinION;2023-07-05T18:48:38;2023-12-15T20:18:38;PUBLIC;Webin-42996;ERP144665;ERX11056111;ERS15972899
ERR11654294;"ena-RUN-TAB-05-07-2023-17:48:36:913-57473";MinION;2023-07-05T18:48:38;;CANCELLED;Webin-42996;ERP144665;ERX11056110;ERS15972898
ERR11654293;"ena-RUN-TAB-05-07-2023-17:48:36:913-57471";MinION;2023-07-05T18:48:38;2023-12-15T20:18:39;PUBLIC;Webin-42996;ERP144665;ERX11056109;ERS15972897
ERR11654292;"ena-RUN-TAB-05-07-2023-17:48:36:912-57469";MinION;2023-07-05T18:48:38;2023-12-15T20:18:36;PUBLIC;Webin-42996;ERP144665;ERX11056108;ERS15972896
ERR11654291;"ena-RUN-TAB-05-07-2023-17:48:36:912-57467";MinION;2023-07-05T18:48:38;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11056107;ERS15972895
ERR11654289;"ena-RUN-TAB-05-07-2023-17:48:36:911-57463";MinION;2023-07-05T18:48:37;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11056105;ERS15972893
ERR11648165;"ena-RUN-TAB-05-07-2023-01:00:26:865-54336";MinION;2023-07-05T02:00:29;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050147;ERS15970506
ERR11648175;"ena-RUN-TAB-05-07-2023-01:00:26:868-54356";MinION;2023-07-05T02:00:29;2023-12-15T20:18:37;PUBLIC;Webin-42996;ERP144665;ERX11050157;ERS15970516
ERR11648174;"ena-RUN-TAB-05-07-2023-01:00:26:868-54354";MinION;2023-07-05T02:00:29;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050156;ERS15970515
ERR11648173;"ena-RUN-TAB-05-07-2023-01:00:26:868-54352";MinION;2023-07-05T02:00:29;2023-12-15T20:18:36;PUBLIC;Webin-42996;ERP144665;ERX11050155;ERS15970514
ERR11648172;"ena-RUN-TAB-05-07-2023-01:00:26:867-54350";MinION;2023-07-05T02:00:29;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050154;ERS15970513
ERR11648171;"ena-RUN-TAB-05-07-2023-01:00:26:867-54348";MinION;2023-07-05T02:00:29;2023-12-15T20:18:40;PUBLIC;Webin-42996;ERP144665;ERX11050153;ERS15970512
ERR11648170;"ena-RUN-TAB-05-07-2023-01:00:26:866-54346";MinION;2023-07-05T02:00:29;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050152;ERS15970511
ERR11648169;"ena-RUN-TAB-05-07-2023-01:00:26:866-54344";MinION;2023-07-05T02:00:29;2023-12-15T20:18:40;PUBLIC;Webin-42996;ERP144665;ERX11050151;ERS15970510
ERR11648168;"ena-RUN-TAB-05-07-2023-01:00:26:866-54342";MinION;2023-07-05T02:00:29;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050150;ERS15970509
ERR11648167;"ena-RUN-TAB-05-07-2023-01:00:26:866-54340";MinION;2023-07-05T02:00:29;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050149;ERS15970508
ERR11648166;"ena-RUN-TAB-05-07-2023-01:00:26:865-54338";MinION;2023-07-05T02:00:29;2023-12-15T20:18:35;PUBLIC;Webin-42996;ERP144665;ERX11050148;ERS15970507
ERR11648136;"ena-RUN-TAB-05-07-2023-01:00:26:856-54278";MinION;2023-07-05T02:00:28;2023-12-15T20:18:37;PUBLIC;Webin-42996;ERP144665;ERX11050118;ERS15970477
ERR11648137;"ena-RUN-TAB-05-07-2023-01:00:26:856-54280";MinION;2023-07-05T02:00:28;2023-12-15T20:18:35;PUBLIC;Webin-42996;ERP144665;ERX11050119;ERS15970478
ERR11648138;"ena-RUN-TAB-05-07-2023-01:00:26:857-54282";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050120;ERS15970479
ERR11648139;"ena-RUN-TAB-05-07-2023-01:00:26:857-54284";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050121;ERS15970480
ERR11648140;"ena-RUN-TAB-05-07-2023-01:00:26:857-54286";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050122;ERS15970481
ERR11648141;"ena-RUN-TAB-05-07-2023-01:00:26:858-54288";MinION;2023-07-05T02:00:28;2023-12-15T20:18:39;PUBLIC;Webin-42996;ERP144665;ERX11050123;ERS15970482
ERR11648142;"ena-RUN-TAB-05-07-2023-01:00:26:858-54290";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050124;ERS15970483
ERR11648143;"ena-RUN-TAB-05-07-2023-01:00:26:858-54292";MinION;2023-07-05T02:00:28;2023-12-15T20:18:38;PUBLIC;Webin-42996;ERP144665;ERX11050125;ERS15970484
ERR11648144;"ena-RUN-TAB-05-07-2023-01:00:26:858-54294";MinION;2023-07-05T02:00:28;2023-12-15T20:18:36;PUBLIC;Webin-42996;ERP144665;ERX11050126;ERS15970485
ERR11648145;"ena-RUN-TAB-05-07-2023-01:00:26:859-54296";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050127;ERS15970486
ERR11648146;"ena-RUN-TAB-05-07-2023-01:00:26:859-54298";MinION;2023-07-05T02:00:28;2023-12-15T20:18:37;PUBLIC;Webin-42996;ERP144665;ERX11050128;ERS15970487
ERR11648147;"ena-RUN-TAB-05-07-2023-01:00:26:860-54300";MinION;2023-07-05T02:00:28;2023-12-15T20:18:37;PUBLIC;Webin-42996;ERP144665;ERX11050129;ERS15970488
ERR11648148;"ena-RUN-TAB-05-07-2023-01:00:26:860-54302";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050130;ERS15970489
ERR11648149;"ena-RUN-TAB-05-07-2023-01:00:26:860-54304";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050131;ERS15970490
ERR11648150;"ena-RUN-TAB-05-07-2023-01:00:26:860-54306";MinION;2023-07-05T02:00:28;2023-12-15T20:18:38;PUBLIC;Webin-42996;ERP144665;ERX11050132;ERS15970491
ERR11648151;"ena-RUN-TAB-05-07-2023-01:00:26:861-54308";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050133;ERS15970492
ERR11648152;"ena-RUN-TAB-05-07-2023-01:00:26:861-54310";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050134;ERS15970493
ERR11648153;"ena-RUN-TAB-05-07-2023-01:00:26:861-54312";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050135;ERS15970494
ERR11648154;"ena-RUN-TAB-05-07-2023-01:00:26:862-54314";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050136;ERS15970495
ERR11648155;"ena-RUN-TAB-05-07-2023-01:00:26:862-54316";MinION;2023-07-05T02:00:28;2023-12-15T20:18:38;PUBLIC;Webin-42996;ERP144665;ERX11050137;ERS15970496
ERR11648156;"ena-RUN-TAB-05-07-2023-01:00:26:862-54318";MinION;2023-07-05T02:00:28;2023-12-15T20:18:40;PUBLIC;Webin-42996;ERP144665;ERX11050138;ERS15970497
ERR11648157;"ena-RUN-TAB-05-07-2023-01:00:26:862-54320";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050139;ERS15970498
ERR11648158;"ena-RUN-TAB-05-07-2023-01:00:26:863-54322";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050140;ERS15970499
ERR11648159;"ena-RUN-TAB-05-07-2023-01:00:26:863-54324";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050141;ERS15970500
ERR11648160;"ena-RUN-TAB-05-07-2023-01:00:26:863-54326";MinION;2023-07-05T02:00:28;2023-12-15T20:18:35;PUBLIC;Webin-42996;ERP144665;ERX11050142;ERS15970501
ERR11648161;"ena-RUN-TAB-05-07-2023-01:00:26:864-54328";MinION;2023-07-05T02:00:28;2023-12-15T20:18:37;PUBLIC;Webin-42996;ERP144665;ERX11050143;ERS15970502
ERR11648162;"ena-RUN-TAB-05-07-2023-01:00:26:864-54330";MinION;2023-07-05T02:00:28;2023-12-15T20:18:40;PUBLIC;Webin-42996;ERP144665;ERX11050144;ERS15970503
ERR11648163;"ena-RUN-TAB-05-07-2023-01:00:26:864-54332";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050145;ERS15970504
ERR11648164;"ena-RUN-TAB-05-07-2023-01:00:26:864-54334";MinION;2023-07-05T02:00:28;2023-12-15T20:18:33;PUBLIC;Webin-42996;ERP144665;ERX11050146;ERS15970505
